PeakID (cmd=annotatePeaks.pl kidney_14_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_14_5_REP2.mLb.clN_peak_40	chr18	4869664	4870317	+	240	NA	Intergenic	Intergenic	57504	Gm10556	Gm10556	NR_045881			Gm10556			NA
kidney_14_5_REP2.mLb.clN_peak_1528	chr18	73622585	73623725	+	240	NA	Intergenic	Intergenic	50450	Mex3c	Mex3c	NM_001039214			Mex3c			NA
kidney_14_5_REP2.mLb.clN_peak_317	chr18	20058889	20059720	+	240	NA	exon (Dsc2, exon 1 of 18)	-exon (Dsc2, exon 1 of 18)	250	Dsc2	Dsc2	NM_013505			Dsc2			NA
kidney_14_5_REP2.mLb.clN_peak_876	chr18	44521653	44522065	+	239	NA	intron (Mcc, intron 2 of 16)	-intron (Mcc, intron 4 of 18)	-139806	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1609	chr18	75456666	75457067	+	239	NA	intron (Ctif, intron 10 of 11)	-intron (Ctif, intron 10 of 11)	-57779	Gm10532	Gm10532	NR_045879			Gm10532			NA
kidney_14_5_REP2.mLb.clN_peak_1461	chr18	69613670	69614971	+	239	NA	intron (Tcf4, intron 8 of 19)	-intron (Tcf4, intron 8 of 19)	269828	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_14_5_REP2.mLb.clN_peak_2521	chr19	24279771	24281444	+	238	NA	promoter-TSS (Fxn)	-promoter-TSS (Fxn)	-17	Fxn	Fxn	NR_157400			Fxn			NA
kidney_14_5_REP2.mLb.clN_peak_2669	chr19	30548793	30549989	+	238	NA	exon (Dkk1, exon 1 of 4)	-exon (Dkk1, exon 1 of 4)	105	Dkk1	Dkk1	NM_010051			Dkk1			NA
kidney_14_5_REP2.mLb.clN_peak_1865	chr18	84450594	84451228	+	238	NA	intron (Zfp407, intron 3 of 8)	-intron (Zfp407, intron 3 of 8)	138593	Zfp407	Zfp407	NM_001033341			Zfp407			NA
kidney_14_5_REP2.mLb.clN_peak_211	chr18	12333761	12334345	+	238	NA	exon (Lama3, exon 1 of 75)	-exon (Lama3, exon 1 of 75)	119	Lama3	Lama3	NM_001347461			Lama3			NA
kidney_14_5_REP2.mLb.clN_peak_681	chr18	36328541	36329154	+	237	NA	Intergenic	Intergenic	-19926	Cystm1	Cystm1	NM_001081365			Cystm1			NA
kidney_14_5_REP2.mLb.clN_peak_2968	chr19	44669477	44670963	+	237	NA	Intergenic	Intergenic	-86686	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_14_5_REP2.mLb.clN_peak_1817	chr18	82914064	82914705	+	237	NA	promoter-TSS (Zfp516)	-promoter-TSS (Zfp516)	3505	Zfp516	Zfp516	NM_183033			Zfp516			NA
kidney_14_5_REP2.mLb.clN_peak_128	chr18	8966580	8967105	+	237	NA	Intergenic	Intergenic	-246014	Fzd8	Fzd8	NM_008058			Fzd8			NA
kidney_14_5_REP2.mLb.clN_peak_1369	chr18	66291288	66292296	+	237	NA	promoter-TSS (Ccbe1)	-promoter-TSS (Ccbe1)	46	Ccbe1	Ccbe1	NM_178793			Ccbe1			NA
kidney_14_5_REP2.mLb.clN_peak_2162	chr19	7267146	7269049	+	236	NA	promoter-TSS (Rcor2)	-promoter-TSS (Rcor2)	703	Rcor2	Rcor2	NM_001320554			Rcor2			NA
kidney_14_5_REP2.mLb.clN_peak_434	chr18	24714413	24715097	+	235	NA	intron (Fhod3, intron 1 of 26)	-intron (Fhod3, intron 1 of 24)	6132	Fhod3	Fhod3	NM_175276			Fhod3			NA
kidney_14_5_REP2.mLb.clN_peak_2112	chr19	6418274	6418904	+	235	NA	promoter-TSS (Nrxn2)	-promoter-TSS (Nrxn2)	-167	Nrxn2	Nrxn2	NM_001369363			Nrxn2			NA
kidney_14_5_REP2.mLb.clN_peak_2685	chr19	31764338	31765352	+	235	NA	exon (Prkg1, exon 1 of 18)	-exon (Prkg1, exon 1 of 18)	-100475	Prkg1	Prkg1	NM_011160			Prkg1			NA
kidney_14_5_REP2.mLb.clN_peak_636	chr18	35552938	35553451	+	234	NA	promoter-TSS (Snhg4)	-promoter-TSS (Snhg4)	-216	Snhg4	Snhg4	NR_038073			Snhg4			NA
kidney_14_5_REP2.mLb.clN_peak_2530	chr19	24555360	24556607	+	234	NA	promoter-TSS (Pip5k1b)	-promoter-TSS (Pip5k1b)	-111	Pip5k1b	Pip5k1b	NM_008846			Pip5k1b			NA
kidney_14_5_REP2.mLb.clN_peak_1652	chr18	76160725	76161770	+	234	NA	Intergenic	Intergenic	-9305	Mir6358	Mir6358	NR_105776			Mir6358			NA
kidney_14_5_REP2.mLb.clN_peak_2044	chr19	5490340	5491607	+	234	NA	intron (Cfl1, intron 1 of 3)	-intron (Cfl1, intron 1 of 3)	518	Cfl1	Cfl1	NM_007687			Cfl1			NA
kidney_14_5_REP2.mLb.clN_peak_670	chr18	36017964	36019039	+	233	NA	exon (Nrg2, exon 10 of 10)	-exon (Nrg2, exon 10 of 10)	53671	Psd2	Psd2	NR_110349			Psd2			NA
kidney_14_5_REP2.mLb.clN_peak_2302	chr19	11818434	11819155	+	231	NA	exon (Stx3, exon 1 of 11)	-exon (Stx3, exon 1 of 11)	609	Stx3	Stx3	NM_001025307			Stx3			NA
kidney_14_5_REP2.mLb.clN_peak_1264	chr18	61910981	61912064	+	231	NA	exon (Ablim3, exon 1 of 23)	-exon (Ablim3, exon 1 of 23)	302	Ablim3	Ablim3	NM_001164491			Ablim3			NA
kidney_14_5_REP2.mLb.clN_peak_1727	chr18	80004854	80005218	+	230	NA	Intergenic	Intergenic	-14258	Gm36718	Gm36718	NM_001370903			Gm36718			NA
kidney_14_5_REP2.mLb.clN_peak_1551	chr18	74207358	74208050	+	229	NA	exon (Ska1, exon 1 of 7)	-exon (Ska1, exon 1 of 7)	114	Ska1	Ska1	NM_001164355			Ska1			NA
kidney_14_5_REP2.mLb.clN_peak_2522	chr19	24300861	24301947	+	229	NA	intron (Pip5k1b, intron 14 of 14)	-intron (Pip5k1b, intron 14 of 14)	-20814	Fxn	Fxn	NR_157400			Fxn			NA
kidney_14_5_REP2.mLb.clN_peak_1162	chr18	58455285	58455761	+	229	NA	Intergenic	Intergenic	-100717	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_14_5_REP2.mLb.clN_peak_1127	chr18	57386194	57387139	+	229	NA	intron (Prrc1, intron 8 of 8)	-intron (Prrc1, intron 8 of 8)	-18749	Gm19500	Gm19500	NR_152223			Gm19500			NA
kidney_14_5_REP2.mLb.clN_peak_302	chr18	16622366	16623042	+	229	NA	intron (Cdh2, intron 13 of 15)	-intron (Cdh2, intron 13 of 15)	186542	Cdh2	Cdh2	NM_007664			Cdh2			NA
kidney_14_5_REP2.mLb.clN_peak_2756	chr19	36347819	36349400	+	228	NA	intron (Pcgf5, intron 1 of 8)	-intron (Pcgf5, intron 1 of 9)	-30458	Pcgf5	Pcgf5	NM_001368691			Pcgf5			NA
kidney_14_5_REP2.mLb.clN_peak_2281	chr19	10868966	10870265	+	227	NA	exon (Tmem132a, exon 1 of 11)	-exon (Tmem132a, exon 1 of 11)	164	Tmem132a	Tmem132a	NM_133804			Tmem132a			NA
kidney_14_5_REP2.mLb.clN_peak_2940	chr19	44135400	44136429	+	227	NA	promoter-TSS (Cwf19l1)	-promoter-TSS (Cwf19l1)	-458	Cwf19l1	Cwf19l1	NM_001356578			Cwf19l1			NA
kidney_14_5_REP2.mLb.clN_peak_2600	chr19	27218680	27219278	+	227	NA	intron (Vldlr, intron 1 of 18)	-intron (Vldlr, intron 1 of 17)	1959	Vldlr	Vldlr	NM_013703			Vldlr			NA
kidney_14_5_REP2.mLb.clN_peak_499	chr18	30365353	30366133	+	226	NA	Intergenic	Intergenic	92878	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_14_5_REP2.mLb.clN_peak_137	chr18	9707242	9708748	+	226	NA	intron (Colec12, intron 1 of 9)	-intron (Colec12, intron 1 of 9)	347	Colec12	Colec12	NM_130449			Colec12			NA
kidney_14_5_REP2.mLb.clN_peak_2990	chr19	44892806	44893753	+	226	NA	Intergenic	Intergenic	-37840	Slf2	Slf2	NM_001081225			Slf2			NA
kidney_14_5_REP2.mLb.clN_peak_2233	chr19	10012697	10013526	+	226	NA	intron (Rab3il1, intron 1 of 12)	-intron (Rab3il1, intron 1 of 12)	-5083	Rab3il1	Rab3il1	NM_144538			Rab3il1			NA
kidney_14_5_REP2.mLb.clN_peak_1965	chr19	4121068	4121718	+	226	NA	exon (Aip, exon 1 of 6)	-exon (Aip, exon 1 of 6)	4465	Aip	Aip	NM_016666			Aip			NA
kidney_14_5_REP2.mLb.clN_peak_2086	chr19	6014966	6015978	+	225	NA	promoter-TSS (Capn1)	-promoter-TSS (Capn1)	-225	Capn1	Capn1	NM_001110504			Capn1			NA
kidney_14_5_REP2.mLb.clN_peak_638	chr18	35598183	35599550	+	225	NA	intron (Paip2, intron 1 of 3)	-intron (Paip2, intron 1 of 4)	249	Paip2	Paip2	NM_026420			Paip2			NA
kidney_14_5_REP2.mLb.clN_peak_3234	chr19	54044518	54045582	+	224	NA	promoter-TSS (Adra2a)	-promoter-TSS (Adra2a)	-209	Adra2a	Adra2a	NM_007417			Adra2a			NA
kidney_14_5_REP2.mLb.clN_peak_41	chr18	4920263	4922696	+	224	NA	Intergenic	Intergenic	108993	Gm10556	Gm10556	NR_045881			Gm10556			NA
kidney_14_5_REP2.mLb.clN_peak_3335	chr19	57491066	57491431	+	224	NA	TTS (Trub1)	-TTS (Trub1)	-17818	6720468P15Rik	6720468P15Rik	NR_040307			6720468P15Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1435	chr18	68870863	68871854	+	223	NA	Intergenic	Intergenic	80170	4930546C10Rik	4930546C10Rik	NR_038051			4930546C10Rik			NA
kidney_14_5_REP2.mLb.clN_peak_2135	chr19	6974357	6974938	+	223	NA	promoter-TSS (Ppp1r14b)	-promoter-TSS (Ppp1r14b)	-401	Ppp1r14b	Ppp1r14b	NM_008889			Ppp1r14b			NA
kidney_14_5_REP2.mLb.clN_peak_614	chr18	34840183	34841421	+	223	NA	intron (Reep2, intron 1 of 7)	-intron (Reep2, intron 1 of 7)	213	Reep2	Reep2	NM_144865			Reep2			NA
kidney_14_5_REP2.mLb.clN_peak_671	chr18	36068110	36069887	+	222	NA	intron (Nrg2, intron 1 of 9)	-intron (Nrg2, intron 1 of 9)	-37205	4930471G03Rik	4930471G03Rik	NR_015571			4930471G03Rik			NA
kidney_14_5_REP2.mLb.clN_peak_3185	chr19	53066595	53067349	+	222	NA	Intergenic	Intergenic	-9280	1700054A03Rik	1700054A03Rik	NR_045320			1700054A03Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1149	chr18	58053130	58054221	+	221	NA	exon (Fbn2, exon 40 of 65)	-exon (Fbn2, exon 40 of 65)	156251	Fbn2	Fbn2	NM_010181			Fbn2			NA
kidney_14_5_REP2.mLb.clN_peak_1632	chr18	75819068	75820889	+	221	NA	promoter-TSS (Zbtb7c)	-promoter-TSS (Zbtb7c)	-200	Zbtb7c	Zbtb7c	NM_001357506			Zbtb7c			NA
kidney_14_5_REP2.mLb.clN_peak_415	chr18	23989146	23989859	+	220	NA	promoter-TSS (Zfp35)	-promoter-TSS (Zfp35)	-132	Zfp35	Zfp35	NM_011755			Zfp35			NA
kidney_14_5_REP2.mLb.clN_peak_332	chr18	20895334	20896215	+	220	NA	intron (Trappc8, intron 1 of 28)	-intron (Trappc8, intron 1 of 28)	304	Trappc8	Trappc8	NM_177038			Trappc8			NA
kidney_14_5_REP2.mLb.clN_peak_904	chr18	46211900	46212757	+	218	NA	exon (Trim36, exon 1 of 10)	-exon (Trim36, exon 1 of 10)	279	Trim36	Trim36	NM_178872			Trim36			NA
kidney_14_5_REP2.mLb.clN_peak_1888	chr18	85660626	85661405	+	218	NA	Intergenic	Intergenic	-709491	Timm21	Timm21	NR_160856			Timm21			NA
kidney_14_5_REP2.mLb.clN_peak_970	chr18	49725324	49725831	+	218	NA	intron (Dtwd2, intron 2 of 5)	-intron (Dtwd2, intron 2 of 3)	30024	Dtwd2	Dtwd2	NM_026854			Dtwd2			NA
kidney_14_5_REP2.mLb.clN_peak_1607	chr18	75434375	75435412	+	218	NA	exon (Ctif, exon 12 of 12)	-exon (Ctif, exon 12 of 12)	67528	Smad7	Smad7	NM_001042660			Smad7			NA
kidney_14_5_REP2.mLb.clN_peak_2054	chr19	5648659	5649241	+	217	NA	TTS (Rela)	-TTS (Rela)	11409	Rela	Rela	NM_001365067			Rela			NA
kidney_14_5_REP2.mLb.clN_peak_1957	chr19	3985096	3985894	+	217	NA	Intergenic	Intergenic	-1075	Acy3	Acy3	NM_001302479			Acy3			NA
kidney_14_5_REP2.mLb.clN_peak_1999	chr19	4719101	4719737	+	216	NA	intron (Sptbn2, intron 2 of 36)	-intron (Sptbn2, intron 2 of 36)	8211	Sptbn2	Sptbn2	NM_021287			Sptbn2			NA
kidney_14_5_REP2.mLb.clN_peak_2881	chr19	42086138	42086506	+	216	NA	promoter-TSS (Morn4)	-promoter-TSS (Morn4)	48	Morn4	Morn4	NM_198108			Morn4			NA
kidney_14_5_REP2.mLb.clN_peak_1728	chr18	80040216	80040867	+	215	NA	Intergenic	Intergenic	-6354	Pard6g	Pard6g	NM_053117			Pard6g			NA
kidney_14_5_REP2.mLb.clN_peak_210	chr18	12305408	12306163	+	215	NA	promoter-TSS (Ankrd29)	-promoter-TSS (Ankrd29)	-65	Ankrd29	Ankrd29	NM_001360803			Ankrd29			NA
kidney_14_5_REP2.mLb.clN_peak_1614	chr18	75502819	75503632	+	215	NA	intron (Ctif, intron 9 of 11)	-intron (Ctif, intron 9 of 11)	-11420	Gm10532	Gm10532	NR_045879			Gm10532			NA
kidney_14_5_REP2.mLb.clN_peak_1301	chr18	63653226	63653836	+	215	NA	Intergenic	Intergenic	38828	Txnl1	Txnl1	NM_016792			Txnl1			NA
kidney_14_5_REP2.mLb.clN_peak_462	chr18	25667895	25668521	+	214	NA	intron (Celf4, intron 2 of 13)	-intron (Celf4, intron 2 of 12)	85949	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_14_5_REP2.mLb.clN_peak_919	chr18	46676664	46677200	+	214	NA	Intergenic	Intergenic	51570	Cdo1	Cdo1	NM_033037			Cdo1			NA
kidney_14_5_REP2.mLb.clN_peak_1532	chr18	73762158	73762761	+	213	NA	Intergenic	Intergenic	-7980	Elac1	Elac1	NM_053255			Elac1			NA
kidney_14_5_REP2.mLb.clN_peak_96	chr18	7001097	7002083	+	213	NA	intron (Mkx, intron 2 of 6)	-intron (Mkx, intron 2 of 6)	3189	Mkx	Mkx	NM_177595			Mkx			NA
kidney_14_5_REP2.mLb.clN_peak_2908	chr19	42794992	42795674	+	213	NA	intron (Hpse2, intron 11 of 11)	-intron (Hpse2, intron 11 of 11)	-15355	Hps1	Hps1	NM_001346703			Hps1			NA
kidney_14_5_REP2.mLb.clN_peak_121	chr18	8693657	8694522	+	213	NA	Intergenic	Intergenic	-518767	Fzd8	Fzd8	NM_008058			Fzd8			NA
kidney_14_5_REP2.mLb.clN_peak_2741	chr19	34746329	34747607	+	213	NA	intron (Slc16a12, intron 1 of 6)	-intron (Slc16a12, intron 1 of 6)	360	Slc16a12	Slc16a12	NM_172838			Slc16a12			NA
kidney_14_5_REP2.mLb.clN_peak_1502	chr18	71281255	71281676	+	212	NA	intron (Dcc, intron 27 of 28)	-intron (Dcc, intron 27 of 28)	713173	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_14_5_REP2.mLb.clN_peak_581	chr18	34052652	34053621	+	212	NA	Intergenic	Intergenic	-45930	Epb41l4a	Epb41l4a	NM_013512			Epb41l4a			NA
kidney_14_5_REP2.mLb.clN_peak_2769	chr19	36789718	36790547	+	212	NA	Intergenic	Intergenic	-44100	Tnks2	Tnks2	NM_001163635			Tnks2			NA
kidney_14_5_REP2.mLb.clN_peak_1536	chr18	73855525	73856007	+	211	NA	Intergenic	Intergenic	-3619	Mro	Mro	NM_001305882			Mro			NA
kidney_14_5_REP2.mLb.clN_peak_67	chr18	5427659	5429286	+	211	NA	Intergenic	Intergenic	-94033	Zfp438	Zfp438	NM_178722			Zfp438			NA
kidney_14_5_REP2.mLb.clN_peak_2820	chr19	38395581	38396531	+	211	NA	promoter-TSS (Slc35g1)	-promoter-TSS (Slc35g1)	76	Slc35g1	Slc35g1	NM_175507			Slc35g1			NA
kidney_14_5_REP2.mLb.clN_peak_676	chr18	36196640	36197774	+	211	NA	exon (Nrg2, exon 1 of 10)	-exon (Nrg2, exon 1 of 10)	184	Nrg2	Nrg2	NM_001167891			Nrg2			NA
kidney_14_5_REP2.mLb.clN_peak_2261	chr19	10413454	10414655	+	210	NA	intron (Syt7, intron 2 of 10)	-intron (Syt7, intron 2 of 11)	24964	Syt7	Syt7	NM_173067			Syt7			NA
kidney_14_5_REP2.mLb.clN_peak_2073	chr19	5845617	5846865	+	210	NA	promoter-TSS (Neat1)	-promoter-TSS (Neat1)	-763	Neat1	Neat1	NR_003513			Neat1			NA
kidney_14_5_REP2.mLb.clN_peak_2430	chr19	19058585	19059156	+	209	NA	intron (Rorb, intron 1 of 9)	-intron (Rorb, intron 1 of 9)	-57753	Rorb	Rorb	NM_001289921			Rorb			NA
kidney_14_5_REP2.mLb.clN_peak_2553	chr19	25286178	25286783	+	209	NA	intron (Kank1, intron 2 of 13)	-intron (Kank1, intron 2 of 12)	49505	Kank1	Kank1	NM_181404			Kank1			NA
kidney_14_5_REP2.mLb.clN_peak_3330	chr19	57411512	57412330	+	209	NA	Intergenic	Intergenic	-40985	Trub1	Trub1	NM_028115			Trub1			NA
kidney_14_5_REP2.mLb.clN_peak_3195	chr19	53310367	53310761	+	209	NA	promoter-TSS (Mxi1)	-promoter-TSS (Mxi1)	-18849	Mxi1	Mxi1	NM_001008543			Mxi1			NA
kidney_14_5_REP2.mLb.clN_peak_1097	chr18	55763314	55764036	+	209	NA	Intergenic	Intergenic	-668457	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_14_5_REP2.mLb.clN_peak_597	chr18	34379813	34380894	+	209	NA	Intergenic	Intergenic	-6938	Reep5	Reep5	NM_007874			Reep5			NA
kidney_14_5_REP2.mLb.clN_peak_1955	chr19	3934903	3935924	+	208	NA	intron (Unc93b1, intron 1 of 10)	-intron (Unc93b1, intron 1 of 9)	227	Unc93b1	Unc93b1	NM_019449			Unc93b1			NA
kidney_14_5_REP2.mLb.clN_peak_3044	chr19	46148212	46148653	+	208	NA	promoter-TSS (Pitx3)	-promoter-TSS (Pitx3)	-107	Pitx3	Pitx3	NM_008852			Pitx3			NA
kidney_14_5_REP2.mLb.clN_peak_3067	chr19	46523760	46524296	+	208	NA	Intergenic	Intergenic	22380	Trim8	Trim8	NM_053100			Trim8			NA
kidney_14_5_REP2.mLb.clN_peak_1470	chr18	69925187	69926097	+	207	NA	promoter-TSS (Ccdc68)	-promoter-TSS (Ccdc68)	83	Ccdc68	Ccdc68	NM_201362			Ccdc68			NA
kidney_14_5_REP2.mLb.clN_peak_1401	chr18	67464345	67465319	+	206	NA	promoter-TSS (Prelid3a)	-promoter-TSS (Prelid3a)	-17	Prelid3a	Prelid3a	NM_144867			Prelid3a			NA
kidney_14_5_REP2.mLb.clN_peak_170	chr18	11051846	11053308	+	206	NA	promoter-TSS (Gata6)	-promoter-TSS (Gata6)	-10	Gata6os	Gata6os	NR_105023			Gata6os			NA
kidney_14_5_REP2.mLb.clN_peak_2766	chr19	36687953	36688977	+	206	NA	intron (Hectd2os, intron 1 of 4)	-intron (Hectd2os, intron 1 of 4)	1014	Hectd2os	Hectd2os	NR_033510			Hectd2os			NA
kidney_14_5_REP2.mLb.clN_peak_1897	chr18	87017793	87018481	+	206	NA	Intergenic	Intergenic	306072	Cbln2	Cbln2	NM_001361142			Cbln2			NA
kidney_14_5_REP2.mLb.clN_peak_1356	chr18	65934803	65935467	+	205	NA	exon (Rax, exon 3 of 3)	-exon (Rax, exon 3 of 3)	3954	Rax	Rax	NM_013833			Rax			NA
kidney_14_5_REP2.mLb.clN_peak_2417	chr19	18578068	18579068	+	205	NA	Intergenic	Intergenic	53245	Ostf1	Ostf1	NM_017375			Ostf1			NA
kidney_14_5_REP2.mLb.clN_peak_3319	chr19	57118840	57119489	+	204	NA	promoter-TSS (Ablim1)	-promoter-TSS (Ablim1)	96868	Ablim1	Ablim1	NM_178688			Ablim1			NA
kidney_14_5_REP2.mLb.clN_peak_2724	chr19	34290291	34291214	+	204	NA	promoter-TSS (Fas)	-promoter-TSS (Fas)	93	Fas	Fas	NM_007987			Fas			NA
kidney_14_5_REP2.mLb.clN_peak_1507	chr18	71601955	71603330	+	203	NA	intron (Dcc, intron 7 of 28)	-intron (Dcc, intron 7 of 28)	748427	Dcc	Dcc	NM_007831			Dcc			NA
kidney_14_5_REP2.mLb.clN_peak_1929	chr19	3323063	3323797	+	203	NA	intron (Cpt1a, intron 1 of 18)	-intron (Cpt1a, intron 1 of 18)	129	Cpt1a	Cpt1a	NM_013495			Cpt1a			NA
kidney_14_5_REP2.mLb.clN_peak_1196	chr18	60663825	60664534	+	202	NA	intron (G630071F17Rik, intron 1 of 2)	-intron (G630071F17Rik, intron 1 of 2)	769	G630071F17Rik	G630071F17Rik	NR_045401			G630071F17Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1295	chr18	63386194	63387253	+	202	NA	exon (Piezo2, exon 1 of 54)	-exon (Piezo2, exon 1 of 54)	460	Piezo2	Piezo2	NM_001039485			Piezo2			NA
kidney_14_5_REP2.mLb.clN_peak_3103	chr19	47313954	47314959	+	202	NA	intron (Sh3pxd2a, intron 7 of 14)	-intron (Sh3pxd2a, intron 7 of 13)	-40867	Mir6995	Mir6995	NR_105961			Mir6995			NA
kidney_14_5_REP2.mLb.clN_peak_414	chr18	23986954	23987351	+	202	NA	promoter-TSS (Zscan30)	-promoter-TSS (Zscan30)	100	Zscan30	Zscan30	NR_163795			Zscan30			NA
kidney_14_5_REP2.mLb.clN_peak_1146	chr18	57854310	57854977	+	201	NA	Intergenic	Intergenic	-24035	Slc12a2	Slc12a2	NM_009194			Slc12a2			NA
kidney_14_5_REP2.mLb.clN_peak_2599	chr19	27216831	27218296	+	200	NA	exon (Vldlr, exon 1 of 18)	-exon (Vldlr, exon 1 of 18)	543	Vldlr	Vldlr	NM_013703			Vldlr			NA
kidney_14_5_REP2.mLb.clN_peak_2284	chr19	10905031	10905636	+	200	NA	exon (Prpf19, exon 16 of 16)	-exon (Prpf19, exon 16 of 16)	10102	Prpf19	Prpf19	NM_134129			Prpf19			NA
kidney_14_5_REP2.mLb.clN_peak_648	chr18	35814636	35816395	+	199	NA	Intergenic	Intergenic	-14273	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_14_5_REP2.mLb.clN_peak_2005	chr19	4854976	4855809	+	199	NA	exon (Ctsf, exon 1 of 14)	-exon (Ctsf, exon 1 of 14)	227	Ctsf	Ctsf	NM_019861			Ctsf			NA
kidney_14_5_REP2.mLb.clN_peak_269	chr18	14988995	14989621	+	199	NA	exon (4933424G05Rik, exon 2 of 5)	-exon (4933424G05Rik, exon 2 of 5)	313	4933424G05Rik	4933424G05Rik	NR_045372			4933424G05Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1035	chr18	53463640	53464509	+	198	NA	promoter-TSS (Prdm6)	-promoter-TSS (Prdm6)	-472	Prdm6	Prdm6	NM_001033281			Prdm6			NA
kidney_14_5_REP2.mLb.clN_peak_1172	chr18	59061904	59063028	+	197	NA	promoter-TSS (Minar2)	-promoter-TSS (Minar2)	85	Minar2	Minar2	NM_173759			Minar2			NA
kidney_14_5_REP2.mLb.clN_peak_327	chr18	20640156	20641587	+	195	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	-24379	Ttr	Ttr	NM_013697			Ttr			NA
kidney_14_5_REP2.mLb.clN_peak_2220	chr19	9082239	9082923	+	195	NA	Intergenic	Intergenic	5375	Scgb1a1	Scgb1a1	NM_011681			Scgb1a1			NA
kidney_14_5_REP2.mLb.clN_peak_3125	chr19	47837066	47837760	+	195	NA	promoter-TSS (Cfap43)	-promoter-TSS (Cfap43)	-52	Cfap43	Cfap43	NM_027559			Cfap43			NA
kidney_14_5_REP2.mLb.clN_peak_2551	chr19	25236482	25237818	+	195	NA	exon (Kank1, exon 1 of 13)	-exon (Kank1, exon 1 of 13)	175	Kank1	Kank1	NM_181404			Kank1			NA
kidney_14_5_REP2.mLb.clN_peak_1604	chr18	75405415	75406016	+	194	NA	Intergenic	Intergenic	38350	Smad7	Smad7	NM_001042660			Smad7			NA
kidney_14_5_REP2.mLb.clN_peak_1659	chr18	76465807	76466646	+	194	NA	Intergenic	Intergenic	224525	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_14_5_REP2.mLb.clN_peak_996	chr18	51117420	51118923	+	193	NA	intron (Prr16, intron 1 of 1)	-intron (Prr16, intron 1 of 1)	273	Prr16	Prr16	NM_001081224			Prr16			NA
kidney_14_5_REP2.mLb.clN_peak_727	chr18	37877226	37877873	+	193	NA	intron (Diaph1, intron 16 of 26)	-intron (Diaph1, intron 17 of 27)	-22889	Mir6979	Mir6979	NR_105945			Mir6979			NA
kidney_14_5_REP2.mLb.clN_peak_1998	chr19	4698132	4698630	+	193	NA	exon (Gm960, exon 1 of 15)	-exon (Gm960, exon 1 of 15)	287	Gm960	Gm960	NM_001033447			Gm960			NA
kidney_14_5_REP2.mLb.clN_peak_1066	chr18	54911455	54911927	+	193	NA	intron (Zfp608, intron 2 of 8)	-intron (Zfp608, intron 2 of 8)	78489	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_14_5_REP2.mLb.clN_peak_1615	chr18	75510954	75511554	+	193	NA	intron (Ctif, intron 9 of 11)	-intron (Ctif, intron 9 of 11)	-3391	Gm10532	Gm10532	NR_045879			Gm10532			NA
kidney_14_5_REP2.mLb.clN_peak_213	chr18	12503995	12504691	+	193	NA	exon (Lama3, exon 1 of 38)	-exon (Lama3, exon 1 of 38)	-139190	Ttc39c	Ttc39c	NM_028341			Ttc39c			NA
kidney_14_5_REP2.mLb.clN_peak_2013	chr19	5001701	5002305	+	193	NA	Intergenic	Intergenic	-12032	Npas4	Npas4	NM_153553			Npas4			NA
kidney_14_5_REP2.mLb.clN_peak_664	chr18	35926962	35927807	+	193	NA	Intergenic	Intergenic	-37446	Psd2	Psd2	NR_110349			Psd2			NA
kidney_14_5_REP2.mLb.clN_peak_145	chr18	10051950	10052866	+	193	NA	Intergenic	Intergenic	-22259	Usp14	Usp14	NM_001038589			Usp14			NA
kidney_14_5_REP2.mLb.clN_peak_504	chr18	30529986	30530819	+	192	NA	Intergenic	Intergenic	257537	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_14_5_REP2.mLb.clN_peak_1017	chr18	52799580	52800248	+	192	NA	intron (Sncaip, intron 1 of 10)	-intron (Sncaip, intron 1 of 11)	-25396	Gm51263	Gm51263	NM_001367923			Gm51263			NA
kidney_14_5_REP2.mLb.clN_peak_3105	chr19	47328038	47329007	+	192	NA	intron (Sh3pxd2a, intron 6 of 14)	-intron (Sh3pxd2a, intron 6 of 13)	-54933	Mir6995	Mir6995	NR_105961			Mir6995			NA
