PeakID (cmd=annotatePeaks.pl kidney_14_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_14_5_REP1.mLb.clN_peak_3	chr18	3382750	3383815	+	256	NA	promoter-TSS (Cul2)	-promoter-TSS (Cul2)	57	Cul2	Cul2	NM_001360829			Cul2			NA
kidney_14_5_REP1.mLb.clN_peak_1323	chr19	15924561	15925547	+	255	NA	promoter-TSS (Psat1)	-promoter-TSS (Psat1)	5	Psat1	Psat1	NM_177420			Psat1			NA
kidney_14_5_REP1.mLb.clN_peak_79	chr18	10029472	10030411	+	254	NA	promoter-TSS (Usp14)	-promoter-TSS (Usp14)	208	Usp14	Usp14	NM_001038589			Usp14			NA
kidney_14_5_REP1.mLb.clN_peak_1602	chr19	41482292	41483496	+	254	NA	intron (Lcor, intron 1 of 7)	-intron (Lcor, intron 1 of 7)	-42358	Morf4l1b	Morf4l1b	NM_001326287			Morf4l1b			NA
kidney_14_5_REP1.mLb.clN_peak_84	chr18	10609590	10610639	+	251	NA	exon (Esco1, exon 1 of 11)	-exon (Esco1, exon 1 of 11)	238	Esco1	Esco1	NM_001081222			Esco1			NA
kidney_14_5_REP1.mLb.clN_peak_254	chr18	31609311	31610229	+	251	NA	exon (Slc25a46, exon 1 of 8)	-exon (Slc25a46, exon 1 of 8)	160	Slc25a46	Slc25a46	NM_001357461			Slc25a46			NA
kidney_14_5_REP1.mLb.clN_peak_46	chr18	6240718	6241753	+	251	NA	exon (Kif5b, exon 1 of 26)	-exon (Kif5b, exon 1 of 26)	289	Kif5b	Kif5b	NM_008448			Kif5b			NA
kidney_14_5_REP1.mLb.clN_peak_1158	chr19	6909391	6910540	+	251	NA	exon (Trmt112, exon 1 of 4)	-exon (Trmt112, exon 1 of 4)	141	Prdx5	Prdx5	NM_012021			Prdx5			NA
kidney_14_5_REP1.mLb.clN_peak_1093	chr19	5609428	5610446	+	250	NA	promoter-TSS (Kat5)	-promoter-TSS (Kat5)	157	Kat5	Kat5	NR_155544			Kat5			NA
kidney_14_5_REP1.mLb.clN_peak_1414	chr19	24476930	24477842	+	248	NA	promoter-TSS (Fam122a)	-promoter-TSS (Fam122a)	88	Fam122a	Fam122a	NM_026520			Fam122a			NA
kidney_14_5_REP1.mLb.clN_peak_373	chr18	36679074	36679631	+	247	NA	promoter-TSS (Apbb3)	-promoter-TSS (Apbb3)	14	Apbb3	Apbb3	NM_001357512			Apbb3			NA
kidney_14_5_REP1.mLb.clN_peak_443	chr18	41950852	41951682	+	247	NA	promoter-TSS (Prelid2)	-promoter-TSS (Prelid2)	-73	Prelid2	Prelid2	NM_029942			Prelid2			NA
kidney_14_5_REP1.mLb.clN_peak_1519	chr19	32711859	32712890	+	247	NA	promoter-TSS (Atad1)	-promoter-TSS (Atad1)	-76	Atad1	Atad1	NM_026487			Atad1			NA
kidney_14_5_REP1.mLb.clN_peak_1331	chr19	16160974	16161592	+	245	NA	intron (Gnaq, intron 1 of 6)	-intron (Gnaq, intron 1 of 6)	-2815	E030024N20Rik	E030024N20Rik	NR_033228			E030024N20Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1117	chr19	5924027	5925033	+	244	NA	intron (Cdc42ep2, intron 1 of 1)	-intron (Cdc42ep2, intron 1 of 1)	286	Cdc42ep2	Cdc42ep2	NM_026772			Cdc42ep2			NA
kidney_14_5_REP1.mLb.clN_peak_1075	chr19	5366155	5367367	+	244	NA	promoter-TSS (Banf1)	-promoter-TSS (Banf1)	-52	Eif1ad	Eif1ad	NM_027236			Eif1ad			NA
kidney_14_5_REP1.mLb.clN_peak_1724	chr19	45997911	45998770	+	244	NA	exon (4930505N22Rik, exon 1 of 2)	-exon (4930505N22Rik, exon 1 of 2)	148	Armh3	Armh3	NM_198296			Armh3			NA
kidney_14_5_REP1.mLb.clN_peak_400	chr18	37954610	37955459	+	244	NA	promoter-TSS (Hdac3)	-promoter-TSS (Hdac3)	-46	Hdac3	Hdac3	NM_010411			Hdac3			NA
kidney_14_5_REP1.mLb.clN_peak_1070	chr19	5106667	5107436	+	243	NA	promoter-TSS (Rab1b)	-promoter-TSS (Rab1b)	-55	Rab1b	Rab1b	NM_029576			Rab1b			NA
kidney_14_5_REP1.mLb.clN_peak_13	chr18	4352827	4353532	+	243	NA	promoter-TSS (Map3k8)	-promoter-TSS (Map3k8)	-226	Map3k8	Map3k8	NR_157375			Map3k8			NA
kidney_14_5_REP1.mLb.clN_peak_1663	chr19	44069319	44070079	+	242	NA	promoter-TSS (Erlin1)	-promoter-TSS (Erlin1)	-13	Erlin1	Erlin1	NM_145502			Erlin1			NA
kidney_14_5_REP1.mLb.clN_peak_1116	chr19	5912297	5913275	+	242	NA	promoter-TSS (Dpf2)	-promoter-TSS (Dpf2)	85	Dpf2	Dpf2	NM_001291078			Dpf2			NA
kidney_14_5_REP1.mLb.clN_peak_1222	chr19	8888561	8889243	+	241	NA	promoter-TSS (1810009A15Rik)	-promoter-TSS (1810009A15Rik)	19	1810009A15Rik	1810009A15Rik	NM_025463			1810009A15Rik			NA
kidney_14_5_REP1.mLb.clN_peak_203	chr18	24205193	24206629	+	241	NA	promoter-TSS (Galnt1)	-promoter-TSS (Galnt1)	567	Galnt1	Galnt1	NM_001160404			Galnt1			NA
kidney_14_5_REP1.mLb.clN_peak_464	chr18	44380478	44381085	+	241	NA	intron (Dcp2, intron 1 of 10)	-intron (Dcp2, intron 1 of 10)	281	Dcp2	Dcp2	NM_027490			Dcp2			NA
kidney_14_5_REP1.mLb.clN_peak_1094	chr19	5636996	5638108	+	241	NA	promoter-TSS (Rela)	-promoter-TSS (Rela)	11	Rela	Rela	NM_001365067			Rela			NA
kidney_14_5_REP1.mLb.clN_peak_1124	chr19	6046129	6047508	+	240	NA	promoter-TSS (Syvn1)	-promoter-TSS (Syvn1)	242	Syvn1	Syvn1	NM_001164709			Syvn1			NA
kidney_14_5_REP1.mLb.clN_peak_1478	chr19	29647886	29648545	+	239	NA	exon (Ermp1, exon 1 of 15)	-exon (Ermp1, exon 1 of 15)	200	Ermp1	Ermp1	NM_001081213			Ermp1			NA
kidney_14_5_REP1.mLb.clN_peak_365	chr18	36515581	36516122	+	239	NA	promoter-TSS (Hbegf)	-promoter-TSS (Hbegf)	-46	Hbegf	Hbegf	NM_010415			Hbegf			NA
kidney_14_5_REP1.mLb.clN_peak_1628	chr19	42170319	42170921	+	239	NA	promoter-TSS (Zfyve27)	-promoter-TSS (Zfyve27)	53	Zfyve27	Zfyve27	NM_177319			Zfyve27			NA
kidney_14_5_REP1.mLb.clN_peak_1818	chr19	53313368	53314611	+	238	NA	intron (Mxi1, intron 1 of 5)	-intron (Mxi1, intron 1 of 5)	-15424	Mxi1	Mxi1	NM_001008543			Mxi1			NA
kidney_14_5_REP1.mLb.clN_peak_288	chr18	34005972	34007499	+	238	NA	intron (Epb41l4a, intron 1 of 23)	-intron (Epb41l4a, intron 1 of 23)	471	Epb41l4a	Epb41l4a	NM_013512			Epb41l4a			NA
kidney_14_5_REP1.mLb.clN_peak_379	chr18	36793663	36793997	+	237	NA	promoter-TSS (Zmat2)	-promoter-TSS (Zmat2)	-93	Zmat2	Zmat2	NM_025594			Zmat2			NA
kidney_14_5_REP1.mLb.clN_peak_1272	chr19	10576881	10577669	+	237	NA	promoter-TSS (Cyb561a3)	-promoter-TSS (Cyb561a3)	111	Tmem138	Tmem138	NR_126092			Tmem138			NA
kidney_14_5_REP1.mLb.clN_peak_1141	chr19	6334606	6335539	+	236	NA	promoter-TSS (Men1)	-promoter-TSS (Men1)	33	Men1	Men1	NM_008583			Men1			NA
kidney_14_5_REP1.mLb.clN_peak_88	chr18	10706260	10707109	+	236	NA	promoter-TSS (Abhd3)	-promoter-TSS (Abhd3)	12	Abhd3	Abhd3	NM_134130			Abhd3			NA
kidney_14_5_REP1.mLb.clN_peak_1091	chr19	5567319	5568638	+	236	NA	promoter-TSS (Ap5b1)	-promoter-TSS (Ap5b1)	-46	Ap5b1	Ap5b1	NM_001033448			Ap5b1			NA
kidney_14_5_REP1.mLb.clN_peak_728	chr18	67204966	67205467	+	235	NA	promoter-TSS (Chmp1b)	-promoter-TSS (Chmp1b)	-143	Chmp1b	Chmp1b	NM_024190			Chmp1b			NA
kidney_14_5_REP1.mLb.clN_peak_1097	chr19	5663073	5663945	+	235	NA	intron (Sipa1, intron 1 of 16)	-intron (Sipa1, intron 1 of 16)	198	Sipa1	Sipa1	NM_001164568			Sipa1			NA
kidney_14_5_REP1.mLb.clN_peak_1281	chr19	10869384	10870043	+	234	NA	promoter-TSS (Tmem132a)	-promoter-TSS (Tmem132a)	66	Tmem132a	Tmem132a	NM_133804			Tmem132a			NA
kidney_14_5_REP1.mLb.clN_peak_1282	chr19	10881112	10882070	+	234	NA	intron (Tmem109, intron 1 of 3)	-intron (Tmem109, intron 1 of 3)	152	Tmem109	Tmem109	NM_134142			Tmem109			NA
kidney_14_5_REP1.mLb.clN_peak_1537	chr19	34877854	34879528	+	234	NA	promoter-TSS (Pank1)	-promoter-TSS (Pank1)	-774	Pank1	Pank1	NM_001114339			Pank1			NA
kidney_14_5_REP1.mLb.clN_peak_1590	chr19	40588038	40589013	+	233	NA	promoter-TSS (Aldh18a1)	-promoter-TSS (Aldh18a1)	-62	Aldh18a1	Aldh18a1	NM_153554			Aldh18a1			NA
kidney_14_5_REP1.mLb.clN_peak_1045	chr19	4625107	4625963	+	233	NA	promoter-TSS (Rce1)	-promoter-TSS (Rce1)	-182	Rce1	Rce1	NM_001368713			Rce1			NA
kidney_14_5_REP1.mLb.clN_peak_795	chr18	73703332	73704263	+	229	NA	promoter-TSS (Smad4)	-promoter-TSS (Smad4)	-6	Smad4	Smad4	NM_001364968			Smad4			NA
kidney_14_5_REP1.mLb.clN_peak_940	chr18	82888426	82889348	+	229	NA	Intergenic	Intergenic	-21992	Zfp516	Zfp516	NM_183033			Zfp516			NA
kidney_14_5_REP1.mLb.clN_peak_580	chr18	56572662	56573562	+	229	NA	promoter-TSS (Aldh7a1)	-promoter-TSS (Aldh7a1)	241	Phax	Phax	NM_001162989			Phax			NA
kidney_14_5_REP1.mLb.clN_peak_1665	chr19	44106961	44107784	+	229	NA	exon (Chuk, exon 1 of 21)	-exon (Chuk, exon 1 of 21)	105	Chuk	Chuk	NM_007700			Chuk			NA
kidney_14_5_REP1.mLb.clN_peak_832	chr18	75342484	75343444	+	229	NA	Intergenic	Intergenic	24124	Gm20544	Gm20544	NR_155535			Gm20544			NA
kidney_14_5_REP1.mLb.clN_peak_190	chr18	23041285	23042079	+	229	NA	promoter-TSS (Nol4)	-promoter-TSS (Nol4)	-1	Nol4	Nol4	NM_001361223			Nol4			NA
kidney_14_5_REP1.mLb.clN_peak_768	chr18	69794270	69795262	+	229	NA	Intergenic	Intergenic	-130793	Ccdc68	Ccdc68	NM_201362			Ccdc68			NA
kidney_14_5_REP1.mLb.clN_peak_827	chr18	75018562	75019203	+	227	NA	exon (Dym, exon 1 of 17)	-exon (Dym, exon 1 of 17)	118	Dym	Dym	NM_027727			Dym			NA
kidney_14_5_REP1.mLb.clN_peak_116	chr18	12740979	12741846	+	227	NA	promoter-TSS (Cabyr)	-promoter-TSS (Cabyr)	57	Cabyr	Cabyr	NM_181731			Cabyr			NA
kidney_14_5_REP1.mLb.clN_peak_821	chr18	74829902	74830503	+	227	NA	Intergenic	Intergenic	50990	Acaa2	Acaa2	NM_177470			Acaa2			NA
kidney_14_5_REP1.mLb.clN_peak_310	chr18	34776696	34777734	+	225	NA	exon (Kdm3b, exon 1 of 24)	-exon (Kdm3b, exon 1 of 24)	207	Kdm3b	Kdm3b	NM_001081256			Kdm3b			NA
kidney_14_5_REP1.mLb.clN_peak_394	chr18	37851979	37852535	+	224	NA	intron (Diaph1, intron 25 of 26)	-intron (Diaph1, intron 26 of 27)	2403	Mir6979	Mir6979	NR_105945			Mir6979			NA
kidney_14_5_REP1.mLb.clN_peak_1283	chr19	10894956	10895654	+	224	NA	promoter-TSS (Prpf19)	-promoter-TSS (Prpf19)	74	Prpf19	Prpf19	NM_134129			Prpf19			NA
kidney_14_5_REP1.mLb.clN_peak_1077	chr19	5406534	5407403	+	223	NA	exon (4930481A15Rik, exon 1 of 5)	-exon (4930481A15Rik, exon 1 of 5)	153	4930481A15Rik	4930481A15Rik	NR_015545			4930481A15Rik			NA
kidney_14_5_REP1.mLb.clN_peak_364	chr18	36348343	36349371	+	223	NA	promoter-TSS (Cystm1)	-promoter-TSS (Cystm1)	84	Cystm1	Cystm1	NM_001081365			Cystm1			NA
kidney_14_5_REP1.mLb.clN_peak_1112	chr19	5845648	5846930	+	222	NA	promoter-TSS (Neat1)	-promoter-TSS (Neat1)	-811	Neat1	Neat1	NR_003513			Neat1			NA
kidney_14_5_REP1.mLb.clN_peak_124	chr18	13221894	13222326	+	222	NA	Intergenic	Intergenic	215120	Hrh4	Hrh4	NM_153087			Hrh4			NA
kidney_14_5_REP1.mLb.clN_peak_305	chr18	34651104	34652043	+	220	NA	exon (Cdc23, exon 1 of 16)	-exon (Cdc23, exon 1 of 16)	163	Cdc23	Cdc23	NM_178347			Cdc23			NA
kidney_14_5_REP1.mLb.clN_peak_680	chr18	62977680	62978332	+	220	NA	promoter-TSS (Napg)	-promoter-TSS (Napg)	90	Napg	Napg	NM_028017			Napg			NA
kidney_14_5_REP1.mLb.clN_peak_1556	chr19	37018343	37018792	+	219	NA	Intergenic	Intergenic	92488	Btaf1	Btaf1	NM_001080706			Btaf1			NA
kidney_14_5_REP1.mLb.clN_peak_474	chr18	45559032	45559937	+	219	NA	promoter-TSS (Kcnn2)	-promoter-TSS (Kcnn2)	-670	Kcnn2	Kcnn2	NM_080465			Kcnn2			NA
kidney_14_5_REP1.mLb.clN_peak_968	chr18	84588855	84590006	+	219	NA	promoter-TSS (Zfp407)	-promoter-TSS (Zfp407)	74	Zfp407	Zfp407	NM_001033341			Zfp407			NA
kidney_14_5_REP1.mLb.clN_peak_1341	chr19	17356299	17356780	+	217	NA	intron (Gcnt1, intron 1 of 2)	-intron (Gcnt1, intron 1 of 2)	128	Gcnt1	Gcnt1	NM_173442			Gcnt1			NA
kidney_14_5_REP1.mLb.clN_peak_414	chr18	38350050	38350347	+	216	NA	Intergenic	Intergenic	-11205	Gnpda1	Gnpda1	NM_011937			Gnpda1			NA
kidney_14_5_REP1.mLb.clN_peak_1583	chr19	38836288	38837149	+	216	NA	exon (Tbc1d12, exon 1 of 11)	-exon (Tbc1d12, exon 1 of 11)	139	Tbc1d12	Tbc1d12	NM_001362424			Tbc1d12			NA
kidney_14_5_REP1.mLb.clN_peak_435	chr18	39489410	39490652	+	215	NA	promoter-TSS (Nr3c1)	-promoter-TSS (Nr3c1)	-752	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
kidney_14_5_REP1.mLb.clN_peak_1089	chr19	5529174	5530052	+	214	NA	Intergenic	Intergenic	-19096	Snx32	Snx32	NM_001024560			Snx32			NA
kidney_14_5_REP1.mLb.clN_peak_323	chr18	35498418	35499116	+	212	NA	intron (Sil1, intron 1 of 9)	-intron (Sil1, intron 1 of 9)	158	Sil1	Sil1	NM_001360814			Sil1			NA
kidney_14_5_REP1.mLb.clN_peak_1463	chr19	29047458	29048135	+	212	NA	exon (Ak3, exon 1 of 5)	-exon (Ak3, exon 1 of 5)	165	Ak3	Ak3	NM_021299			Ak3			NA
kidney_14_5_REP1.mLb.clN_peak_393	chr18	37841374	37842929	+	212	NA	TTS (Gm37013)	-TTS (Gm37013)	12509	Mir6979	Mir6979	NR_105945			Mir6979			NA
kidney_14_5_REP1.mLb.clN_peak_375	chr18	36734698	36735595	+	212	NA	promoter-TSS (Tmco6)	-promoter-TSS (Tmco6)	76	Tmco6	Tmco6	NM_028036			Tmco6			NA
kidney_14_5_REP1.mLb.clN_peak_1024	chr19	4162723	4163532	+	211	NA	intron (Rps6kb2, intron 1 of 14)	-intron (Rps6kb2, intron 1 of 14)	256	Rps6kb2	Rps6kb2	NR_153660			Rps6kb2			NA
kidney_14_5_REP1.mLb.clN_peak_1819	chr19	53329181	53330530	+	211	NA	promoter-TSS (Mxi1)	-promoter-TSS (Mxi1)	442	Mxi1	Mxi1	NM_001008543			Mxi1			NA
kidney_14_5_REP1.mLb.clN_peak_1842	chr19	53852252	53853316	+	211	NA	intron (Rbm20, intron 11 of 13)	-intron (Rbm20, intron 11 of 13)	-39447	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
kidney_14_5_REP1.mLb.clN_peak_692	chr18	64488503	64489466	+	211	NA	exon (Fech, exon 1 of 10)	-exon (Fech, exon 1 of 10)	114	Fech	Fech	NM_001348055			Fech			NA
kidney_14_5_REP1.mLb.clN_peak_1006	chr19	3768150	3769282	+	210	NA	intron (Kmt5b, intron 2 of 10)	-intron (Kmt5b, intron 2 of 13)	1295	Kmt5b	Kmt5b	NM_001167886			Kmt5b			NA
kidney_14_5_REP1.mLb.clN_peak_104	chr18	12121173	12121759	+	207	NA	promoter-TSS (Tmem241)	-promoter-TSS (Tmem241)	71	Tmem241	Tmem241	NM_178801			Tmem241			NA
kidney_14_5_REP1.mLb.clN_peak_1071	chr19	5117294	5118719	+	206	NA	intron (Klc2, intron 1 of 15)	-intron (Klc2, intron 1 of 15)	292	Klc2	Klc2	NM_001369360			Klc2			NA
kidney_14_5_REP1.mLb.clN_peak_1655	chr19	43752706	43753484	+	205	NA	promoter-TSS (Cutc)	-promoter-TSS (Cutc)	72	Cutc	Cutc	NM_025530			Cutc			NA
kidney_14_5_REP1.mLb.clN_peak_825	chr18	75000184	75000985	+	205	NA	promoter-TSS (Snord58b)	-promoter-TSS (Snord58b)	107	Rpl17	Rpl17	NM_001002239			Rpl17			NA
kidney_14_5_REP1.mLb.clN_peak_905	chr18	80046601	80047687	+	205	NA	intron (Pard6g, intron 1 of 2)	-intron (Pard6g, intron 1 of 2)	249	Pard6g	Pard6g	NM_053117			Pard6g			NA
kidney_14_5_REP1.mLb.clN_peak_360	chr18	36280711	36281671	+	205	NA	promoter-TSS (Pura)	-promoter-TSS (Pura)	86	Pura	Pura	NM_008989			Pura			NA
kidney_14_5_REP1.mLb.clN_peak_301	chr18	34506310	34507295	+	205	NA	promoter-TSS (Fam13b)	-promoter-TSS (Fam13b)	21	Fam13b	Fam13b	NM_146084			Fam13b			NA
kidney_14_5_REP1.mLb.clN_peak_436	chr18	39491064	39491784	+	202	NA	promoter-TSS (Nr3c1)	-promoter-TSS (Nr3c1)	-2145	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
kidney_14_5_REP1.mLb.clN_peak_28	chr18	5162110	5162662	+	199	NA	TTS (Gm26682)	-TTS (Gm26682)	3345	Gm26682	Gm26682	NR_153824			Gm26682			NA
kidney_14_5_REP1.mLb.clN_peak_1595	chr19	40873065	40873870	+	198	NA	intron (E030044B06Rik, intron 1 of 4)	-intron (E030044B06Rik, intron 1 of 4)	5151	E030044B06Rik	E030044B06Rik	NR_045343			E030044B06Rik			NA
kidney_14_5_REP1.mLb.clN_peak_673	chr18	62179802	62180191	+	198	NA	promoter-TSS (Gm9949)	-promoter-TSS (Gm9949)	-15	Adrb2	Adrb2	NM_007420			Adrb2			NA
kidney_14_5_REP1.mLb.clN_peak_1128	chr19	6084681	6085209	+	198	NA	promoter-TSS (Zfpl1)	-promoter-TSS (Zfpl1)	30	Zfpl1	Zfpl1	NM_024231			Zfpl1			NA
kidney_14_5_REP1.mLb.clN_peak_1468	chr19	29325152	29325505	+	197	NA	promoter-TSS (Insl6)	-promoter-TSS (Insl6)	-10	Insl6	Insl6	NM_013754			Insl6			NA
kidney_14_5_REP1.mLb.clN_peak_61	chr18	7692925	7693426	+	196	NA	Intergenic	Intergenic	-85021	Mpp7	Mpp7	NM_001081287			Mpp7			NA
kidney_14_5_REP1.mLb.clN_peak_1526	chr19	34191826	34192695	+	196	NA	promoter-TSS (Stambpl1)	-promoter-TSS (Stambpl1)	31	Stambpl1	Stambpl1	NM_001360720			Stambpl1			NA
kidney_14_5_REP1.mLb.clN_peak_874	chr18	77064665	77065936	+	196	NA	promoter-TSS (Pias2)	-promoter-TSS (Pias2)	92	Pias2	Pias2	NM_008602			Pias2			NA
kidney_14_5_REP1.mLb.clN_peak_1392	chr19	23273482	23274292	+	195	NA	promoter-TSS (Smc5)	-promoter-TSS (Smc5)	10	Smc5	Smc5	NM_153808			Smc5			NA
kidney_14_5_REP1.mLb.clN_peak_1734	chr19	46304316	46305087	+	195	NA	promoter-TSS (Nfkb2)	-promoter-TSS (Nfkb2)	928	4833438C02Rik	4833438C02Rik	NR_152247			4833438C02Rik			NA
kidney_14_5_REP1.mLb.clN_peak_17	chr18	4634700	4635685	+	194	NA	intron (Jcad, intron 1 of 3)	-intron (Jcad, intron 1 of 3)	263	Jcad	Jcad	NM_001081963			Jcad			NA
kidney_14_5_REP1.mLb.clN_peak_635	chr18	60774220	60774924	+	193	NA	promoter-TSS (Rps14)	-promoter-TSS (Rps14)	-24	Rps14	Rps14	NM_020600			Rps14			NA
kidney_14_5_REP1.mLb.clN_peak_331	chr18	35702598	35703417	+	193	NA	intron (Dnajc18, intron 1 of 7)	-intron (Dnajc18, intron 1 of 7)	137	Dnajc18	Dnajc18	NM_029669			Dnajc18			NA
kidney_14_5_REP1.mLb.clN_peak_938	chr18	82812370	82813246	+	192	NA	Intergenic	Intergenic	-43089	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1065	chr19	5071686	5072833	+	192	NA	Intergenic	Intergenic	4181	Cd248	Cd248	NM_054042			Cd248			NA
kidney_14_5_REP1.mLb.clN_peak_570	chr18	55623731	55624616	+	191	NA	Intergenic	Intergenic	-633993	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_14_5_REP1.mLb.clN_peak_1081	chr19	5456813	5457883	+	190	NA	exon (Ccdc85b, exon 1 of 2)	-exon (Ccdc85b, exon 1 of 2)	215	Ccdc85b	Ccdc85b	NM_001243307			Ccdc85b			NA
kidney_14_5_REP1.mLb.clN_peak_1768	chr19	47067555	47068625	+	190	NA	exon (Taf5, exon 1 of 11)	-exon (Taf5, exon 1 of 11)	342	Taf5	Taf5	NM_177342			Taf5			NA
kidney_14_5_REP1.mLb.clN_peak_1211	chr19	8735415	8736311	+	190	NA	promoter-TSS (Wdr74)	-promoter-TSS (Wdr74)	24	Wdr74	Wdr74	NM_134139			Wdr74			NA
kidney_14_5_REP1.mLb.clN_peak_622	chr18	60501042	60501808	+	190	NA	exon (Smim3, exon 1 of 2)	-exon (Smim3, exon 1 of 2)	558	Smim3	Smim3	NM_134133			Smim3			NA
kidney_14_5_REP1.mLb.clN_peak_1924	chr19	58860606	58861607	+	189	NA	promoter-TSS (Hspa12a)	-promoter-TSS (Hspa12a)	-122	Hspa12a	Hspa12a	NM_175199			Hspa12a			NA
kidney_14_5_REP1.mLb.clN_peak_1160	chr19	6941237	6942687	+	189	NA	promoter-TSS (Gpr137)	-promoter-TSS (Gpr137)	101	Bad	Bad	NM_001285453			Bad			NA
kidney_14_5_REP1.mLb.clN_peak_1636	chr19	42518438	42519294	+	189	NA	promoter-TSS (R3hcc1l)	-promoter-TSS (R3hcc1l)	61	R3hcc1l	R3hcc1l	NM_177464			R3hcc1l			NA
kidney_14_5_REP1.mLb.clN_peak_1780	chr19	47463959	47464962	+	188	NA	promoter-TSS (Sh3pxd2a)	-promoter-TSS (Sh3pxd2a)	-49	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
kidney_14_5_REP1.mLb.clN_peak_1244	chr19	10018084	10018618	+	187	NA	exon (Rab3il1, exon 1 of 9)	-exon (Rab3il1, exon 1 of 9)	157	Rab3il1	Rab3il1	NM_144538			Rab3il1			NA
kidney_14_5_REP1.mLb.clN_peak_345	chr18	35887375	35888481	+	187	NA	Intergenic	Intergenic	58140	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_14_5_REP1.mLb.clN_peak_574	chr18	55815769	55816436	+	187	NA	Intergenic	Intergenic	-616030	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_14_5_REP1.mLb.clN_peak_647	chr18	61176432	61177561	+	187	NA	promoter-TSS (Hmgxb3)	-promoter-TSS (Hmgxb3)	53	Hmgxb3	Hmgxb3	NM_134134			Hmgxb3			NA
kidney_14_5_REP1.mLb.clN_peak_1673	chr19	44388162	44388833	+	186	NA	Intergenic	Intergenic	19212	Scd1	Scd1	NM_009127			Scd1			NA
kidney_14_5_REP1.mLb.clN_peak_907	chr18	80200209	80200991	+	185	NA	promoter-TSS (Rbfa)	-promoter-TSS (Rbfa)	19	Rbfa	Rbfa	NM_199197			Rbfa			NA
kidney_14_5_REP1.mLb.clN_peak_103	chr18	11967060	11967567	+	184	NA	Intergenic	Intergenic	-126875	Mir1901	Mir1901	NR_035447			Mir1901			NA
kidney_14_5_REP1.mLb.clN_peak_923	chr18	80933557	80934178	+	184	NA	exon (Atp9b, exon 1 of 30)	-exon (Atp9b, exon 1 of 30)	191	Atp9b	Atp9b	NM_015805			Atp9b			NA
kidney_14_5_REP1.mLb.clN_peak_603	chr18	57877996	57879002	+	183	NA	promoter-TSS (Slc12a2)	-promoter-TSS (Slc12a2)	-179	Slc12a2	Slc12a2	NM_009194			Slc12a2			NA
kidney_14_5_REP1.mLb.clN_peak_1347	chr19	17836788	17837851	+	183	NA	exon (Pcsk5, exon 1 of 21)	-exon (Pcsk5, exon 1 of 21)	313	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
kidney_14_5_REP1.mLb.clN_peak_900	chr18	79108719	79109202	+	183	NA	intron (Setbp1, intron 1 of 5)	-intron (Setbp1, intron 1 of 5)	431	Setbp1	Setbp1	NM_053099			Setbp1			NA
kidney_14_5_REP1.mLb.clN_peak_1	chr18	3280730	3281316	+	183	NA	exon (Crem, exon 1 of 4)	-exon (Crem, exon 1 of 4)	46568	Crem	Crem	NM_001374833			Crem			NA
kidney_14_5_REP1.mLb.clN_peak_771	chr18	70052849	70053542	+	182	NA	exon (Rab27b, exon 1 of 7)	-exon (Rab27b, exon 1 of 7)	393	Rab27b	Rab27b	NM_001082553			Rab27b			NA
kidney_14_5_REP1.mLb.clN_peak_1307	chr19	12573089	12573700	+	182	NA	promoter-TSS (Fam111a)	-promoter-TSS (Fam111a)	-131	Fam111a	Fam111a	NM_001346545			Fam111a			NA
kidney_14_5_REP1.mLb.clN_peak_1517	chr19	32485754	32486597	+	182	NA	exon (Minpp1, exon 1 of 5)	-exon (Minpp1, exon 1 of 5)	406	Minpp1	Minpp1	NM_010799			Minpp1			NA
kidney_14_5_REP1.mLb.clN_peak_313	chr18	34886854	34887777	+	182	NA	Intergenic	Intergenic	26108	Egr1	Egr1	NM_007913			Egr1			NA
kidney_14_5_REP1.mLb.clN_peak_1899	chr19	57452826	57453218	+	181	NA	exon (Trub1, exon 1 of 8)	-exon (Trub1, exon 1 of 8)	116	Trub1	Trub1	NM_028115			Trub1			NA
kidney_14_5_REP1.mLb.clN_peak_1242	chr19	9992720	9993338	+	180	NA	intron (Best1, intron 3 of 11)	-intron (Best1, intron 3 of 11)	8604	Best1	Best1	NM_011913			Best1			NA
kidney_14_5_REP1.mLb.clN_peak_378	chr18	36782887	36783701	+	180	NA	promoter-TSS (Hars2)	-promoter-TSS (Hars2)	85	Hars2	Hars2	NM_001305627			Hars2			NA
