PeakID (cmd=annotatePeaks.pl liver_15_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_15_5_REP1.mLb.clN_peak_1908	chr19	55315761	55316680	+	884	NA	promoter-TSS (Zdhhc6)	-promoter-TSS (Zdhhc6)	163	Vti1a	Vti1a	NM_001360431			Vti1a			NA
liver_15_5_REP1.mLb.clN_peak_1689	chr19	42779496	42780191	+	873	NA	exon (Hps1, exon 1 of 20)	-exon (Hps1, exon 1 of 20)	135	Hps1	Hps1	NM_001346703			Hps1			NA
liver_15_5_REP1.mLb.clN_peak_683	chr18	67573112	67573959	+	870	NA	intron (Spire1, intron 2 of 16)	-intron (Spire1, intron 2 of 16)	37371	Spire1	Spire1	NM_194355			Spire1			NA
liver_15_5_REP1.mLb.clN_peak_1205	chr19	8953259	8954178	+	865	NA	promoter-TSS (Tut1)	-promoter-TSS (Tut1)	-114	Tut1	Tut1	NM_197993			Tut1			NA
liver_15_5_REP1.mLb.clN_peak_1287	chr19	12010360	12012505	+	864	NA	Intergenic	Intergenic	25308	Olfr1423	Olfr1423	NM_146680			Olfr1423			NA
liver_15_5_REP1.mLb.clN_peak_1829	chr19	47536675	47537705	+	858	NA	promoter-TSS (Stn1)	-promoter-TSS (Stn1)	-71	Stn1	Stn1	NM_175360			Stn1			NA
liver_15_5_REP1.mLb.clN_peak_524	chr18	56572595	56573580	+	856	NA	promoter-TSS (Aldh7a1)	-promoter-TSS (Aldh7a1)	216	Phax	Phax	NM_001162989			Phax			NA
liver_15_5_REP1.mLb.clN_peak_245	chr18	25096577	25097738	+	853	NA	intron (Fhod3, intron 18 of 26)	-intron (Fhod3, intron 16 of 24)	71720	Tpgs2	Tpgs2	NM_001004361			Tpgs2			NA
liver_15_5_REP1.mLb.clN_peak_1198	chr19	8888533	8889266	+	846	NA	promoter-TSS (1810009A15Rik)	-promoter-TSS (1810009A15Rik)	16	1810009A15Rik	1810009A15Rik	NM_025463			1810009A15Rik			NA
liver_15_5_REP1.mLb.clN_peak_1811	chr19	47067442	47068932	+	844	NA	exon (Taf5, exon 1 of 11)	-exon (Taf5, exon 1 of 11)	439	Taf5	Taf5	NM_177342			Taf5			NA
liver_15_5_REP1.mLb.clN_peak_630	chr18	64491079	64491572	+	841	NA	Intergenic	Intergenic	-2227	Fech	Fech	NM_001348055			Fech			NA
liver_15_5_REP1.mLb.clN_peak_205	chr18	21238676	21239109	+	833	NA	intron (Garem1, intron 1 of 5)	-intron (Garem1, intron 1 of 5)	61247	Garem1	Garem1	NM_001033445			Garem1			NA
liver_15_5_REP1.mLb.clN_peak_1266	chr19	10949071	10949618	+	831	NA	promoter-TSS (Ccdc86)	-promoter-TSS (Ccdc86)	-78	Ccdc86	Ccdc86	NM_023731			Ccdc86			NA
liver_15_5_REP1.mLb.clN_peak_1237	chr19	10203053	10204695	+	827	NA	promoter-TSS (Fen1)	-promoter-TSS (Fen1)	-328	Tmem258	Tmem258	NM_026919			Tmem258			NA
liver_15_5_REP1.mLb.clN_peak_1661	chr19	41835815	41836388	+	826	NA	Intergenic	Intergenic	6131	Frat1	Frat1	NM_008043			Frat1			NA
liver_15_5_REP1.mLb.clN_peak_547	chr18	60500314	60501607	+	826	NA	intron (Smim3, intron 1 of 1)	-intron (Smim3, intron 1 of 1)	1023	Smim3	Smim3	NM_134133			Smim3			NA
liver_15_5_REP1.mLb.clN_peak_1758	chr19	46039127	46040109	+	825	NA	promoter-TSS (Ldb1)	-promoter-TSS (Ldb1)	3	Ldb1	Ldb1	NM_001360336			Ldb1			NA
liver_15_5_REP1.mLb.clN_peak_733	chr18	70552973	70553712	+	822	NA	Intergenic	Intergenic	-14950	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_15_5_REP1.mLb.clN_peak_1775	chr19	46499808	46500365	+	820	NA	Intergenic	Intergenic	-1562	Trim8	Trim8	NM_053100			Trim8			NA
liver_15_5_REP1.mLb.clN_peak_1820	chr19	47384190	47385264	+	814	NA	intron (Sh3pxd2a, intron 3 of 14)	-intron (Sh3pxd2a, intron 3 of 13)	79684	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
liver_15_5_REP1.mLb.clN_peak_1338	chr19	18644040	18644484	+	814	NA	intron (Nmrk1, intron 7 of 8)	-intron (Nmrk1, intron 7 of 8)	12246	Nmrk1	Nmrk1	NM_145497			Nmrk1			NA
liver_15_5_REP1.mLb.clN_peak_1599	chr19	38223572	38224493	+	805	NA	exon (Fra10ac1, exon 1 of 14)	-exon (Fra10ac1, exon 1 of 14)	120	Fra10ac1	Fra10ac1	NM_027466			Fra10ac1			NA
liver_15_5_REP1.mLb.clN_peak_360	chr18	36759576	36760528	+	802	NA	promoter-TSS (Wdr55)	-promoter-TSS (Wdr55)	-170	Wdr55	Wdr55	NR_154585			Wdr55			NA
liver_15_5_REP1.mLb.clN_peak_501	chr18	54436417	54437827	+	795	NA	intron (Redrum, intron 1 of 2)	-intron (Redrum, intron 1 of 2)	14827	Redrum	Redrum	NR_040338			Redrum			NA
liver_15_5_REP1.mLb.clN_peak_1151	chr19	7017802	7019641	+	795	NA	exon (Fermt3, exon 2 of 15)	-exon (Fermt3, exon 2 of 15)	748	Fermt3	Fermt3	NM_001362399			Fermt3			NA
liver_15_5_REP1.mLb.clN_peak_866	chr18	80933485	80934179	+	794	NA	exon (Atp9b, exon 1 of 30)	-exon (Atp9b, exon 1 of 30)	226	Atp9b	Atp9b	NM_015805			Atp9b			NA
liver_15_5_REP1.mLb.clN_peak_295	chr18	34519176	34520122	+	789	NA	Intergenic	Intergenic	-12826	Fam13b	Fam13b	NM_146084			Fam13b			NA
liver_15_5_REP1.mLb.clN_peak_233	chr18	24196918	24197494	+	789	NA	Intergenic	Intergenic	-8138	Galnt1	Galnt1	NM_001160404			Galnt1			NA
liver_15_5_REP1.mLb.clN_peak_486	chr18	52465463	52466225	+	778	NA	intron (Srfbp1, intron 1 of 7)	-intron (Srfbp1, intron 1 of 7)	151	Srfbp1	Srfbp1	NM_026040			Srfbp1			NA
liver_15_5_REP1.mLb.clN_peak_1129	chr19	6306167	6306881	+	773	NA	promoter-TSS (Cdc42bpg)	-promoter-TSS (Cdc42bpg)	67	Cdc42bpg	Cdc42bpg	NM_001033342			Cdc42bpg			NA
liver_15_5_REP1.mLb.clN_peak_1926	chr19	55938267	55938642	+	768	NA	Intergenic	Intergenic	196644	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_15_5_REP1.mLb.clN_peak_582	chr18	61505373	61505903	+	767	NA	intron (Arhgef37, intron 8 of 12)	-intron (Arhgef37, intron 8 of 12)	-21031	Lncbate10	Lncbate10	NR_045419			Lncbate10			NA
liver_15_5_REP1.mLb.clN_peak_222	chr18	23954272	23955260	+	764	NA	promoter-TSS (Zfp397)	-promoter-TSS (Zfp397)	78	Zfp397	Zfp397	NM_027007			Zfp397			NA
liver_15_5_REP1.mLb.clN_peak_128	chr18	12255704	12256637	+	763	NA	intron (Ankrd29, intron 7 of 7)	-intron (Ankrd29, intron 9 of 9)	-19784	Npc1	Npc1	NM_008720			Npc1			NA
liver_15_5_REP1.mLb.clN_peak_107	chr18	10617520	10618382	+	759	NA	intron (Snrpd1, intron 1 of 3)	-intron (Snrpd1, intron 1 of 3)	155	Snrpd1	Snrpd1	NM_009226			Snrpd1			NA
liver_15_5_REP1.mLb.clN_peak_1070	chr19	5722770	5723313	+	758	NA	intron (Ehbp1l1, intron 1 of 18)	-intron (Ehbp1l1, intron 1 of 17)	3276	Ehbp1l1	Ehbp1l1	NM_053252			Ehbp1l1			NA
liver_15_5_REP1.mLb.clN_peak_1507	chr19	32475888	32476956	+	757	NA	Intergenic	Intergenic	-9347	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_15_5_REP1.mLb.clN_peak_316	chr18	35498436	35499073	+	754	NA	intron (Sil1, intron 1 of 9)	-intron (Sil1, intron 1 of 9)	171	Sil1	Sil1	NM_001360814			Sil1			NA
liver_15_5_REP1.mLb.clN_peak_275	chr18	32559553	32560488	+	752	NA	promoter-TSS (Gypc)	-promoter-TSS (Gypc)	14	Gypc	Gypc	NM_001048207			Gypc			NA
liver_15_5_REP1.mLb.clN_peak_948	chr19	3388660	3389474	+	751	NA	promoter-TSS (Tesmin)	-promoter-TSS (Tesmin)	-311	Tesmin	Tesmin	NM_001039658			Tesmin			NA
liver_15_5_REP1.mLb.clN_peak_1559	chr19	36833898	36835254	+	751	NA	exon (Tnks2, exon 1 of 27)	-exon (Tnks2, exon 1 of 27)	344	Tnks2	Tnks2	NM_001163635			Tnks2			NA
liver_15_5_REP1.mLb.clN_peak_1234	chr19	10172816	10174064	+	751	NA	Intergenic	Intergenic	-9448	Fads1	Fads1	NM_146094			Fads1			NA
liver_15_5_REP1.mLb.clN_peak_1137	chr19	6660096	6660780	+	745	NA	Intergenic	Intergenic	-117368	Slc22a12	Slc22a12	NM_009203			Slc22a12			NA
liver_15_5_REP1.mLb.clN_peak_1691	chr19	43452722	43453431	+	741	NA	intron (Cnnm1, intron 1 of 10)	-intron (Cnnm1, intron 1 of 11)	12663	Cnnm1	Cnnm1	NM_031396			Cnnm1			NA
liver_15_5_REP1.mLb.clN_peak_1751	chr19	45790395	45791068	+	731	NA	Intergenic	Intergenic	-7178	Oga	Oga	NR_151594			Oga			NA
liver_15_5_REP1.mLb.clN_peak_674	chr18	67288594	67289692	+	728	NA	promoter-TSS (Impa2)	-promoter-TSS (Impa2)	-104	Impa2	Impa2	NM_053261			Impa2			NA
liver_15_5_REP1.mLb.clN_peak_1436	chr19	29066961	29067551	+	726	NA	promoter-TSS (Gm9895)	-promoter-TSS (Gm9895)	-45	Gm9895	Gm9895	NR_045687			Gm9895			NA
liver_15_5_REP1.mLb.clN_peak_1465	chr19	30050610	30051082	+	724	NA	intron (Uhrf2, intron 2 of 15)	-intron (Uhrf2, intron 2 of 15)	20333	Uhrf2	Uhrf2	NM_144873			Uhrf2			NA
liver_15_5_REP1.mLb.clN_peak_373	chr18	37954525	37955687	+	724	NA	promoter-TSS (Hdac3)	-promoter-TSS (Hdac3)	-118	Hdac3	Hdac3	NM_010411			Hdac3			NA
liver_15_5_REP1.mLb.clN_peak_294	chr18	34516226	34516487	+	719	NA	Intergenic	Intergenic	-9533	Fam13b	Fam13b	NM_146084			Fam13b			NA
liver_15_5_REP1.mLb.clN_peak_1096	chr19	5924103	5925003	+	718	NA	intron (Cdc42ep2, intron 1 of 1)	-intron (Cdc42ep2, intron 1 of 1)	263	Cdc42ep2	Cdc42ep2	NM_026772			Cdc42ep2			NA
liver_15_5_REP1.mLb.clN_peak_282	chr18	33794407	33795540	+	717	NA	promoter-TSS (Epb41l4aos)	-promoter-TSS (Epb41l4aos)	81	Epb41l4aos	Epb41l4aos	NR_038151			Epb41l4aos			NA
liver_15_5_REP1.mLb.clN_peak_641	chr18	64887124	64888200	+	717	NA	promoter-TSS (Nedd4l)	-promoter-TSS (Nedd4l)	-135865	Nedd4l	Nedd4l	NM_031881			Nedd4l			NA
liver_15_5_REP1.mLb.clN_peak_1305	chr19	15941062	15941796	+	715	NA	Intergenic	Intergenic	-16370	Psat1	Psat1	NM_177420			Psat1			NA
liver_15_5_REP1.mLb.clN_peak_1670	chr19	42045347	42046108	+	713	NA	promoter-TSS (Hoga1)	-promoter-TSS (Hoga1)	-143	Hoga1	Hoga1	NM_026152			Hoga1			NA
liver_15_5_REP1.mLb.clN_peak_414	chr18	39380226	39381596	+	712	NA	Intergenic	Intergenic	108368	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_15_5_REP1.mLb.clN_peak_1495	chr19	32238685	32240620	+	709	NA	intron (Sgms1, intron 4 of 9)	-intron (Sgms1, intron 4 of 9)	-136512	Asah2	Asah2	NM_018830			Asah2			NA
liver_15_5_REP1.mLb.clN_peak_1111	chr19	6066934	6068173	+	701	NA	TTS (Vps51)	-TTS (Vps51)	297	Tm7sf2	Tm7sf2	NM_028454			Tm7sf2			NA
liver_15_5_REP1.mLb.clN_peak_1139	chr19	6832411	6832967	+	700	NA	intron (Rps6ka4, intron 9 of 17)	-intron (Rps6ka4, intron 9 of 17)	-2745	Mir5046	Mir5046	NR_039555			Mir5046			NA
liver_15_5_REP1.mLb.clN_peak_1114	chr19	6102314	6102915	+	698	NA	Intergenic	Intergenic	-3167	Naaladl1	Naaladl1	NM_001009546			Naaladl1			NA
liver_15_5_REP1.mLb.clN_peak_1132	chr19	6340647	6341548	+	697	NA	promoter-TSS (Map4k2)	-promoter-TSS (Map4k2)	-63	Map4k2	Map4k2	NR_117093			Map4k2			NA
liver_15_5_REP1.mLb.clN_peak_297	chr18	34651237	34652020	+	691	NA	exon (Cdc23, exon 1 of 16)	-exon (Cdc23, exon 1 of 16)	108	Cdc23	Cdc23	NM_178347			Cdc23			NA
liver_15_5_REP1.mLb.clN_peak_771	chr18	75000019	75000910	+	688	NA	promoter-TSS (Rpl17)	-promoter-TSS (Rpl17)	-13	Rpl17	Rpl17	NM_001002239			Rpl17			NA
liver_15_5_REP1.mLb.clN_peak_344	chr18	36280598	36281529	+	686	NA	promoter-TSS (Pura)	-promoter-TSS (Pura)	-42	Pura	Pura	NM_008989			Pura			NA
liver_15_5_REP1.mLb.clN_peak_95	chr18	10092597	10093307	+	685	NA	intron (Rock1, intron 21 of 32)	-intron (Rock1, intron 21 of 32)	-62803	Usp14	Usp14	NM_001038589			Usp14			NA
liver_15_5_REP1.mLb.clN_peak_1162	chr19	7295045	7295840	+	683	NA	promoter-TSS (Mark2)	-promoter-TSS (Mark2)	28048	Rcor2	Rcor2	NM_001320554			Rcor2			NA
liver_15_5_REP1.mLb.clN_peak_1044	chr19	5272493	5273652	+	682	NA	promoter-TSS (Pacs1)	-promoter-TSS (Pacs1)	47	Pacs1	Pacs1	NM_153129			Pacs1			NA
liver_15_5_REP1.mLb.clN_peak_109	chr18	10706333	10707072	+	680	NA	promoter-TSS (Abhd3)	-promoter-TSS (Abhd3)	-6	Abhd3	Abhd3	NM_134130			Abhd3			NA
liver_15_5_REP1.mLb.clN_peak_1113	chr19	6084696	6085910	+	679	NA	promoter-TSS (Zfpl1)	-promoter-TSS (Zfpl1)	206	Cdca5	Cdca5	NM_026410			Cdca5			NA
liver_15_5_REP1.mLb.clN_peak_523	chr18	56562027	56562828	+	678	NA	promoter-TSS (Phax)	-promoter-TSS (Phax)	-129	Aldh7a1	Aldh7a1	NM_138600			Aldh7a1			NA
liver_15_5_REP1.mLb.clN_peak_243	chr18	24652798	24654236	+	678	NA	promoter-TSS (Mocos)	-promoter-TSS (Mocos)	-174	Mocos	Mocos	NM_026779			Mocos			NA
liver_15_5_REP1.mLb.clN_peak_1556	chr19	36736456	36737261	+	678	NA	promoter-TSS (Ppp1r3c)	-promoter-TSS (Ppp1r3c)	-254	Ppp1r3c	Ppp1r3c	NM_016854			Ppp1r3c			NA
liver_15_5_REP1.mLb.clN_peak_1593	chr19	38054263	38055250	+	677	NA	promoter-TSS (Cep55)	-promoter-TSS (Cep55)	-285	Cep55	Cep55	NM_028293			Cep55			NA
liver_15_5_REP1.mLb.clN_peak_894	chr18	82771156	82771534	+	673	NA	Intergenic	Intergenic	-12306	2210420H20Rik	2210420H20Rik	NR_045389			2210420H20Rik			NA
liver_15_5_REP1.mLb.clN_peak_1877	chr19	53819395	53820028	+	671	NA	intron (Rbm20, intron 5 of 13)	-intron (Rbm20, intron 5 of 13)	-72520	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_15_5_REP1.mLb.clN_peak_877	chr18	82471494	82472415	+	669	NA	Intergenic	Intergenic	-3169	Mbp	Mbp	NM_001025245			Mbp			NA
liver_15_5_REP1.mLb.clN_peak_1925	chr19	55925573	55926367	+	669	NA	intron (Tcf7l2, intron 12 of 12)	-intron (Tcf7l2, intron 12 of 12)	184160	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_15_5_REP1.mLb.clN_peak_1203	chr19	8928842	8930184	+	667	NA	promoter-TSS (Eml3)	-promoter-TSS (Eml3)	-157	Rom1	Rom1	NM_009073			Rom1			NA
liver_15_5_REP1.mLb.clN_peak_1522	chr19	33391660	33392338	+	665	NA	exon (Rnls, exon 1 of 7)	-exon (Rnls, exon 1 of 7)	296	Rnls	Rnls	NR_160911			Rnls			NA
liver_15_5_REP1.mLb.clN_peak_1183	chr19	8714950	8715704	+	661	NA	intron (Slc3a2, intron 1 of 9)	-intron (Slc3a2, intron 1 of 9)	-1430	Slc3a2	Slc3a2	NM_008577			Slc3a2			NA
liver_15_5_REP1.mLb.clN_peak_1605	chr19	38818955	38819735	+	661	NA	promoter-TSS (Noc3l)	-promoter-TSS (Noc3l)	-108	Noc3l	Noc3l	NM_021315			Noc3l			NA
liver_15_5_REP1.mLb.clN_peak_832	chr18	78212202	78213008	+	660	NA	intron (Slc14a2, intron 3 of 21)	-intron (Slc14a2, intron 3 of 11)	-89179	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_15_5_REP1.mLb.clN_peak_1585	chr19	37668027	37668767	+	658	NA	intron (Exoc6, intron 20 of 21)	-intron (Exoc6, intron 20 of 21)	-17283	Cyp26c1	Cyp26c1	NM_001105201			Cyp26c1			NA
liver_15_5_REP1.mLb.clN_peak_744	chr18	73754119	73754567	+	654	NA	intron (Elac1, intron 1 of 3)	-intron (Elac1, intron 1 of 3)	136	Elac1	Elac1	NM_053255			Elac1			NA
liver_15_5_REP1.mLb.clN_peak_421	chr18	39491078	39491802	+	653	NA	promoter-TSS (Nr3c1)	-promoter-TSS (Nr3c1)	-2161	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_15_5_REP1.mLb.clN_peak_543	chr18	58659139	58660058	+	651	NA	exon (Isoc1, exon 1 of 5)	-exon (Isoc1, exon 1 of 5)	116	Isoc1	Isoc1	NM_025478			Isoc1			NA
liver_15_5_REP1.mLb.clN_peak_1343	chr19	18691938	18693000	+	649	NA	intron (Carnmt1, intron 5 of 7)	-intron (Carnmt1, intron 5 of 7)	-20767	D030056L22Rik	D030056L22Rik	NM_001374130			D030056L22Rik			NA
liver_15_5_REP1.mLb.clN_peak_324	chr18	35661687	35662436	+	648	NA	exon (Spata24, exon 1 of 4)	-exon (Spata24, exon 1 of 4)	125	Spata24	Spata24	NM_027733			Spata24			NA
liver_15_5_REP1.mLb.clN_peak_345	chr18	36286397	36287925	+	647	NA	exon (Pura, exon 2 of 2)	-exon (Pura, exon 2 of 2)	6056	Pura	Pura	NM_008989			Pura			NA
liver_15_5_REP1.mLb.clN_peak_537	chr18	57354597	57355225	+	647	NA	intron (Prrc1, intron 1 of 8)	-intron (Prrc1, intron 1 of 8)	178	Prrc1	Prrc1	NM_028447			Prrc1			NA
liver_15_5_REP1.mLb.clN_peak_7	chr18	3839468	3840097	+	641	NA	Intergenic	Intergenic	-326050	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
liver_15_5_REP1.mLb.clN_peak_729	chr18	70471853	70472912	+	634	NA	promoter-TSS (Stard6)	-promoter-TSS (Stard6)	-72	Stard6	Stard6	NM_001289648			Stard6			NA
liver_15_5_REP1.mLb.clN_peak_1314	chr19	16510901	16511569	+	631	NA	intron (Gna14, intron 1 of 6)	-intron (Gna14, intron 1 of 6)	75568	Gna14	Gna14	NM_008137			Gna14			NA
liver_15_5_REP1.mLb.clN_peak_1291	chr19	12501149	12502271	+	630	NA	exon (Dtx4, exon 1 of 9)	-exon (Dtx4, exon 1 of 9)	286	Dtx4	Dtx4	NM_172442			Dtx4			NA
liver_15_5_REP1.mLb.clN_peak_1364	chr19	21568160	21569137	+	629	NA	Intergenic	Intergenic	84143	1110059E24Rik	1110059E24Rik	NM_025423			1110059E24Rik			NA
liver_15_5_REP1.mLb.clN_peak_823	chr18	77869816	77870482	+	627	NA	intron (Pstpip2, intron 6 of 14)	-intron (Pstpip2, intron 6 of 14)	-68317	Epg5	Epg5	NM_001195633			Epg5			NA
liver_15_5_REP1.mLb.clN_peak_1942	chr19	56801035	56802083	+	623	NA	intron (Ccdc186, intron 7 of 15)	-intron (Ccdc186, intron 7 of 15)	20640	Ccdc186	Ccdc186	NM_170757			Ccdc186			NA
liver_15_5_REP1.mLb.clN_peak_26	chr18	4920206	4922530	+	621	NA	Intergenic	Intergenic	108882	Gm10556	Gm10556	NR_045881			Gm10556			NA
liver_15_5_REP1.mLb.clN_peak_883	chr18	82567834	82569026	+	621	NA	intron (Mbp, intron 2 of 5)	-intron (Mbp, intron 2 of 6)	93307	Mbp	Mbp	NM_001025245			Mbp			NA
liver_15_5_REP1.mLb.clN_peak_1054	chr19	5456933	5457869	+	621	NA	exon (Ccdc85b, exon 1 of 2)	-exon (Ccdc85b, exon 1 of 2)	162	Ccdc85b	Ccdc85b	NM_001243307			Ccdc85b			NA
liver_15_5_REP1.mLb.clN_peak_1071	chr19	5724316	5725247	+	620	NA	intron (Ehbp1l1, intron 1 of 18)	-intron (Ehbp1l1, intron 1 of 17)	1536	Ehbp1l1	Ehbp1l1	NM_053252			Ehbp1l1			NA
liver_15_5_REP1.mLb.clN_peak_627	chr18	64482541	64482845	+	617	NA	intron (Fech, intron 1 of 9)	-intron (Fech, intron 1 of 9)	6405	Fech	Fech	NM_001348055			Fech			NA
liver_15_5_REP1.mLb.clN_peak_137	chr18	12741050	12741874	+	616	NA	intron (Cabyr, intron 1 of 5)	-intron (Cabyr, intron 1 of 5)	107	Cabyr	Cabyr	NM_181731			Cabyr			NA
liver_15_5_REP1.mLb.clN_peak_1552	chr19	36610147	36610672	+	615	NA	intron (Hectd2, intron 15 of 20)	-intron (Hectd2, intron 15 of 20)	55770	Hectd2	Hectd2	NM_172637			Hectd2			NA
liver_15_5_REP1.mLb.clN_peak_1641	chr19	40976843	40977785	+	614	NA	intron (Blnk, intron 1 of 16)	-intron (Blnk, intron 1 of 16)	16907	Blnk	Blnk	NM_001365054			Blnk			NA
liver_15_5_REP1.mLb.clN_peak_978	chr19	4045996	4047056	+	614	NA	Intergenic	Intergenic	-4305	Gstp2	Gstp2	NM_181796			Gstp2			NA
liver_15_5_REP1.mLb.clN_peak_988	chr19	4148261	4149009	+	612	NA	promoter-TSS (Coro1b)	-promoter-TSS (Coro1b)	-19	Coro1b	Coro1b	NM_011778			Coro1b			NA
liver_15_5_REP1.mLb.clN_peak_1714	chr19	44135431	44136298	+	607	NA	promoter-TSS (Cwf19l1)	-promoter-TSS (Cwf19l1)	-408	Cwf19l1	Cwf19l1	NM_001356578			Cwf19l1			NA
liver_15_5_REP1.mLb.clN_peak_671	chr18	67204901	67206032	+	605	NA	exon (Chmp1b, exon 1 of 1)	-exon (Chmp1b, exon 1 of 1)	107	Chmp1b	Chmp1b	NM_024190			Chmp1b			NA
liver_15_5_REP1.mLb.clN_peak_847	chr18	80220156	80220845	+	601	NA	intron (Txnl4a, intron 3 of 3)	-intron (Txnl4a, intron 3 of 3)	13654	Txnl4a	Txnl4a	NM_178604			Txnl4a			NA
liver_15_5_REP1.mLb.clN_peak_1092	chr19	5883824	5884576	+	601	NA	intron (Slc25a45, intron 4 of 5)	-intron (Slc25a45, intron 5 of 6)	6378	Slc25a45	Slc25a45	NM_134154			Slc25a45			NA
liver_15_5_REP1.mLb.clN_peak_1400	chr19	24999013	24999892	+	597	NA	promoter-TSS (Dock8)	-promoter-TSS (Dock8)	-77	Dock8	Dock8	NM_028785			Dock8			NA
liver_15_5_REP1.mLb.clN_peak_1	chr18	3270513	3271046	+	596	NA	intron (Crem, intron 7 of 7)	-intron (Crem, intron 5 of 5)	56812	Crem	Crem	NM_001374833			Crem			NA
liver_15_5_REP1.mLb.clN_peak_1613	chr19	40270681	40271842	+	596	NA	intron (Pdlim1, intron 1 of 6)	-intron (Pdlim1, intron 1 of 6)	355	Pdlim1	Pdlim1	NM_016861			Pdlim1			NA
liver_15_5_REP1.mLb.clN_peak_1843	chr19	53032117	53033388	+	594	NA	intron (Xpnpep1, intron 1 of 20)	-intron (Xpnpep1, intron 1 of 19)	5902	Xpnpep1	Xpnpep1	NM_001374834			Xpnpep1			NA
liver_15_5_REP1.mLb.clN_peak_1036	chr19	5040995	5041732	+	594	NA	promoter-TSS (Brms1)	-promoter-TSS (Brms1)	0	Brms1	Brms1	NM_134155			Brms1			NA
liver_15_5_REP1.mLb.clN_peak_1487	chr19	32172530	32173034	+	594	NA	intron (Sgms1, intron 5 of 9)	-intron (Sgms1, intron 5 of 9)	-69642	Asah2	Asah2	NM_018830			Asah2			NA
liver_15_5_REP1.mLb.clN_peak_571	chr18	61176551	61177568	+	593	NA	promoter-TSS (Hmgxb3)	-promoter-TSS (Hmgxb3)	-10	Hmgxb3	Hmgxb3	NM_134134			Hmgxb3			NA
liver_15_5_REP1.mLb.clN_peak_1629	chr19	40587762	40589489	+	592	NA	promoter-TSS (Aldh18a1)	-promoter-TSS (Aldh18a1)	-162	Aldh18a1	Aldh18a1	NM_153554			Aldh18a1			NA
liver_15_5_REP1.mLb.clN_peak_1754	chr19	46003316	46004106	+	591	NA	exon (Hps6, exon 1 of 1)	-exon (Hps6, exon 1 of 1)	233	Hps6	Hps6	NM_176785			Hps6			NA
liver_15_5_REP1.mLb.clN_peak_994	chr19	4200978	4202100	+	589	NA	promoter-TSS (Rad9a)	-promoter-TSS (Rad9a)	64	Rad9a	Rad9a	NM_011237			Rad9a			NA
liver_15_5_REP1.mLb.clN_peak_393	chr18	38418603	38419508	+	585	NA	exon (Ndfip1, exon 1 of 8)	-exon (Ndfip1, exon 1 of 8)	148	Ndfip1	Ndfip1	NM_022996			Ndfip1			NA
liver_15_5_REP1.mLb.clN_peak_1197	chr19	8880337	8881055	+	583	NA	intron (Uqcc3, intron 1 of 1)	-intron (Uqcc3, intron 1 of 1)	237	Uqcc3	Uqcc3	NM_001160356			Uqcc3			NA
liver_15_5_REP1.mLb.clN_peak_1569	chr19	37178043	37178943	+	582	NA	intron (A330032B11Rik, intron 2 of 2)	-intron (Cpeb3, intron 1 of 10)	4650	A330032B11Rik	A330032B11Rik	NR_045329			A330032B11Rik			NA
liver_15_5_REP1.mLb.clN_peak_990	chr19	4162917	4163714	+	579	NA	promoter-TSS (Rps6kb2)	-promoter-TSS (Rps6kb2)	68	Rps6kb2	Rps6kb2	NR_153660			Rps6kb2			NA
liver_15_5_REP1.mLb.clN_peak_59	chr18	6275263	6276113	+	578	NA	Intergenic	Intergenic	-34164	Kif5b	Kif5b	NM_008448			Kif5b			NA
liver_15_5_REP1.mLb.clN_peak_1037	chr19	5067163	5068114	+	575	NA	promoter-TSS (Cd248)	-promoter-TSS (Cd248)	-440	Cd248	Cd248	NM_054042			Cd248			NA
liver_15_5_REP1.mLb.clN_peak_192	chr18	20895285	20896187	+	575	NA	intron (Trappc8, intron 1 of 28)	-intron (Trappc8, intron 1 of 28)	342	Trappc8	Trappc8	NM_177038			Trappc8			NA
liver_15_5_REP1.mLb.clN_peak_551	chr18	60522960	60523715	+	573	NA	Intergenic	Intergenic	-2817	Dctn4	Dctn4	NM_001357462			Dctn4			NA
liver_15_5_REP1.mLb.clN_peak_984	chr19	4121104	4121725	+	571	NA	exon (Aip, exon 1 of 6)	-exon (Aip, exon 1 of 6)	4444	Aip	Aip	NM_016666			Aip			NA
