PeakID (cmd=annotatePeaks.pl liver_15_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_15_5_REP2.mLb.clN_peak_1443	chr19	44562587	44563177	+	860	NA	promoter-TSS (Hif1an)	-promoter-TSS (Hif1an)	28	Hif1an	Hif1an	NM_176958			Hif1an			NA
liver_15_5_REP2.mLb.clN_peak_792	chr19	3707962	3708729	+	860	NA	promoter-TSS (1810055G02Rik)	-promoter-TSS (1810055G02Rik)	52	1810055G02Rik	1810055G02Rik	NM_001358256			1810055G02Rik			NA
liver_15_5_REP2.mLb.clN_peak_315	chr18	36772274	36772960	+	858	NA	intron (Hars, intron 4 of 12)	-intron (Hars, intron 4 of 12)	-6403	Dnd1	Dnd1	NM_173383			Dnd1			NA
liver_15_5_REP2.mLb.clN_peak_692	chr18	78351162	78351601	+	856	NA	intron (Slc14a2, intron 2 of 21)	-intron (Slc14a2, intron 2 of 11)	-227955	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_15_5_REP2.mLb.clN_peak_426	chr18	54422063	54422736	+	855	NA	exon (Redrum, exon 1 of 3)	-exon (Redrum, exon 1 of 3)	104	Redrum	Redrum	NR_040338			Redrum			NA
liver_15_5_REP2.mLb.clN_peak_247	chr18	34410084	34411026	+	855	NA	intron (Pkd2l2, intron 2 of 14)	-intron (Pkd2l2, intron 2 of 14)	1132	Pkd2l2	Pkd2l2	NM_001163004			Pkd2l2			NA
liver_15_5_REP2.mLb.clN_peak_927	chr19	6127818	6128354	+	854	NA	exon (Snx15, exon 1 of 8)	-exon (Snx15, exon 1 of 8)	174	Snx15	Snx15	NM_026912			Snx15			NA
liver_15_5_REP2.mLb.clN_peak_887	chr19	5663259	5664068	+	848	NA	promoter-TSS (Sipa1)	-promoter-TSS (Sipa1)	44	Sipa1	Sipa1	NM_001164568			Sipa1			NA
liver_15_5_REP2.mLb.clN_peak_1117	chr19	17334762	17335657	+	847	NA	intron (Gcnt1, intron 1 of 2)	-intron (Gcnt1, intron 1 of 2)	21458	Gcnt1	Gcnt1	NM_173442			Gcnt1			NA
liver_15_5_REP2.mLb.clN_peak_256	chr18	34776850	34777867	+	846	NA	intron (Kdm3b, intron 1 of 23)	-intron (Kdm3b, intron 1 of 23)	350	Kdm3b	Kdm3b	NM_001081256			Kdm3b			NA
liver_15_5_REP2.mLb.clN_peak_1473	chr19	46304243	46305990	+	840	NA	promoter-TSS (Nfkb2)	-promoter-TSS (Nfkb2)	513	4833438C02Rik	4833438C02Rik	NR_152247			4833438C02Rik			NA
liver_15_5_REP2.mLb.clN_peak_476	chr18	60774258	60774937	+	838	NA	promoter-TSS (Rps14)	-promoter-TSS (Rps14)	1	Rps14	Rps14	NM_020600			Rps14			NA
liver_15_5_REP2.mLb.clN_peak_1516	chr19	47378882	47379619	+	835	NA	intron (Sh3pxd2a, intron 3 of 14)	-intron (Sh3pxd2a, intron 3 of 13)	85161	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
liver_15_5_REP2.mLb.clN_peak_1670	chr19	60743704	60744476	+	830	NA	Intergenic	Intergenic	-11897	Nanos1	Nanos1	NM_178421			Nanos1			NA
liver_15_5_REP2.mLb.clN_peak_1157	chr19	23273365	23274183	+	828	NA	exon (Smc5, exon 1 of 25)	-exon (Smc5, exon 1 of 25)	123	Smc5	Smc5	NM_153808			Smc5			NA
liver_15_5_REP2.mLb.clN_peak_1063	chr19	10894956	10895645	+	827	NA	promoter-TSS (Prpf19)	-promoter-TSS (Prpf19)	69	Prpf19	Prpf19	NM_134129			Prpf19			NA
liver_15_5_REP2.mLb.clN_peak_498	chr18	61707141	61707945	+	825	NA	promoter-TSS (Pcyox1l)	-promoter-TSS (Pcyox1l)	92	Pcyox1l	Pcyox1l	NM_172832			Pcyox1l			NA
liver_15_5_REP2.mLb.clN_peak_257	chr18	34783478	34784044	+	824	NA	intron (Kdm3b, intron 1 of 23)	-intron (Kdm3b, intron 1 of 23)	6753	Kdm3b	Kdm3b	NM_001081256			Kdm3b			NA
liver_15_5_REP2.mLb.clN_peak_655	chr18	75489387	75490507	+	823	NA	intron (Ctif, intron 9 of 11)	-intron (Ctif, intron 9 of 11)	-24698	Gm10532	Gm10532	NR_045879			Gm10532			NA
liver_15_5_REP2.mLb.clN_peak_730	chr18	82488976	82489929	+	819	NA	intron (Mbp, intron 1 of 6)	-intron (Mbp, intron 1 of 3)	14329	Mbp	Mbp	NM_001025245			Mbp			NA
liver_15_5_REP2.mLb.clN_peak_649	chr18	75262109	75263125	+	818	NA	intron (Dym, intron 16 of 16)	-intron (Dym, intron 16 of 16)	34700	2010010A06Rik	2010010A06Rik	NR_045393			2010010A06Rik			NA
liver_15_5_REP2.mLb.clN_peak_1287	chr19	34921740	34922787	+	814	NA	promoter-TSS (Kif20b)	-promoter-TSS (Kif20b)	-95	Kif20b	Kif20b	NM_001362434			Kif20b			NA
liver_15_5_REP2.mLb.clN_peak_1469	chr19	46075535	46076405	+	814	NA	exon (Nolc1, exon 1 of 13)	-exon (Nolc1, exon 1 of 13)	123	Nolc1	Nolc1	NM_001039351			Nolc1			NA
liver_15_5_REP2.mLb.clN_peak_1468	chr19	46056146	46057496	+	813	NA	intron (Pprc1, intron 1 of 13)	-intron (Pprc1, intron 1 of 13)	282	Pprc1	Pprc1	NM_001346801			Pprc1			NA
liver_15_5_REP2.mLb.clN_peak_755	chr18	84588754	84590382	+	812	NA	promoter-TSS (Zfp407)	-promoter-TSS (Zfp407)	-64	Zfp407	Zfp407	NM_001033341			Zfp407			NA
liver_15_5_REP2.mLb.clN_peak_910	chr19	5893614	5894530	+	810	NA	promoter-TSS (Tigd3)	-promoter-TSS (Tigd3)	56	Tigd3	Tigd3	NM_001362045			Tigd3			NA
liver_15_5_REP2.mLb.clN_peak_688	chr18	78122497	78124277	+	809	NA	promoter-TSS (Slc14a1)	-promoter-TSS (Slc14a1)	39	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_15_5_REP2.mLb.clN_peak_425	chr18	53861796	53863014	+	804	NA	exon (Csnk1g3, exon 1 of 13)	-exon (Csnk1g3, exon 1 of 13)	292	Csnk1g3	Csnk1g3	NM_152809			Csnk1g3			NA
liver_15_5_REP2.mLb.clN_peak_1510	chr19	47090253	47091144	+	803	NA	promoter-TSS (Pdcd11)	-promoter-TSS (Pdcd11)	-51	Atp5md	Atp5md	NM_023211			Atp5md			NA
liver_15_5_REP2.mLb.clN_peak_831	chr19	4333539	4334365	+	799	NA	intron (Kdm2a, intron 12 of 20)	-intron (Kdm2a, intron 12 of 20)	-27730	Grk2	Grk2	NM_130863			Grk2			NA
liver_15_5_REP2.mLb.clN_peak_1382	chr19	41829682	41830887	+	798	NA	exon (Frat1, exon 1 of 1)	-exon (Frat1, exon 1 of 1)	314	Frat1	Frat1	NM_008043			Frat1			NA
liver_15_5_REP2.mLb.clN_peak_499	chr18	61725833	61726713	+	797	NA	promoter-TSS (Grpel2)	-promoter-TSS (Grpel2)	58	Grpel2	Grpel2	NM_021296			Grpel2			NA
liver_15_5_REP2.mLb.clN_peak_605	chr18	69344071	69344570	+	792	NA	promoter-TSS (Tcf4)	-promoter-TSS (Tcf4)	-172	Tcf4	Tcf4	NM_001361126			Tcf4			NA
liver_15_5_REP2.mLb.clN_peak_266	chr18	35118470	35119517	+	785	NA	promoter-TSS (Ctnna1)	-promoter-TSS (Ctnna1)	81	Ctnna1	Ctnna1	NM_009818			Ctnna1			NA
liver_15_5_REP2.mLb.clN_peak_882	chr19	5567373	5568949	+	781	NA	exon (Ap5b1, exon 1 of 2)	-exon (Ap5b1, exon 1 of 2)	137	Ap5b1	Ap5b1	NM_001033448			Ap5b1			NA
liver_15_5_REP2.mLb.clN_peak_1055	chr19	10661163	10662189	+	775	NA	intron (Vwce, intron 19 of 19)	-intron (Vwce, intron 19 of 19)	-13623	4930524O05Rik	4930524O05Rik	NR_045316			4930524O05Rik			NA
liver_15_5_REP2.mLb.clN_peak_1034	chr19	10017767	10018537	+	774	NA	promoter-TSS (Rab3il1)	-promoter-TSS (Rab3il1)	-42	Rab3il1	Rab3il1	NM_144538			Rab3il1			NA
liver_15_5_REP2.mLb.clN_peak_198	chr18	24603295	24604252	+	774	NA	promoter-TSS (Elp2)	-promoter-TSS (Elp2)	44	Slc39a6	Slc39a6	NM_139143			Slc39a6			NA
liver_15_5_REP2.mLb.clN_peak_734	chr18	82522521	82523126	+	774	NA	intron (Mbp, intron 3 of 6)	-intron (Mbp, intron 3 of 3)	47700	Mbp	Mbp	NM_001025245			Mbp			NA
liver_15_5_REP2.mLb.clN_peak_202	chr18	25096630	25097681	+	767	NA	intron (Fhod3, intron 18 of 26)	-intron (Fhod3, intron 16 of 24)	71722	Tpgs2	Tpgs2	NM_001004361			Tpgs2			NA
liver_15_5_REP2.mLb.clN_peak_952	chr19	6909391	6910516	+	763	NA	exon (Trmt112, exon 1 of 4)	-exon (Trmt112, exon 1 of 4)	153	Prdx5	Prdx5	NM_012021			Prdx5			NA
liver_15_5_REP2.mLb.clN_peak_872	chr19	5406511	5407420	+	762	NA	exon (4930481A15Rik, exon 1 of 5)	-exon (4930481A15Rik, exon 1 of 5)	150	4930481A15Rik	4930481A15Rik	NR_015545			4930481A15Rik			NA
liver_15_5_REP2.mLb.clN_peak_565	chr18	66002212	66002962	+	752	NA	promoter-TSS (Lman1)	-promoter-TSS (Lman1)	48	Lman1	Lman1	NM_027400			Lman1			NA
liver_15_5_REP2.mLb.clN_peak_1154	chr19	23140670	23141660	+	752	NA	promoter-TSS (Klf9)	-promoter-TSS (Klf9)	-61	Klf9	Klf9	NM_010638			Klf9			NA
liver_15_5_REP2.mLb.clN_peak_1683	chr19	61140391	61141169	+	743	NA	promoter-TSS (Zfp950)	-promoter-TSS (Zfp950)	60	Zfp950	Zfp950	NM_001001737			Zfp950			NA
liver_15_5_REP2.mLb.clN_peak_580	chr18	67448322	67449723	+	738	NA	exon (Afg3l2, exon 1 of 17)	-exon (Afg3l2, exon 1 of 17)	170	Afg3l2	Afg3l2	NM_027130			Afg3l2			NA
liver_15_5_REP2.mLb.clN_peak_1260	chr19	32510289	32511325	+	734	NA	intron (Minpp1, intron 4 of 4)	-intron (Minpp1, intron 4 of 4)	25038	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_15_5_REP2.mLb.clN_peak_218	chr18	31803626	31804649	+	733	NA	promoter-TSS (Wdr33)	-promoter-TSS (Wdr33)	80	Wdr33	Wdr33	NM_028866			Wdr33			NA
liver_15_5_REP2.mLb.clN_peak_810	chr19	4059021	4059738	+	732	NA	promoter-TSS (Gstp3)	-promoter-TSS (Gstp3)	68	Gstp3	Gstp3	NM_001362043			Gstp3			NA
liver_15_5_REP2.mLb.clN_peak_232	chr18	32552051	32553543	+	728	NA	intron (Gypc, intron 1 of 2)	-intron (Gypc, intron 1 of 2)	7237	Gypc	Gypc	NM_001048207			Gypc			NA
liver_15_5_REP2.mLb.clN_peak_1622	chr19	56548168	56549332	+	728	NA	promoter-TSS (Dclre1a)	-promoter-TSS (Dclre1a)	489	Nhlrc2	Nhlrc2	NM_025811			Nhlrc2			NA
liver_15_5_REP2.mLb.clN_peak_1503	chr19	46961522	46962682	+	724	NA	intron (Nt5c2, intron 1 of 17)	-intron (Nt5c2, intron 1 of 17)	249	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
liver_15_5_REP2.mLb.clN_peak_1158	chr19	23687039	23687879	+	722	NA	promoter-TSS (Ptar1)	-promoter-TSS (Ptar1)	59	Ptar1	Ptar1	NM_028208			Ptar1			NA
liver_15_5_REP2.mLb.clN_peak_1037	chr19	10100812	10102222	+	721	NA	promoter-TSS (Fads2)	-promoter-TSS (Fads2)	-14	Fads2	Fads2	NM_019699			Fads2			NA
liver_15_5_REP2.mLb.clN_peak_340	chr18	38349888	38350714	+	721	NA	Intergenic	Intergenic	-11308	Gnpda1	Gnpda1	NM_011937			Gnpda1			NA
liver_15_5_REP2.mLb.clN_peak_840	chr19	4625164	4626109	+	714	NA	promoter-TSS (Rce1)	-promoter-TSS (Rce1)	-283	Rce1	Rce1	NM_001368713			Rce1			NA
liver_15_5_REP2.mLb.clN_peak_954	chr19	6941445	6942945	+	713	NA	promoter-TSS (Gpr137)	-promoter-TSS (Gpr137)	334	Bad	Bad	NM_001285453			Bad			NA
liver_15_5_REP2.mLb.clN_peak_1247	chr19	32221948	32222706	+	712	NA	intron (Sgms1, intron 5 of 9)	-intron (Sgms1, intron 5 of 9)	-119187	Asah2	Asah2	NM_018830			Asah2			NA
liver_15_5_REP2.mLb.clN_peak_1286	chr19	34877852	34879272	+	711	NA	promoter-TSS (Pank1)	-promoter-TSS (Pank1)	-645	Pank1	Pank1	NM_001114339			Pank1			NA
liver_15_5_REP2.mLb.clN_peak_1345	chr19	40297185	40298007	+	710	NA	intron (Sorbs1, intron 27 of 28)	-intron (Sorbs1, intron 21 of 22)	-25980	Pdlim1	Pdlim1	NM_016861			Pdlim1			NA
liver_15_5_REP2.mLb.clN_peak_1432	chr19	44293452	44294408	+	706	NA	exon (Scd2, exon 1 of 6)	-exon (Scd2, exon 1 of 6)	254	Scd2	Scd2	NM_009128			Scd2			NA
liver_15_5_REP2.mLb.clN_peak_397	chr18	46958690	46959322	+	705	NA	intron (Commd10, intron 1 of 6)	-intron (Commd10, intron 1 of 6)	130	Commd10	Commd10	NM_178377			Commd10			NA
liver_15_5_REP2.mLb.clN_peak_1427	chr19	44106904	44107797	+	704	NA	exon (Chuk, exon 1 of 21)	-exon (Chuk, exon 1 of 21)	127	Chuk	Chuk	NM_007700			Chuk			NA
liver_15_5_REP2.mLb.clN_peak_281	chr18	35702716	35703420	+	703	NA	promoter-TSS (Dnajc18)	-promoter-TSS (Dnajc18)	76	Dnajc18	Dnajc18	NM_029669			Dnajc18			NA
liver_15_5_REP2.mLb.clN_peak_1266	chr19	32711848	32712843	+	696	NA	promoter-TSS (Atad1)	-promoter-TSS (Atad1)	-47	Atad1	Atad1	NM_026487			Atad1			NA
liver_15_5_REP2.mLb.clN_peak_29	chr18	5389945	5390612	+	695	NA	Intergenic	Intergenic	-55839	Zfp438	Zfp438	NM_178722			Zfp438			NA
liver_15_5_REP2.mLb.clN_peak_477	chr18	60848498	60849100	+	695	NA	exon (Tcof1, exon 1 of 26)	-exon (Tcof1, exon 1 of 26)	165	Tcof1	Tcof1	NM_001198984			Tcof1			NA
liver_15_5_REP2.mLb.clN_peak_983	chr19	7557308	7558079	+	694	NA	exon (Plaat3, exon 1 of 5)	-exon (Plaat3, exon 1 of 5)	234	Plaat3	Plaat3	NM_139269			Plaat3			NA
liver_15_5_REP2.mLb.clN_peak_598	chr18	68198882	68199395	+	685	NA	intron (Ldlrad4, intron 3 of 5)	-intron (Ldlrad4, intron 3 of 5)	61835	Mir7219	Mir7219	NR_106078			Mir7219			NA
liver_15_5_REP2.mLb.clN_peak_1462	chr19	45997992	45998717	+	683	NA	exon (4930505N22Rik, exon 1 of 2)	-exon (4930505N22Rik, exon 1 of 2)	134	Armh3	Armh3	NM_198296			Armh3			NA
liver_15_5_REP2.mLb.clN_peak_930	chr19	6140522	6141666	+	678	NA	promoter-TSS (Arl2)	-promoter-TSS (Arl2)	43	Arl2	Arl2	NM_019722			Arl2			NA
liver_15_5_REP2.mLb.clN_peak_534	chr18	64485681	64486321	+	677	NA	intron (Fech, intron 1 of 10)	-intron (Fech, intron 1 of 9)	3097	Fech	Fech	NM_001348055			Fech			NA
liver_15_5_REP2.mLb.clN_peak_102	chr18	12121157	12121829	+	675	NA	promoter-TSS (Tmem241)	-promoter-TSS (Tmem241)	44	Tmem241	Tmem241	NM_178801			Tmem241			NA
liver_15_5_REP2.mLb.clN_peak_1628	chr19	56821727	56822609	+	675	NA	promoter-TSS (Ccdc186)	-promoter-TSS (Ccdc186)	31	Ccdc186	Ccdc186	NM_170757			Ccdc186			NA
liver_15_5_REP2.mLb.clN_peak_1486	chr19	46503575	46504219	+	666	NA	intron (Trim8, intron 1 of 5)	-intron (Trim8, intron 1 of 5)	2249	Trim8	Trim8	NM_053100			Trim8			NA
liver_15_5_REP2.mLb.clN_peak_1258	chr19	32485700	32487001	+	666	NA	exon (Minpp1, exon 1 of 5)	-exon (Minpp1, exon 1 of 5)	581	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_15_5_REP2.mLb.clN_peak_1184	chr19	26604615	26605354	+	662	NA	promoter-TSS (Smarca2)	-promoter-TSS (Smarca2)	-143419	Smarca2	Smarca2	NM_011416			Smarca2			NA
liver_15_5_REP2.mLb.clN_peak_1220	chr19	29610878	29611490	+	661	NA	exon (Ermp1, exon 15 of 15)	-exon (Ermp1, exon 15 of 15)	37231	Ermp1	Ermp1	NM_001081213			Ermp1			NA
liver_15_5_REP2.mLb.clN_peak_742	chr18	82691496	82692874	+	658	NA	intron (Zfp236, intron 1 of 29)	-intron (Zfp236, intron 1 of 30)	730	Zfp236	Zfp236	NM_177832			Zfp236			NA
liver_15_5_REP2.mLb.clN_peak_1364	chr19	40812882	40814092	+	657	NA	Intergenic	Intergenic	-17792	Ccnj	Ccnj	NM_172839			Ccnj			NA
liver_15_5_REP2.mLb.clN_peak_701	chr18	80193653	80194320	+	657	NA	TTS (LOC105246506)	-TTS (LOC105246506)	6633	Rbfa	Rbfa	NM_199197			Rbfa			NA
liver_15_5_REP2.mLb.clN_peak_729	chr18	82474679	82475631	+	655	NA	promoter-TSS (Mbp)	-promoter-TSS (Mbp)	32	Mbp	Mbp	NM_001025245			Mbp			NA
liver_15_5_REP2.mLb.clN_peak_878	chr19	5488830	5489463	+	654	NA	promoter-TSS (Mus81)	-promoter-TSS (Mus81)	-767	Mus81	Mus81	NR_153769			Mus81			NA
liver_15_5_REP2.mLb.clN_peak_101	chr18	12023386	12024263	+	653	NA	intron (Tmem241, intron 14 of 15)	-intron (Tmem241, intron 13 of 14)	97713	Tmem241	Tmem241	NM_178801			Tmem241			NA
liver_15_5_REP2.mLb.clN_peak_1094	chr19	15984454	15985157	+	652	NA	promoter-TSS (C130060C02Rik)	-promoter-TSS (C130060C02Rik)	184	Cep78	Cep78	NM_198019			Cep78			NA
liver_15_5_REP2.mLb.clN_peak_938	chr19	6300033	6301130	+	649	NA	TTS (Ehd1)	-TTS (Ehd1)	-5876	Cdc42bpg	Cdc42bpg	NM_001033342			Cdc42bpg			NA
liver_15_5_REP2.mLb.clN_peak_1406	chr19	42779503	42780149	+	642	NA	exon (Hps1, exon 1 of 20)	-exon (Hps1, exon 1 of 20)	152	Hps1	Hps1	NM_001346703			Hps1			NA
liver_15_5_REP2.mLb.clN_peak_1054	chr19	10634218	10635253	+	641	NA	intron (Vwce, intron 1 of 19)	-intron (Vwce, intron 1 of 19)	502	Vwce	Vwce	NM_027913			Vwce			NA
liver_15_5_REP2.mLb.clN_peak_503	chr18	61946013	61946954	+	641	NA	Intergenic	Intergenic	-6592	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
liver_15_5_REP2.mLb.clN_peak_1119	chr19	17356115	17356781	+	641	NA	intron (Gcnt1, intron 1 of 2)	-intron (Gcnt1, intron 1 of 2)	219	Gcnt1	Gcnt1	NM_173442			Gcnt1			NA
liver_15_5_REP2.mLb.clN_peak_678	chr18	77773509	77774611	+	639	NA	promoter-TSS (Haus1)	-promoter-TSS (Haus1)	292	Atp5a1	Atp5a1	NM_007505			Atp5a1			NA
liver_15_5_REP2.mLb.clN_peak_417	chr18	52465476	52466305	+	636	NA	intron (Srfbp1, intron 1 of 7)	-intron (Srfbp1, intron 1 of 7)	197	Srfbp1	Srfbp1	NM_026040			Srfbp1			NA
liver_15_5_REP2.mLb.clN_peak_1017	chr19	8953188	8954065	+	635	NA	promoter-TSS (Tut1)	-promoter-TSS (Tut1)	-206	Tut1	Tut1	NM_197993			Tut1			NA
liver_15_5_REP2.mLb.clN_peak_1620	chr19	56438747	56439475	+	630	NA	intron (Casp7, intron 6 of 6)	-intron (Casp7, intron 6 of 6)	-22526	Plekhs1	Plekhs1	NM_001164263			Plekhs1			NA
liver_15_5_REP2.mLb.clN_peak_870	chr19	5388278	5389249	+	630	NA	promoter-TSS (Sart1)	-promoter-TSS (Sart1)	-60	Sart1	Sart1	NM_016882			Sart1			NA
liver_15_5_REP2.mLb.clN_peak_1440	chr19	44407351	44408452	+	628	NA	promoter-TSS (Scd1)	-promoter-TSS (Scd1)	-192	Scd1	Scd1	NM_009127			Scd1			NA
liver_15_5_REP2.mLb.clN_peak_1244	chr19	32179762	32180455	+	627	NA	intron (Sgms1, intron 5 of 9)	-intron (Sgms1, intron 5 of 9)	-76968	Asah2	Asah2	NM_018830			Asah2			NA
liver_15_5_REP2.mLb.clN_peak_854	chr19	4961973	4962554	+	626	NA	promoter-TSS (Mrpl11)	-promoter-TSS (Mrpl11)	-43	Mrpl11	Mrpl11	NM_025553			Mrpl11			NA
liver_15_5_REP2.mLb.clN_peak_1356	chr19	40536572	40537198	+	625	NA	Intergenic	Intergenic	-23149	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_15_5_REP2.mLb.clN_peak_246	chr18	34372267	34373654	+	623	NA	intron (Reep5, intron 1 of 4)	-intron (Reep5, intron 1 of 4)	455	Reep5	Reep5	NM_007874			Reep5			NA
liver_15_5_REP2.mLb.clN_peak_1481	chr19	46396723	46397285	+	622	NA	exon (Sufu, exon 1 of 12)	-exon (Sufu, exon 1 of 12)	108	Sufu	Sufu	NM_001025391			Sufu			NA
liver_15_5_REP2.mLb.clN_peak_1257	chr19	32475883	32476897	+	620	NA	Intergenic	Intergenic	-9379	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_15_5_REP2.mLb.clN_peak_778	chr19	3322801	3323934	+	617	NA	promoter-TSS (Cpt1a)	-promoter-TSS (Cpt1a)	66	Cpt1a	Cpt1a	NM_013495			Cpt1a			NA
liver_15_5_REP2.mLb.clN_peak_453	chr18	57354593	57355177	+	614	NA	exon (Prrc1, exon 1 of 9)	-exon (Prrc1, exon 1 of 9)	152	Prrc1	Prrc1	NM_028447			Prrc1			NA
liver_15_5_REP2.mLb.clN_peak_697	chr18	80150890	80151996	+	613	NA	promoter-TSS (Adnp2)	-promoter-TSS (Adnp2)	39	Adnp2	Adnp2	NM_175028			Adnp2			NA
liver_15_5_REP2.mLb.clN_peak_20	chr18	4943813	4945163	+	611	NA	Intergenic	Intergenic	-102101	Svil	Svil	NM_153153			Svil			NA
liver_15_5_REP2.mLb.clN_peak_456	chr18	58659146	58660019	+	606	NA	promoter-TSS (Isoc1)	-promoter-TSS (Isoc1)	100	Isoc1	Isoc1	NM_025478			Isoc1			NA
liver_15_5_REP2.mLb.clN_peak_352	chr18	38992693	38993545	+	606	NA	promoter-TSS (Arhgap26)	-promoter-TSS (Arhgap26)	-26	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
liver_15_5_REP2.mLb.clN_peak_634	chr18	74207358	74208266	+	605	NA	promoter-TSS (Ska1)	-promoter-TSS (Ska1)	6	Ska1	Ska1	NM_001164355			Ska1			NA
liver_15_5_REP2.mLb.clN_peak_1641	chr19	57610389	57611651	+	598	NA	promoter-TSS (Atrnl1)	-promoter-TSS (Atrnl1)	-14	Atrnl1	Atrnl1	NM_181415			Atrnl1			NA
liver_15_5_REP2.mLb.clN_peak_1372	chr19	41263142	41264471	+	598	NA	exon (Tm9sf3, exon 1 of 15)	-exon (Tm9sf3, exon 1 of 15)	198	Tm9sf3	Tm9sf3	NM_133352			Tm9sf3			NA
liver_15_5_REP2.mLb.clN_peak_781	chr19	3388459	3389431	+	593	NA	promoter-TSS (Tesmin)	-promoter-TSS (Tesmin)	-433	Tesmin	Tesmin	NM_001039658			Tesmin			NA
liver_15_5_REP2.mLb.clN_peak_1385	chr19	41847086	41848518	+	592	NA	exon (Frat2, exon 1 of 1)	-exon (Frat2, exon 1 of 1)	330	Frat2	Frat2	NM_177603			Frat2			NA
liver_15_5_REP2.mLb.clN_peak_877	chr19	5487909	5488537	+	590	NA	exon (Mus81, exon 1 of 16)	-exon (Mus81, exon 1 of 16)	156	Mus81	Mus81	NR_153769			Mus81			NA
liver_15_5_REP2.mLb.clN_peak_1509	chr19	47067621	47068926	+	590	NA	exon (Taf5, exon 1 of 11)	-exon (Taf5, exon 1 of 11)	525	Taf5	Taf5	NM_177342			Taf5			NA
liver_15_5_REP2.mLb.clN_peak_830	chr19	4305653	4306452	+	588	NA	exon (Grk2, exon 1 of 21)	-exon (Grk2, exon 1 of 21)	170	Grk2	Grk2	NM_130863			Grk2			NA
liver_15_5_REP2.mLb.clN_peak_976	chr19	7382532	7383569	+	587	NA	promoter-TSS (Spindoc)	-promoter-TSS (Spindoc)	-24	Spindoc	Spindoc	NM_001033139			Spindoc			NA
liver_15_5_REP2.mLb.clN_peak_670	chr18	77046974	77047610	+	586	NA	promoter-TSS (Katnal2)	-promoter-TSS (Katnal2)	4	Katnal2	Katnal2	NM_001368657			Katnal2			NA
liver_15_5_REP2.mLb.clN_peak_452	chr18	57085095	57085875	+	585	NA	Intergenic	Intergenic	-47605	Megf10	Megf10	NM_001001979			Megf10			NA
liver_15_5_REP2.mLb.clN_peak_442	chr18	56572610	56573390	+	583	NA	promoter-TSS (Aldh7a1)	-promoter-TSS (Aldh7a1)	129	Phax	Phax	NM_001162989			Phax			NA
liver_15_5_REP2.mLb.clN_peak_1525	chr19	47536685	47537720	+	582	NA	promoter-TSS (Stn1)	-promoter-TSS (Stn1)	-83	Stn1	Stn1	NM_175360			Stn1			NA
liver_15_5_REP2.mLb.clN_peak_916	chr19	5966664	5967983	+	581	NA	Intergenic	Intergenic	-3117	Pola2	Pola2	NM_008893			Pola2			NA
liver_15_5_REP2.mLb.clN_peak_1398	chr19	42170367	42170990	+	576	NA	exon (Zfyve27, exon 1 of 13)	-exon (Zfyve27, exon 1 of 13)	111	Zfyve27	Zfyve27	NM_177319			Zfyve27			NA
liver_15_5_REP2.mLb.clN_peak_535	chr18	64488460	64489372	+	576	NA	exon (Fech, exon 1 of 10)	-exon (Fech, exon 1 of 10)	182	Fech	Fech	NM_001348055			Fech			NA
liver_15_5_REP2.mLb.clN_peak_1040	chr19	10203189	10204746	+	575	NA	promoter-TSS (Fen1)	-promoter-TSS (Fen1)	-235	Tmem258	Tmem258	NM_026919			Tmem258			NA
liver_15_5_REP2.mLb.clN_peak_1663	chr19	60386737	60387458	+	575	NA	Intergenic	Intergenic	81207	Prlhr	Prlhr	NM_201615			Prlhr			NA
liver_15_5_REP2.mLb.clN_peak_928	chr19	6132292	6133049	+	574	NA	Intergenic	Intergenic	2193	Mir12193	Mir12193	NR_162796			Mir12193			NA
liver_15_5_REP2.mLb.clN_peak_462	chr18	60500269	60501729	+	574	NA	intron (Smim3, intron 1 of 1)	-intron (Smim3, intron 1 of 1)	984	Smim3	Smim3	NM_134133			Smim3			NA
liver_15_5_REP2.mLb.clN_peak_1553	chr19	53313490	53314414	+	572	NA	intron (Mxi1, intron 1 of 5)	-intron (Mxi1, intron 1 of 5)	-15461	Mxi1	Mxi1	NM_001008543			Mxi1			NA
liver_15_5_REP2.mLb.clN_peak_982	chr19	7551718	7552623	+	571	NA	Intergenic	Intergenic	-5289	Plaat3	Plaat3	NM_139269			Plaat3			NA
