PeakID (cmd=annotatePeaks.pl kidney_15_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_15_5_REP1.mLb.clN_peak_31	chr18	4375514	4376028	+	164	NA	exon (Mtpap, exon 1 of 9)	-exon (Mtpap, exon 1 of 9)	179	Mtpap	Mtpap	NM_001361008			Mtpap			NA
kidney_15_5_REP1.mLb.clN_peak_1430	chr18	76542648	76543182	+	164	NA	Intergenic	Intergenic	301214	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_15_5_REP1.mLb.clN_peak_2245	chr19	25672204	25672897	+	164	NA	promoter-TSS (2610016A17Rik)	-promoter-TSS (2610016A17Rik)	139	Dmrt2	Dmrt2	NM_145831			Dmrt2			NA
kidney_15_5_REP1.mLb.clN_peak_2797	chr19	53437044	53437857	+	164	NA	Intergenic	Intergenic	27346	Mirt1	Mirt1	NR_028427			Mirt1			NA
kidney_15_5_REP1.mLb.clN_peak_2662	chr19	46348299	46349487	+	163	NA	promoter-TSS (2310034G01Rik)	-promoter-TSS (2310034G01Rik)	95	2310034G01Rik	2310034G01Rik	NR_040418			2310034G01Rik			NA
kidney_15_5_REP1.mLb.clN_peak_576	chr18	35822902	35824014	+	163	NA	Intergenic	Intergenic	-6330	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_15_5_REP1.mLb.clN_peak_1429	chr18	76466012	76466552	+	163	NA	Intergenic	Intergenic	224581	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_15_5_REP1.mLb.clN_peak_449	chr18	30365353	30365967	+	162	NA	Intergenic	Intergenic	92795	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_15_5_REP1.mLb.clN_peak_1533	chr18	81091141	81091718	+	162	NA	Intergenic	Intergenic	-104408	Sall3	Sall3	NM_001369133			Sall3			NA
kidney_15_5_REP1.mLb.clN_peak_10	chr18	3666270	3667321	+	161	NA	Intergenic	Intergenic	158838	Bambi	Bambi	NM_026505			Bambi			NA
kidney_15_5_REP1.mLb.clN_peak_56	chr18	5163027	5163641	+	161	NA	exon (Gm26682, exon 3 of 3)	-exon (Gm26682, exon 3 of 3)	2397	Gm26682	Gm26682	NR_153824			Gm26682			NA
kidney_15_5_REP1.mLb.clN_peak_573	chr18	35751915	35752438	+	160	NA	Intergenic	Intergenic	-11622	Sting1	Sting1	NM_028261			Sting1			NA
kidney_15_5_REP1.mLb.clN_peak_1900	chr19	7605967	7607245	+	160	NA	intron (Lgals12, intron 1 of 8)	-intron (Lgals12, intron 2 of 9)	587	Lgals12	Lgals12	NM_001370686			Lgals12			NA
kidney_15_5_REP1.mLb.clN_peak_2583	chr19	44135439	44136105	+	160	NA	promoter-TSS (Cwf19l1)	-promoter-TSS (Cwf19l1)	-316	Cwf19l1	Cwf19l1	NM_001356578			Cwf19l1			NA
kidney_15_5_REP1.mLb.clN_peak_1327	chr18	73762142	73762777	+	159	NA	Intergenic	Intergenic	-7980	Elac1	Elac1	NM_053255			Elac1			NA
kidney_15_5_REP1.mLb.clN_peak_784	chr18	45945817	45946741	+	159	NA	intron (A330093E20Rik, intron 2 of 3)	-intron (A330093E20Rik, intron 2 of 3)	98981	A330093E20Rik	A330093E20Rik	NR_040342			A330093E20Rik			NA
kidney_15_5_REP1.mLb.clN_peak_211	chr18	13886909	13887210	+	158	NA	intron (Zfp521, intron 3 of 7)	-intron (Zfp521, intron 3 of 7)	85674	Zfp521	Zfp521	NM_001360804			Zfp521			NA
kidney_15_5_REP1.mLb.clN_peak_2620	chr19	44892850	44893830	+	158	NA	Intergenic	Intergenic	-37779	Slf2	Slf2	NM_001081225			Slf2			NA
kidney_15_5_REP1.mLb.clN_peak_2666	chr19	46406647	46407304	+	157	NA	intron (Sufu, intron 2 of 11)	-intron (Sufu, intron 2 of 11)	10079	Sufu	Sufu	NM_001025391			Sufu			NA
kidney_15_5_REP1.mLb.clN_peak_1945	chr19	9455334	9456208	+	157	NA	Intergenic	Intergenic	103477	Stxbp3-ps	Stxbp3-ps	NR_073559			Stxbp3-ps			NA
kidney_15_5_REP1.mLb.clN_peak_571	chr18	35730235	35730765	+	157	NA	exon (1700066B19Rik, exon 2 of 2)	-exon (1700066B19Rik, exon 2 of 2)	3511	1700066B19Rik	1700066B19Rik	NM_001033168			1700066B19Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2480	chr19	38372509	38373045	+	157	NA	Intergenic	Intergenic	-23203	Slc35g1	Slc35g1	NM_175507			Slc35g1			NA
kidney_15_5_REP1.mLb.clN_peak_1859	chr19	6950673	6952649	+	156	NA	exon (Bad, exon 4 of 4)	-exon (Bad, exon 4 of 4)	9800	Bad	Bad	NM_001285453			Bad			NA
kidney_15_5_REP1.mLb.clN_peak_2787	chr19	53310375	53310986	+	155	NA	promoter-TSS (Mxi1)	-promoter-TSS (Mxi1)	-18733	Mxi1	Mxi1	NM_001008543			Mxi1			NA
kidney_15_5_REP1.mLb.clN_peak_2840	chr19	55253623	55254771	+	155	NA	intron (Acsl5, intron 1 of 21)	-intron (Acsl5, intron 1 of 21)	828	Acsl5	Acsl5	NM_027976			Acsl5			NA
kidney_15_5_REP1.mLb.clN_peak_2336	chr19	30554423	30554790	+	155	NA	Intergenic	Intergenic	-5110	Dkk1	Dkk1	NM_010051			Dkk1			NA
kidney_15_5_REP1.mLb.clN_peak_1515	chr18	80707639	80708695	+	155	NA	promoter-TSS (Nfatc1)	-promoter-TSS (Nfatc1)	4904	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
kidney_15_5_REP1.mLb.clN_peak_1796	chr19	5845996	5846884	+	155	NA	promoter-TSS (Neat1)	-promoter-TSS (Neat1)	-962	Neat1	Neat1	NR_003513			Neat1			NA
kidney_15_5_REP1.mLb.clN_peak_2657	chr19	46148368	46148641	+	154	NA	promoter-TSS (Pitx3)	-promoter-TSS (Pitx3)	-179	Pitx3	Pitx3	NM_008852			Pitx3			NA
kidney_15_5_REP1.mLb.clN_peak_789	chr18	46280019	46281130	+	154	NA	intron (Pggt1b, intron 1 of 8)	-intron (Pggt1b, intron 1 of 8)	276	Pggt1b	Pggt1b	NM_172627			Pggt1b			NA
kidney_15_5_REP1.mLb.clN_peak_2530	chr19	41895788	41896611	+	154	NA	promoter-TSS (Rrp12)	-promoter-TSS (Rrp12)	-46	Rrp12	Rrp12	NM_199447			Rrp12			NA
kidney_15_5_REP1.mLb.clN_peak_2702	chr19	47301791	47302980	+	154	NA	intron (Sh3pxd2a, intron 8 of 14)	-intron (Sh3pxd2a, intron 8 of 13)	-28796	Mir6995	Mir6995	NR_105961			Mir6995			NA
kidney_15_5_REP1.mLb.clN_peak_413	chr18	25630227	25630707	+	154	NA	intron (Celf4, intron 2 of 13)	-intron (Celf4, intron 2 of 12)	123690	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_15_5_REP1.mLb.clN_peak_2606	chr19	44677206	44678052	+	154	NA	Intergenic	Intergenic	-79277	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP1.mLb.clN_peak_2320	chr19	29948008	29948743	+	153	NA	intron (Il33, intron 1 of 7)	-intron (Il33, intron 1 of 7)	23262	Il33	Il33	NM_001360725			Il33			NA
kidney_15_5_REP1.mLb.clN_peak_940	chr18	54846613	54847532	+	153	NA	Intergenic	Intergenic	143108	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP1.mLb.clN_peak_1851	chr19	6840260	6840995	+	153	NA	promoter-TSS (Rps6ka4)	-promoter-TSS (Rps6ka4)	0	Rps6ka4	Rps6ka4	NM_019924			Rps6ka4			NA
kidney_15_5_REP1.mLb.clN_peak_1687	chr19	3906714	3907489	+	152	NA	promoter-TSS (Tcirg1)	-promoter-TSS (Tcirg1)	-1871	Tcirg1	Tcirg1	NM_001136091			Tcirg1			NA
kidney_15_5_REP1.mLb.clN_peak_2228	chr19	24999212	24999810	+	152	NA	promoter-TSS (Dock8)	-promoter-TSS (Dock8)	-18	Dock8	Dock8	NM_028785			Dock8			NA
kidney_15_5_REP1.mLb.clN_peak_1921	chr19	8798230	8798824	+	152	NA	promoter-TSS (Polr2g)	-promoter-TSS (Polr2g)	30	Polr2g	Polr2g	NM_026329			Polr2g			NA
kidney_15_5_REP1.mLb.clN_peak_1769	chr19	5490342	5491526	+	151	NA	intron (Cfl1, intron 1 of 3)	-intron (Cfl1, intron 1 of 3)	479	Cfl1	Cfl1	NM_007687			Cfl1			NA
kidney_15_5_REP1.mLb.clN_peak_1230	chr18	68084560	68085397	+	151	NA	intron (Ldlrad4, intron 2 of 5)	-intron (Ldlrad4, intron 2 of 5)	151805	Ldlrad4	Ldlrad4	NM_172631			Ldlrad4			NA
kidney_15_5_REP1.mLb.clN_peak_1817	chr19	6084315	6085929	+	151	NA	promoter-TSS (Zfpl1)	-promoter-TSS (Zfpl1)	25	Cdca5	Cdca5	NM_026410			Cdca5			NA
kidney_15_5_REP1.mLb.clN_peak_2495	chr19	40366311	40366912	+	151	NA	intron (Sorbs1, intron 6 of 22)	-intron (Sorbs1, intron 8 of 22)	-94995	Pdlim1	Pdlim1	NM_016861			Pdlim1			NA
kidney_15_5_REP1.mLb.clN_peak_494	chr18	32559431	32560373	+	151	NA	exon (Gypc, exon 1 of 3)	-exon (Gypc, exon 1 of 3)	132	Gypc	Gypc	NM_001048207			Gypc			NA
kidney_15_5_REP1.mLb.clN_peak_415	chr18	25652881	25653755	+	151	NA	intron (Celf4, intron 2 of 13)	-intron (Celf4, intron 2 of 12)	100839	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_15_5_REP1.mLb.clN_peak_2764	chr19	51237459	51238383	+	151	NA	Intergenic	Intergenic	-559275	Sorcs1	Sorcs1	NM_001360457			Sorcs1			NA
kidney_15_5_REP1.mLb.clN_peak_2982	chr19	61151480	61152382	+	151	NA	Intergenic	Intergenic	-11091	Zfp950	Zfp950	NM_001001737			Zfp950			NA
kidney_15_5_REP1.mLb.clN_peak_2057	chr19	15667974	15668880	+	151	NA	Intergenic	Intergenic	256632	Psat1	Psat1	NM_177420			Psat1			NA
kidney_15_5_REP1.mLb.clN_peak_1215	chr18	67464459	67465208	+	150	NA	promoter-TSS (Prelid3a)	-promoter-TSS (Prelid3a)	-16	Prelid3a	Prelid3a	NM_144867			Prelid3a			NA
kidney_15_5_REP1.mLb.clN_peak_1444	chr18	77564892	77565802	+	150	NA	promoter-TSS (Rnf165)	-promoter-TSS (Rnf165)	-211	Rnf165	Rnf165	NM_001164504			Rnf165			NA
kidney_15_5_REP1.mLb.clN_peak_1013	chr18	58455374	58455760	+	150	NA	Intergenic	Intergenic	-100673	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_15_5_REP1.mLb.clN_peak_320	chr18	21438024	21438349	+	149	NA	Intergenic	Intergenic	-138047	Garem1	Garem1	NM_001033445			Garem1			NA
kidney_15_5_REP1.mLb.clN_peak_91	chr18	7001043	7002289	+	149	NA	intron (Mkx, intron 2 of 6)	-intron (Mkx, intron 2 of 6)	3113	Mkx	Mkx	NM_177595			Mkx			NA
kidney_15_5_REP1.mLb.clN_peak_941	chr18	54901809	54902720	+	149	NA	intron (Zfp608, intron 2 of 8)	-intron (Zfp608, intron 2 of 8)	87916	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP1.mLb.clN_peak_1494	chr18	80004898	80005438	+	149	NA	Intergenic	Intergenic	-14126	Gm36718	Gm36718	NM_001370903			Gm36718			NA
kidney_15_5_REP1.mLb.clN_peak_251	chr18	15281402	15282213	+	149	NA	Intergenic	Intergenic	121951	Aqp4	Aqp4	NM_001308645			Aqp4			NA
kidney_15_5_REP1.mLb.clN_peak_1266	chr18	69613864	69614999	+	149	NA	intron (Tcf4, intron 8 of 19)	-intron (Tcf4, intron 8 of 19)	269939	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_15_5_REP1.mLb.clN_peak_2800	chr19	53511354	53512113	+	149	NA	Intergenic	Intergenic	-17412	Dusp5	Dusp5	NM_001085390			Dusp5			NA
kidney_15_5_REP1.mLb.clN_peak_2481	chr19	38395657	38396618	+	148	NA	exon (Slc35g1, exon 1 of 3)	-exon (Slc35g1, exon 1 of 3)	157	Slc35g1	Slc35g1	NM_175507			Slc35g1			NA
kidney_15_5_REP1.mLb.clN_peak_2842	chr19	55315648	55316645	+	148	NA	promoter-TSS (Zdhhc6)	-promoter-TSS (Zdhhc6)	89	Vti1a	Vti1a	NM_001360431			Vti1a			NA
kidney_15_5_REP1.mLb.clN_peak_1324	chr18	73622659	73623634	+	148	NA	Intergenic	Intergenic	50441	Mex3c	Mex3c	NM_001039214			Mex3c			NA
kidney_15_5_REP1.mLb.clN_peak_2085	chr19	17006215	17007288	+	147	NA	exon (Prune2, exon 4 of 20)	-exon (Prune2, exon 4 of 20)	50633	Prune2	Prune2	NM_181348			Prune2			NA
kidney_15_5_REP1.mLb.clN_peak_1297	chr18	70697724	70698282	+	147	NA	Intergenic	Intergenic	129711	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_15_5_REP1.mLb.clN_peak_306	chr18	21121581	21122497	+	147	NA	Intergenic	Intergenic	49695	Mep1b	Mep1b	NM_008586			Mep1b			NA
kidney_15_5_REP1.mLb.clN_peak_1210	chr18	67369526	67370259	+	147	NA	Intergenic	Intergenic	-20839	Tubb6	Tubb6	NM_026473			Tubb6			NA
kidney_15_5_REP1.mLb.clN_peak_1729	chr19	4697965	4699030	+	147	NA	exon (Gm960, exon 1 of 15)	-exon (Gm960, exon 1 of 15)	171	Gm960	Gm960	NM_001033447			Gm960			NA
kidney_15_5_REP1.mLb.clN_peak_2022	chr19	12005487	12006213	+	147	NA	Intergenic	Intergenic	30890	Olfr1423	Olfr1423	NM_146680			Olfr1423			NA
kidney_15_5_REP1.mLb.clN_peak_805	chr18	46676612	46677388	+	146	NA	Intergenic	Intergenic	51502	Cdo1	Cdo1	NM_033037			Cdo1			NA
kidney_15_5_REP1.mLb.clN_peak_1577	chr18	83185116	83185639	+	146	NA	Intergenic	Intergenic	140507	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_15_5_REP1.mLb.clN_peak_589	chr18	35927105	35927997	+	146	NA	Intergenic	Intergenic	-37279	Psd2	Psd2	NR_110349			Psd2			NA
kidney_15_5_REP1.mLb.clN_peak_1531	chr18	80985747	80988040	+	146	NA	exon (Sall3, exon 1 of 3)	-exon (Sall3, exon 1 of 3)	128	Sall3	Sall3	NM_001369133			Sall3			NA
kidney_15_5_REP1.mLb.clN_peak_2238	chr19	25406372	25407545	+	146	NA	intron (Kank1, intron 4 of 13)	-intron (Kank1, intron 4 of 12)	-98748	Dmrt1	Dmrt1	NM_015826			Dmrt1			NA
kidney_15_5_REP1.mLb.clN_peak_386	chr18	24653406	24654234	+	145	NA	exon (Mocos, exon 1 of 15)	-exon (Mocos, exon 1 of 15)	129	Mocos	Mocos	NM_026779			Mocos			NA
kidney_15_5_REP1.mLb.clN_peak_270	chr18	16622296	16623218	+	145	NA	intron (Cdh2, intron 13 of 15)	-intron (Cdh2, intron 13 of 15)	186489	Cdh2	Cdh2	NM_007664			Cdh2			NA
kidney_15_5_REP1.mLb.clN_peak_2949	chr19	59457974	59458713	+	145	NA	promoter-TSS (Emx2)	-promoter-TSS (Emx2)	292	Emx2os	Emx2os	NR_002863			Emx2os			NA
kidney_15_5_REP1.mLb.clN_peak_575	chr18	35814472	35816378	+	145	NA	Intergenic	Intergenic	-14363	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_15_5_REP1.mLb.clN_peak_329	chr18	21675528	21676447	+	145	NA	Intergenic	Intergenic	-20974	Klhl14	Klhl14	NM_001081403			Klhl14			NA
kidney_15_5_REP1.mLb.clN_peak_1179	chr18	65934840	65935380	+	144	NA	exon (Rax, exon 3 of 3)	-exon (Rax, exon 3 of 3)	3979	Rax	Rax	NM_013833			Rax			NA
kidney_15_5_REP1.mLb.clN_peak_1811	chr19	6015165	6016193	+	143	NA	promoter-TSS (Capn1)	-promoter-TSS (Capn1)	-432	Capn1	Capn1	NM_001110504			Capn1			NA
kidney_15_5_REP1.mLb.clN_peak_1798	chr19	5874916	5875556	+	143	NA	promoter-TSS (Frmd8)	-promoter-TSS (Frmd8)	-28	Frmd8	Frmd8	NM_026169			Frmd8			NA
kidney_15_5_REP1.mLb.clN_peak_2809	chr19	53676412	53677561	+	143	NA	promoter-TSS (Rbm20)	-promoter-TSS (Rbm20)	-320	Rbm20	Rbm20	NM_001170847			Rbm20			NA
kidney_15_5_REP1.mLb.clN_peak_2766	chr19	51773997	51774541	+	143	NA	Intergenic	Intergenic	-490028	Ins1	Ins1	NM_008386			Ins1			NA
kidney_15_5_REP1.mLb.clN_peak_2936	chr19	58581980	58582616	+	143	NA	Intergenic	Intergenic	-24031	1810007D17Rik	1810007D17Rik	NR_038136			1810007D17Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2524	chr19	41745938	41746553	+	143	NA	promoter-TSS (Gm19424)	-promoter-TSS (Gm19424)	-716	Gm19424	Gm19424	NR_040320			Gm19424			NA
kidney_15_5_REP1.mLb.clN_peak_965	chr18	55763154	55764280	+	143	NA	Intergenic	Intergenic	-668415	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_15_5_REP1.mLb.clN_peak_2674	chr19	46528603	46529154	+	142	NA	Intergenic	Intergenic	27230	Trim8	Trim8	NM_053100			Trim8			NA
kidney_15_5_REP1.mLb.clN_peak_1295	chr18	70652059	70652625	+	142	NA	Intergenic	Intergenic	84050	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_15_5_REP1.mLb.clN_peak_2775	chr19	53066343	53067270	+	142	NA	Intergenic	Intergenic	-9446	1700054A03Rik	1700054A03Rik	NR_045320			1700054A03Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1989	chr19	10709358	10710007	+	141	NA	intron (Vps37c, intron 2 of 3)	-intron (Vps37c, intron 2 of 4)	20947	Vps37c	Vps37c	NM_001361962			Vps37c			NA
kidney_15_5_REP1.mLb.clN_peak_457	chr18	30529834	30530884	+	141	NA	Intergenic	Intergenic	257494	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_15_5_REP1.mLb.clN_peak_2615	chr19	44750670	44751080	+	141	NA	intron (Pax2, intron 1 of 10)	-intron (Pax2, intron 1 of 10)	-6031	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP1.mLb.clN_peak_648	chr18	37969283	37970017	+	141	NA	promoter-TSS (Fchsd1)	-promoter-TSS (Fchsd1)	81	Fchsd1	Fchsd1	NM_175684			Fchsd1			NA
kidney_15_5_REP1.mLb.clN_peak_1974	chr19	10413279	10414364	+	141	NA	intron (Syt7, intron 2 of 10)	-intron (Syt7, intron 2 of 11)	24731	Syt7	Syt7	NM_173067			Syt7			NA
kidney_15_5_REP1.mLb.clN_peak_2806	chr19	53649717	53650103	+	141	NA	Intergenic	Intergenic	-27396	Rbm20	Rbm20	NM_001170847			Rbm20			NA
kidney_15_5_REP1.mLb.clN_peak_1942	chr19	9082271	9082868	+	141	NA	Intergenic	Intergenic	5387	Scgb1a1	Scgb1a1	NM_011681			Scgb1a1			NA
kidney_15_5_REP1.mLb.clN_peak_302	chr18	20961215	20962127	+	141	NA	exon (Rnf125, exon 1 of 6)	-exon (Rnf125, exon 1 of 6)	17056	Rnf125	Rnf125	NM_001364973			Rnf125			NA
kidney_15_5_REP1.mLb.clN_peak_90	chr18	6989188	6989996	+	140	NA	intron (Mkx, intron 5 of 6)	-intron (Mkx, intron 5 of 6)	15187	Mkx	Mkx	NM_177595			Mkx			NA
kidney_15_5_REP1.mLb.clN_peak_1225	chr18	67932640	67934083	+	140	NA	exon (Ldlrad4, exon 1 of 6)	-exon (Ldlrad4, exon 1 of 6)	188	Ldlrad4	Ldlrad4	NM_172631			Ldlrad4			NA
kidney_15_5_REP1.mLb.clN_peak_210	chr18	13857784	13858091	+	140	NA	intron (Zfp521, intron 3 of 7)	-intron (Zfp521, intron 3 of 7)	114796	Zfp521	Zfp521	NM_001360804			Zfp521			NA
kidney_15_5_REP1.mLb.clN_peak_1546	chr18	82471880	82472254	+	140	NA	Intergenic	Intergenic	-3056	Mbp	Mbp	NM_001025245			Mbp			NA
kidney_15_5_REP1.mLb.clN_peak_2934	chr19	58453702	58455486	+	140	NA	exon (Gfra1, exon 2 of 10)	-exon (Gfra1, exon 2 of 10)	804	Gfra1	Gfra1	NM_001285457			Gfra1			NA
kidney_15_5_REP1.mLb.clN_peak_2147	chr19	21472166	21472933	+	140	NA	exon (Gda, exon 1 of 14)	-exon (Gda, exon 1 of 14)	112	Gda	Gda	NM_010266			Gda			NA
kidney_15_5_REP1.mLb.clN_peak_2541	chr19	42086089	42086474	+	140	NA	promoter-TSS (Morn4)	-promoter-TSS (Morn4)	89	Morn4	Morn4	NM_198108			Morn4			NA
kidney_15_5_REP1.mLb.clN_peak_453	chr18	30472706	30473443	+	140	NA	Intergenic	Intergenic	200209	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_15_5_REP1.mLb.clN_peak_26	chr18	4232991	4233479	+	140	NA	Intergenic	Intergenic	67403	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
kidney_15_5_REP1.mLb.clN_peak_2795	chr19	53413794	53414348	+	140	NA	Intergenic	Intergenic	-23437	Smndc1	Smndc1	NM_172429			Smndc1			NA
kidney_15_5_REP1.mLb.clN_peak_2271	chr19	27364440	27364873	+	139	NA	Intergenic	Intergenic	42037	Kcnv2	Kcnv2	NM_183179			Kcnv2			NA
kidney_15_5_REP1.mLb.clN_peak_2235	chr19	25286191	25286537	+	139	NA	intron (Kank1, intron 2 of 13)	-intron (Kank1, intron 2 of 12)	49389	Kank1	Kank1	NM_181404			Kank1			NA
kidney_15_5_REP1.mLb.clN_peak_286	chr18	20188108	20188675	+	139	NA	Intergenic	Intergenic	-58949	Dsg1c	Dsg1c	NM_181680			Dsg1c			NA
kidney_15_5_REP1.mLb.clN_peak_2581	chr19	44076522	44077529	+	139	NA	intron (Chuk, intron 19 of 20)	-intron (Chuk, intron 19 of 20)	-7339	Erlin1	Erlin1	NM_145502			Erlin1			NA
kidney_15_5_REP1.mLb.clN_peak_741	chr18	42898849	42899980	+	139	NA	promoter-TSS (Ppp2r2b)	-promoter-TSS (Ppp2r2b)	92	Ppp2r2b	Ppp2r2b	NR_073583			Ppp2r2b			NA
kidney_15_5_REP1.mLb.clN_peak_2810	chr19	53704935	53705608	+	138	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	27965	Rbm20	Rbm20	NM_001170847			Rbm20			NA
kidney_15_5_REP1.mLb.clN_peak_2404	chr19	34661881	34662772	+	138	NA	Intergenic	Intergenic	21437	Ifit1	Ifit1	NM_008331			Ifit1			NA
kidney_15_5_REP1.mLb.clN_peak_2604	chr19	44669571	44671004	+	138	NA	Intergenic	Intergenic	-86619	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP1.mLb.clN_peak_2923	chr19	58119531	58120147	+	138	NA	intron (Atrnl1, intron 28 of 28)	-intron (Atrnl1, intron 28 of 28)	68672	Mir5623	Mir5623	NR_049196			Mir5623			NA
kidney_15_5_REP1.mLb.clN_peak_2390	chr19	34255215	34255625	+	138	NA	promoter-TSS (Acta2)	-promoter-TSS (Acta2)	-47	Acta2	Acta2	NM_007392			Acta2			NA
kidney_15_5_REP1.mLb.clN_peak_1624	chr18	85660474	85661263	+	138	NA	Intergenic	Intergenic	-709344	Timm21	Timm21	NR_160856			Timm21			NA
kidney_15_5_REP1.mLb.clN_peak_1495	chr18	80040379	80040737	+	138	NA	Intergenic	Intergenic	-6337	Pard6g	Pard6g	NM_053117			Pard6g			NA
kidney_15_5_REP1.mLb.clN_peak_529	chr18	34247030	34248036	+	137	NA	promoter-TSS (Apc)	-promoter-TSS (Apc)	-25761	Gm10548	Gm10548	NR_040534			Gm10548			NA
kidney_15_5_REP1.mLb.clN_peak_336	chr18	21940157	21941169	+	137	NA	intron (Ccdc178, intron 20 of 22)	-intron (Ccdc178, intron 20 of 22)	230733	Ccdc178	Ccdc178	NM_027616			Ccdc178			NA
kidney_15_5_REP1.mLb.clN_peak_1211	chr18	67390320	67391703	+	137	NA	intron (Tubb6, intron 1 of 3)	-intron (Tubb6, intron 1 of 3)	280	Tubb6	Tubb6	NM_026473			Tubb6			NA
kidney_15_5_REP1.mLb.clN_peak_1044	chr18	60596009	60596629	+	137	NA	exon (Synpo, exon 3 of 3)	-exon (Synpo, exon 3 of 3)	-4603	Myoz3	Myoz3	NM_133363			Myoz3			NA
kidney_15_5_REP1.mLb.clN_peak_1881	chr19	7191512	7191996	+	137	NA	intron (Macrod1, intron 4 of 10)	-intron (Macrod1, intron 4 of 10)	14530	Otub1	Otub1	NM_134150			Otub1			NA
kidney_15_5_REP1.mLb.clN_peak_774	chr18	44615384	44615829	+	137	NA	intron (Mcc, intron 3 of 18)	-intron (Mcc, intron 3 of 18)	-46059	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2898	chr19	57197397	57197925	+	137	NA	promoter-TSS (Ablim1)	-promoter-TSS (Ablim1)	18371	Ablim1	Ablim1	NM_178688			Ablim1			NA
kidney_15_5_REP1.mLb.clN_peak_2285	chr19	28560951	28561610	+	136	NA	intron (Glis3, intron 2 of 10)	-intron (Glis3, intron 2 of 9)	-116944	D930032P07Rik	D930032P07Rik	NR_045330			D930032P07Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2745	chr19	48820804	48821510	+	136	NA	Intergenic	Intergenic	615132	Sorcs3	Sorcs3	NM_025696			Sorcs3			NA
kidney_15_5_REP1.mLb.clN_peak_546	chr18	34840212	34841082	+	135	NA	promoter-TSS (Reep2)	-promoter-TSS (Reep2)	58	Reep2	Reep2	NM_144865			Reep2			NA
kidney_15_5_REP1.mLb.clN_peak_1126	chr18	63601924	63602272	+	135	NA	Intergenic	Intergenic	90261	Txnl1	Txnl1	NM_016792			Txnl1			NA
kidney_15_5_REP1.mLb.clN_peak_2010	chr19	11349886	11350312	+	134	NA	Intergenic	Intergenic	-13953	Ms4a7	Ms4a7	NM_001025610			Ms4a7			NA
kidney_15_5_REP1.mLb.clN_peak_438	chr18	28417482	28417927	+	134	NA	Intergenic	Intergenic	-142460	4930474G06Rik	4930474G06Rik	NR_045398			4930474G06Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2348	chr19	31764238	31765289	+	134	NA	exon (Prkg1, exon 1 of 18)	-exon (Prkg1, exon 1 of 18)	-100393	Prkg1	Prkg1	NM_011160			Prkg1			NA
kidney_15_5_REP1.mLb.clN_peak_1889	chr19	7310628	7311056	+	134	NA	intron (Mark2, intron 1 of 17)	-intron (Mark2, intron 1 of 16)	31018	Mark2	Mark2	NM_001080388			Mark2			NA
kidney_15_5_REP1.mLb.clN_peak_1063	chr18	60963292	60963758	+	134	NA	promoter-TSS (Camk2a)	-promoter-TSS (Camk2a)	5452	Mir6982	Mir6982	NR_105948			Mir6982			NA
kidney_15_5_REP1.mLb.clN_peak_1905	chr19	8554068	8554607	+	134	NA	Intergenic	Intergenic	-36917	Slc22a8	Slc22a8	NM_031194			Slc22a8			NA
