chrom	start	end	nearest_gene	distance_to_tss	kidney_accessibility	liver_accessibility	accessibility_log2FC	accessibility_padj	accessibility_category	kidney_methylation	liver_methylation	methylation_difference	methylation_fdr	num_CpG_sites
chr19	31329950	31330672	Cstf2t	247108	1.791462232096	1.52796633228882	0.726890152765977	0.0821545433350466	not differential	0.17076221999303	0.501796856011291	-0.33103463601826	0.00335082689684336	10
chr18	47631260	47631626	Sema6a	262389	1.83243290758325	0.821859555287822	2.72969478311876	6.0008059543889e-05	not differential	0.223411180234568	0.589545024015385	-0.366133843780817	0.00281054144362032	4
chr18	13788702	13788985	Zfp521	183747	1.49063379264119	2.05563357945419	-2.0249119319467	1.61304504151438e-05	not differential	0.890216815051769	0.347143646665475	0.543073168386293	0.000374753148786997	4
chr18	68218635	68220502	Fam210a	79830	1.60494166287523	2.51956906675726	-3.07114200613637	1.36621719007418e-49	more accessible in liver	0.715862903553022	0.285449814810066	0.430413088742956	0.00455417749127117	12
chr18	34513554	34513933	Fam13b	6730	1.3955201457508	2.55739178122928	-3.88325010920327	2.1364673441101e-29	more accessible in liver	0.756883241918544	0.165276206636501	0.591607035282043	0.00456087061088602	1
chr18	75261963	75263125	Smad7	104403	1.57279660734856	2.88913303885435	-4.41693097404033	1.15871387291374e-85	more accessible in liver	0.636326662665223	0.232361801473015	0.403964861192208	0.00456683497436907	13
chr19	55554337	55554908	Tcf7l2	186901	1.62272894159545	2.09499769230464	-1.62810917708473	9.8355361811494e-07	not differential	0.74786283344822	0.341468268026488	0.406394565421733	0.00220763789305828	11
chr18	54626368	54627613	Zfp608	362566	1.27472364513759	2.25605185167089	-3.34831782432848	1.21212162491523e-31	more accessible in liver	0.836397884160313	0.368788333714846	0.467609550445468	0.00108293613460351	9
chr19	61057455	61058167	Zfp950	82672	2.08399615388524	1.89024731184334	0.559703496465285	0.0640366356615138	not differential	0.190003813194603	0.520224248202159	-0.330220435007556	0.0010554057430605	4
chr19	51860393	51861046	Ins1	403276	2.00828207059305	0.724336624199223	3.95862960072564	5.65902841502415e-12	more accessible in kidney	0.223553240685616	0.600840584295934	-0.377287343610318	0.00140834869609762	4
chr19	21407365	21407858	Gda	65586	1.42317583621627	2.30298940940829	-2.97129659370106	4.39593813283479e-19	not differential	0.832476305706796	0.316883116883117	0.515593188823679	0.000525404013772711	1
chr18	89176668	89177323	Cd226	20107	1.36445394140867	2.17408912527997	-2.73340374495855	3.92749073646238e-18	not differential	0.883870967741936	0.33702380952381	0.546847158218126	0.000758270038493174	1
chr18	24175203	24176264	Galnt1	29079	1.28740439307461	2.16682199266829	-3.00698738231142	2.69471682670477e-18	more accessible in liver	0.835260826879836	0.418320950579214	0.416939876300622	0.00164617085191081	9
chr18	78267346	78268357	Slc14a2	58251	2.06326921582419	1.29850825442078	2.48059527587287	1.88942060284453e-13	not differential	0.252986655048228	0.657660546321499	-0.404673891273271	0.00217262796149944	11
chr19	42980779	42981042	Hps1	200800	1.70756342090271	1.21557666121611	1.56757837294539	0.0305197309419604	not differential	0.189048975357115	0.517618050957415	-0.3285690756003	0.00214172681425599	2
chr18	4839972	4840225	Svil	80314	1.92159725153745	1.40341027445953	1.55009387154418	0.0090435658138938	not differential	0.196681480788696	0.580682598382869	-0.384001117594174	0.00461652772590178	4
chr19	32344096	32344560	Sgms1	45153	1.94650241677593	1.78783190645042	0.571550475572966	0.150123965923213	not differential	0.0575898197453864	0.385916788210526	-0.32832696846514	0.00193460399272857	10
chr18	22370170	22370391	Asxl3	25286	1.58990273940492	1.19566478155273	1.34762933866206	0.115562989884293	not differential	0.205228758169935	0.542296640851784	-0.337067882681849	0.00193460399272857	1
chr19	32637018	32638132	Papss2	17012	1.40117403346683	2.39499669020333	-3.40776456848729	1.15981269636218e-32	more accessible in liver	0.844129428985329	0.399760080910445	0.444369348074884	0.00461777033424411	22
chr18	56805786	56806126	Lmnb1	97972	2.05040218702763	1.5389628372722	1.7244282759488	0.000253457164641211	not differential	0.159378359856145	0.84808475628564	-0.688706396429495	0.00464202855014483	8
chr19	14586104	14586415	Tle4	11635	1.70987580579972	2.25623391044216	-1.81296762213997	5.09738397617084e-07	not differential	0.689343944099379	0.262901337792642	0.426442606306737	0.00102225808143243	1
chr19	16880275	16880663	Foxb2	6444	1.65531964689616	1.31108314274552	0.914941225879538	0.160290318432537	not differential	0.128914545563252	0.45693682991307	-0.328022284349818	0.00319693802449167	2
chr18	84579751	84580386	Zfp407	9338	1.20442295528469	2.27948845242333	-3.55479948993882	3.96888331721691e-25	more accessible in liver	0.859936089548311	0.395790402492313	0.464145687055998	0.00135494284146482	6
chr19	45622097	45622811	Fbxw4	37500	2.1777309152488	1.34506910052514	2.80767956277	2.48879673062738e-15	not differential	0.343019505272938	0.783493158558036	-0.440473653285098	0.00136412849194959	11
chr18	57386194	57387139	Prrc1	31460	2.252958130333	1.49902873533927	2.57296419991275	9.90505278825544e-17	not differential	0.373682079023095	0.767170966116306	-0.39348888709321	0.00121957585952945	7
chr19	56543333	56543975	Dclre1a	4246	1.28437564845615	2.45690813723115	-3.98303010759105	1.50665091009533e-36	more accessible in liver	0.926221043645213	0.395307545327403	0.53091349831781	0.00473289715862754	16
chr19	46905083	46906113	Ina	108584	1.17839866014798	2.69560256509995	-4.85557033872997	3.04286191028842e-19	more accessible in liver	0.903698892942683	0.358619133078063	0.54507975986462	0.003014257909029	3
chr19	7121149	7121612	Flrt1	15419	2.27535828691225	1.83136808427315	1.51944622366072	1.89702706119954e-06	not differential	0.184870713308919	0.636494419467498	-0.451623706158579	0.00475720558898931	9
chr19	21737453	21738243	Tmem2	40098	1.79964955515673	2.0929834955406	-1.08764624314639	0.000476431873443322	not differential	0.432879122647372	0.101248268360881	0.331630854286491	0.00476014581067002	25
chr18	12647833	12648402	Ttc39c	47906	1.60321367197414	2.57868426901786	-3.29605837752789	4.18777144279274e-31	more accessible in liver	0.721959406463022	0.312319014060987	0.409640392402034	0.00103852954580755	2
chr19	58243423	58244082	Gfra1	211826	1.59141205540202	1.96063164000036	-1.36006365174315	8.88851816646141e-05	not differential	0.722069836293974	0.167477422003284	0.55459241429069	0.00476014581067002	1
chr18	61767830	61768407	Afap1l1	18294	1.78548183572378	1.96287061133748	-0.715607049876333	0.0379277381197974	not differential	0.49219638324837	0.167418472277295	0.324777910971075	0.00475294565049711	8
chr18	78849646	78850118	Setbp1	259272	1.97007629322712	0.834205098566239	3.3146709265633	1.88194138398785e-08	more accessible in kidney	0.228622268713231	0.576819466105635	-0.348197197392404	0.00272648430957332	3
chr19	56651774	56652796	Adrb1	69575	2.14643840528797	1.52014509477378	1.97743561786524	5.85967163986192e-11	not differential	0.258536745703333	0.61719246319805	-0.358655717494717	0.0047816672132798	19
chr19	5696028	5696596	Map3k11	6896	2.05482717418124	1.85505792602548	0.714299318349645	0.0331060267300629	not differential	0.267014676128769	0.866443065481453	-0.599428389352684	0.00478839635081021	20
chr18	11995618	11996603	Tmem241	124933	1.94818285715664	1.31726441514738	2.08451546196934	1.10116274980676e-09	not differential	0.247908813903357	0.619245811322692	-0.371336997419335	0.00219169021700249	11
chr19	21165821	21166040	Zfand5	106237	1.85487570450661	1.44334167557809	1.47416120952798	0.0231726517675159	not differential	0.157869295972744	0.517812428059056	-0.359943132086312	0.00481394468755466	2
chr18	21309750	21310143	Garem1	9611	1.42302476985792	2.02507855675659	-2.13497508681267	2.65734430808755e-06	not differential	0.869357463242525	0.37908611418557	0.490271349056955	0.00239293254900981	5
chr18	61835812	61836279	Afap1l1	49109	1.84290208612842	1.36621627494034	1.55753535169718	0.00132873906738582	not differential	0.255471367206154	0.655640234085087	-0.400168866878933	0.00406925391540318	5
chr19	42176814	42177747	Zfyve27	12862	1.34416268569914	2.26479942019228	-3.0618434778832	5.62073003992979e-24	more accessible in liver	0.84103153222371	0.199726648304404	0.641304883919306	0.00485312614883959	10
chr18	58466356	58467035	Slc27a6	89221	1.82823099869684	1.0028952944135	1.97552376311671	2.77311778017234e-05	not differential	0.294462601786348	0.689977478631418	-0.395514876845071	0.00178938391846215	12
chr18	39175906	39176583	Fgf1	246501	1.35988793857227	2.05883204676445	-2.36103883865242	1.73122906974731e-11	not differential	0.918069342656115	0.399398646733897	0.518670695922218	0.0027656028608132	6
chr18	70578041	70578564	Mbd2	9851	1.85012930990149	2.4112116651328	-1.91040967854958	1.27043578876547e-10	not differential	0.525050094629996	0.202811843835239	0.322238250794756	0.00166963176692536	4
chr18	12832068	12832477	Cabyr	90743	1.32240787212857	2.35070420738434	-3.52758527903932	1.72661519192058e-20	more accessible in liver	0.922131179550151	0.441690179798342	0.480440999751809	0.00224457002531573	3
chr18	76087569	76088488	Smad2	153091	2.36982555609637	1.485681116237	2.92416156684234	1.72062452767632e-24	not differential	0.214951754577743	0.548666332851846	-0.333714578274103	0.00489267280059337	11
chr18	68119054	68119463	Fam210a	180869	2.15225571613861	1.65395318779793	1.70763183604305	3.10618972230624e-06	not differential	0.19699383614396	0.703581100237607	-0.506587264093647	0.00489267280059337	4
chr19	11927856	11928706	Patl1	15456	1.3394225749506	2.63202018690214	-4.38284969149725	2.37391492133181e-48	more accessible in liver	0.907745094602454	0.462581755483542	0.445163339118912	0.0027656028608132	6
chr19	53080983	53081297	Xpnpep1	40768	2.13697053281207	1.63724950888963	1.61286246512206	0.000165223148551642	not differential	0.0394497280214598	0.360526964145385	-0.321077236123925	0.000649807439538184	4
chr18	37879972	37880532	Diaph1	54943	2.47107971898287	2.13518641834508	1.11307356583218	6.15686527815051e-06	not differential	0.0512079902309639	0.372019684722122	-0.320811694491158	0.00047690005518553	9
chr19	5665198	5665946	Sipa1	1490	1.87697504179148	3.36102306926215	-4.86057896069225	1.20501202836474e-83	more accessible in liver	0.893674652762391	0.231126834726163	0.662547818036228	0.00495412503601528	15
chr18	12925737	12926067	Osbpl1a	15773	2.23955076765856	1.93453881504359	1.04423381069292	0.00239085185769293	not differential	0.217938335913322	0.620012650401677	-0.402074314488355	0.00496799326185997	8
chr18	47943436	47943720	Eno1b	101614	1.78754549216248	1.02956414309346	2.65668257250648	0.000750385490811194	not differential	0.291633129559761	0.683242909108968	-0.391609779549207	0.000881007791333515	5
chr18	80624188	80625667	Nfatc1	87403	2.18959458720489	2.26256955199808	-0.295941576833732	0.236864168917457	not differential	0.199962266499651	0.519762424742417	-0.319800158242765	0.00265592478901799	17
chr19	53780346	53780576	Rbm20	103039	1.55454898119741	1.84331562750366	-0.967056682257566	0.0896998802832771	not differential	0.883747400475342	0.352201890152973	0.531545510322369	0.00268903539033607	2
chr18	62072728	62073114	Adrb2	106844	1.28180088679762	2.33582001845684	-3.56908612379336	1.45566137872365e-18	more accessible in liver	0.687511584958358	0.0621562152155934	0.625355369742765	0.00504976792536385	8
chr19	47327924	47329097	Sh3pxd2a	135313	2.37296214988686	1.84135413647142	1.75971146181627	8.58076580765292e-10	not differential	0.180546772380444	0.499574146974083	-0.319027374593639	0.00283125718849242	10
chr18	70536393	70537088	Poli	5772	1.38551802011943	2.33331874889665	-3.10393310179011	3.94587807409139e-22	more accessible in liver	0.866871419586271	0.363108362847355	0.503763056738916	0.00126431172131097	9
chr18	54436366	54437973	Zfp608	552206	1.33993917899883	2.72090104356625	-4.63513915860261	1.16709748479911e-98	more accessible in liver	0.640673082365986	0.322598460833747	0.318074621532239	0.00493814742189165	10
chr19	40488980	40489913	Sorbs1	23865	1.78594838230963	2.47067530645999	-2.30240028427085	1.9750808809244e-23	not differential	0.535001214875835	0.198215225677441	0.336785989198394	0.00467596961058523	14
chr18	21195833	21196140	Garem1	103997	2.08065190719169	1.81481906167462	0.882686795412801	0.0319583634561269	not differential	0.115115630556807	0.532960026134368	-0.417844395577561	0.00505739234040435	3
chr19	30938006	30938339	Cstf2t	144501	1.50830798080931	2.10144522526664	-1.99545305763861	1.37613635902094e-06	not differential	0.618840579710145	0.24176245210728	0.377078127602865	0.00184899033476867	1
chr18	55120010	55120264	Zfp608	129829	2.07907730133148	1.19507193731462	2.69717106756043	1.01221302010683e-05	not differential	0.137965821373329	0.531669338501631	-0.393703517128302	0.00506059288792261	2
chr18	46676612	46677388	Cdo1	50953	2.28733784896098	1.39620293305712	2.69878323817463	1.73698735550594e-16	not differential	0.188428593608607	0.511166416078479	-0.322737822469872	0.00506274016632971	12
chr18	56964726	56965196	C330018D20Rik	10171	1.68850532687849	1.44415142568413	0.854942485135425	0.107569804551669	not differential	0.30554452294374	0.731325067709082	-0.425780544765342	0.0012079943590735	5
chr18	62001698	62002189	Sh3tc2	48622	1.94359147318093	1.74307645168605	0.673486544948254	0.0667446118088976	not differential	0.260943064537676	0.627551430582088	-0.366608366044412	0.00214172681425599	8
chr18	10382608	10383050	Greb1l	57430	1.90938677713079	1.54417038550598	1.15507309973066	0.00765245267326186	not differential	0.200689206904305	0.518196745761722	-0.317507538857417	0.00226759876593398	5
chr19	55295104	55295780	Zdhhc6	20251	1.36679349951393	2.41148909500445	-3.54365514591069	2.00000621849607e-31	more accessible in liver	0.858806529302295	0.381674226649202	0.477132302653092	0.000791257378591407	14
chr18	54937547	54938079	Zfp608	52100	1.36967771712992	1.78697886282216	-1.46421251860713	0.000972329409576214	not differential	0.563997780892464	0.220159564528014	0.34383821636445	0.00126649125144539	3
chr19	33222582	33223064	Rnls	169230	2.07989829084961	1.98594355203707	0.291555484513979	0.36487798206475	not differential	0.472278415012524	0.154862198994091	0.317416216018432	0.00439550678350616	11
chr18	62073878	62074235	Adrb2	105723	1.24123556460032	2.17536935440645	-3.17103960409205	5.00864201615851e-13	more accessible in liver	0.845942645341959	0.301568125414474	0.544374519927485	0.00510716792362791	2
chr18	68711104	68711532	4930546C10Rik	238608	1.90496816550365	1.2749428454754	1.99952849025874	9.60356290111938e-05	not differential	0.119590912188905	0.436953227135524	-0.317362314946618	0.00344283362615269	7
chr18	5624289	5625589	Zeb1	32428	1.38396537975259	2.43077812852197	-3.57641696948827	6.59216297319564e-42	more accessible in liver	0.833197260062219	0.372984610024564	0.460212650037654	0.000594137586775866	7
chr18	9554807	9555429	Cetn1	64048	2.34455370820255	1.8257235193598	1.81335966326173	3.53184997161208e-09	not differential	0.0639925932102145	0.383538549352887	-0.319545956142672	0.00510716792362791	9
chr19	38364021	38365151	Slc35g1	30828	1.98882152593047	1.46388856649088	1.80861610059575	1.10774978467049e-09	not differential	0.139795338506195	0.456640933124523	-0.316845594618329	0.00311194699924854	12
chr18	38583881	38584416	Spry4	16851	2.0184282306479	1.5775646972479	1.44199200792994	9.78164496798103e-05	not differential	0.240848730352193	0.644302352775993	-0.4034536224238	0.00510855135136547	21
chr18	4980348	4980980	Svil	59807	2.05957075830435	1.82413849208186	0.780657467826507	0.00728940679608681	not differential	0.232966083374104	0.716185468921067	-0.483219385546963	0.00510855135136547	8
chr19	56422694	56423305	Casp7	25564	2.02798705434877	1.82538124222465	0.61121362578582	0.0573639527313368	not differential	0.129480934470999	0.446115187302575	-0.316634252831576	0.00119021275081526	9
chr19	34255203	34255681	Acta2	0	2.13935442275402	1.79441844458593	1.20474810936284	0.000463592040181192	not differential	0.121638339371579	0.524178241402957	-0.402539902031377	0.00511758131921456	9
chr19	45620911	45621634	Fbxw4	38677	2.1308144281556	1.45333996407733	2.14219355633339	7.92334125808535e-11	not differential	0.311540003403566	0.733214322853374	-0.421674319449808	0.00256190107951185	9
chr19	32120492	32121123	Asah2	59022	1.82988873456072	1.65297917492905	0.590558751249652	0.120773691609077	not differential	0.342599742599743	0.862856506238859	-0.520256763639117	0.000415295640442211	1
chr19	41810283	41810592	Arhgap19	8198	1.92455716670408	1.44882949575656	1.2700765010707	0.0155199642637659	not differential	0.304970114106447	0.737050482868085	-0.432080368761638	0.00150150739965988	3
chr19	57944744	57945050	Atrnl1	333709	1.34539021346561	2.26018997773471	-3.03091246536819	9.53185105041562e-13	more accessible in liver	0.884098923924745	0.379923958092128	0.504174965832618	0.0012682626141898	5
chr18	49454384	49455110	Dtwd2	300490	1.91124500351208	0.938910854245686	2.57912424287904	1.11665542354798e-08	not differential	0.262841503172715	0.591001564577473	-0.328160061404758	0.00518491961160697	8
chr19	21423811	21424083	Gda	49361	1.27512469976704	2.17113975260085	-2.59891178834002	1.74924398957486e-07	not differential	0.901846748557955	0.359459113523951	0.542387635034004	0.000791257378591407	5
chr18	21135172	21135698	Mep1b	62827	2.23100059228076	1.64013283919047	1.99746954265389	1.51666753442525e-09	not differential	0.351647141952468	0.807515914581663	-0.455868772629195	0.00519523540629768	8
chr18	36374701	36375394	Cystm1	29081	1.68655145181138	2.31362780795829	-2.0806881562901	2.98074707096151e-14	not differential	0.721449861259393	0.325366809008795	0.396083052250598	0.00239600836374696	10
chr19	28550599	28550825	Glis3	129251	1.67699905568379	1.22838688178395	1.57953420322239	0.0473241241387261	not differential	0.291265405453467	0.717520963038099	-0.426255557584632	0.0012378219385882	3
chr18	74729038	74730149	Acaa2	49047	1.99534104016941	3.15326173985764	-3.86669922924018	1.56622845761216e-76	more accessible in liver	0.513962228979776	0.198824129022184	0.315138099957592	0.00388173781258346	17
chr18	68870863	68871939	4930546C10Rik	78201	2.1100308756794	1.06947968322174	3.25608704712427	1.83450173005284e-19	more accessible in kidney	0.241979223227204	0.582849258623173	-0.34087003539597	0.00388731673389434	26
chr19	55456181	55456478	Vti1a	139885	1.73901074998473	1.51850438543933	0.687790723119217	0.235305341006047	not differential	0.105548341900478	0.611882598412825	-0.506334256512347	0.00520461582336438	3
chr19	45460904	45461271	Btrc	97169	1.60562548546459	1.72767145402641	-0.444975295503623	0.375137279216928	not differential	0.316219376107401	0.771962534514676	-0.455743158407275	0.00201926102154863	4
chr18	55497564	55497818	Zfp608	507383	1.71594693882755	1.82222480989504	-0.350078263713536	0.50379098221539	not differential	0.226209314542534	0.596693920284309	-0.370484605741775	0.00521947085491375	5
chr19	10539277	10539889	Cpsf7	14032	1.30899687043504	2.40432415465151	-3.74659500206682	6.01257350869361e-33	more accessible in liver	0.927169341833244	0.395062643303339	0.532106698529904	0.00461761029157319	7
chr18	46359862	46360601	Ccdc112	47933	2.01764136660512	1.53410383913722	1.64865261294942	8.11540745232977e-07	not differential	0.187882909251534	0.502334997939709	-0.314452088688175	0.00525569696560945	6
chr18	6739338	6739794	Rab18	25410	1.1685841543664	2.15308467963903	-3.42631311084458	4.84151998282619e-14	more accessible in liver	0.771637032220492	0.341781250385278	0.429855781835214	0.00264892416173371	4
chr19	55283726	55284704	Zdhhc6	31327	1.29182719964213	3.16954753988459	-5.92142355161698	3.21519733513443e-23	more accessible in liver	0.91784611541459	0.452617384037459	0.465228731377132	0.00175341276130752	11
chr19	21714577	21715663	Abhd17b	61267	2.08461372997863	1.35514722163475	2.44780450650928	1.70946177397038e-15	not differential	0.309083528412215	0.701521011916787	-0.392437483504572	0.00111008559949591	20
chr18	54125194	54126300	Csnk1g3	263080	2.03028132903228	1.39436776763846	2.17811222662969	3.42515806672733e-13	not differential	0.331263499070608	0.809160865976895	-0.477897366906287	0.00123410737936784	26
chr19	4558210	4559294	Pcx	47737	1.83348969236112	3.59905593570644	-5.77573861033602	2.36638118717446e-119	more accessible in liver	0.555931075303652	0.197392900008994	0.358538175294659	0.00535560627590374	6
chr18	5427551	5429286	Zfp438	93111	2.37963185655691	1.81429070048247	1.85673044311019	2.96694326235197e-17	not differential	0.149027231898926	0.462430621501999	-0.313403389603073	0.00539451480092225	29
chr18	5388482	5389416	Zfp438	54042	1.71095030964016	2.88170652859134	-3.96073866120637	5.12672981059442e-56	more accessible in liver	0.823610189398879	0.363902654250841	0.459707535148038	0.00174562915018291	7
chr18	70028750	70030476	Ccdc68	103323	1.19137254024649	1.90432405411303	-2.40097094900022	1.26387115138885e-16	not differential	0.821878798903376	0.348458518114699	0.473420280788677	0.00150150739965988	10
chr19	55651081	55651393	Tcf7l2	90416	1.47813327162748	2.56834696161663	-3.56818354304261	1.08448296992122e-23	more accessible in liver	0.701176860153188	0.282108932362287	0.4190679277909	0.00142724010266501	8
chr18	44557944	44558221	Dcp2	177441	1.89696620649659	1.56433222810597	1.17714870767848	0.0363290494866283	not differential	0.207125214940734	0.519286545686579	-0.312161330745846	0.00203514302342588	5
chr18	61697120	61697548	Il17b	9184	1.69883797213038	2.39672003626931	-2.28347664261136	3.35137166880488e-10	not differential	0.959327227318784	0.455977968370216	0.503349258948568	0.00388731673389434	12
chr19	60134108	60135013	Fam204a	91683	1.40155110564436	2.45755559995923	-3.58764107625946	2.50605874985767e-40	more accessible in liver	0.743572737746125	0.281353650555204	0.462219087190921	0.00551232532609168	2
chr19	6297460	6297952	Cdc42bpg	8503	1.70919522881858	2.83602355095011	-3.79583043878734	3.37827681331037e-51	more accessible in liver	0.873785601774829	0.408040836200846	0.465744765573983	0.00551274674013255	10
chr18	58810970	58811618	Adamts19	25145	1.67618529294778	1.17025104432015	1.59876321525773	0.0015276751475408	not differential	0.417627827908495	0.729178394967869	-0.311550567059374	0.00279716167038741	3
chr18	71595329	71595644	Dcc	755424	1.45058417183028	1.25347634981162	0.582169408439459	0.442370115510318	not differential	0.669986601308809	0.227335567658148	0.442651033650661	0.00560265024990852	1
chr18	65693406	65693765	Oacyl	4502	1.9164567980384	1.97912822628064	-0.153574870299136	0.71134285697615	not differential	0.731141307200523	0.304540781506946	0.426600525693577	0.00150150739965988	4
chr19	24527918	24529269	Pip5k1b	26602	1.1905903968116	2.23925031028784	-3.54144855395204	1.35931221846106e-38	more accessible in liver	0.788351906668129	0.375095081071891	0.413256825596238	0.00239076182565337	8
chr18	70672988	70673602	Mbd2	104798	1.85609112966327	1.74417137544199	0.300471874838706	0.417172193653655	not differential	0.721104784513807	0.371966325548217	0.34913845896559	0.00353011612580063	3
chr19	22962941	22963222	Klf9	178003	1.87893211127908	1.37824237003954	1.60920137427719	0.00583966982447174	not differential	0.242520588175211	0.552229310846814	-0.309708722671603	0.00493814742189165	6
chr18	77849113	77849872	Pstpip2	54567	1.29470513862356	2.31204843896997	-3.50807292879986	3.45928807983739e-26	more accessible in liver	0.829455243306225	0.393700437963534	0.435754805342691	0.00119021275081526	8
chr18	62140204	62140528	Adrb2	39430	1.44578503122623	2.24805921956765	-2.73139799134364	4.87877693634007e-11	not differential	0.231723976033569	0.584898456971795	-0.353174480938226	0.00563674212448853	3
chr19	20244071	20244304	Anxa1	146639	1.49172348323212	1.22157613998605	-0.153230845176567	0.847785116257566	not differential	0.682542035259427	0.277586206896552	0.404955828362875	0.00214172681425599	1
chr19	40996056	40996351	Blnk	1520	1.93558585807457	1.4818200876878	1.23036117825421	0.0237542531186236	not differential	0.266703895751786	0.575481626054336	-0.308777730302551	0.00439550678350616	4
chr19	56319374	56319984	Habp2	32236	1.56065582040987	2.25908179927365	-2.40733794543608	5.78664172538654e-15	not differential	0.895574109735668	0.425406578633252	0.470167531102416	0.0024942784290884	10
chr18	20808931	20809490	B4galt6	62526	1.60064217173889	2.59085319048104	-3.37627161770443	1.74018355403329e-34	more accessible in liver	0.580279271361845	0.272086049233758	0.308193222128087	0.00175596087742444	4
chr18	21200003	21200503	Garem1	99634	1.49898786734422	1.75598074088058	-1.04422920427997	0.021516163356993	not differential	0.770711677150519	0.390929567900464	0.379782109250055	0.00125562756880455	3
chr18	5590677	5590896	Zeb1	963	1.81717046120821	1.82554818890943	-0.204428437384513	0.727016229021533	not differential	0.264480212717272	0.649152818507657	-0.384672605790385	0.00183689453437959	1
chr19	15667974	15668880	Psat1	278456	2.07687964111802	1.44725990044484	2.18024071019309	1.16933074608079e-09	not differential	0.0775562403572864	0.52692208223629	-0.449365841879003	0.00573307519092325	9
chr18	64964969	64965625	Nedd4l	77263	2.1582465820701	1.72680791670807	1.39555544653657	8.3355562569331e-06	not differential	0.225542006948657	0.552876828563455	-0.327334821614798	0.00573307519092325	5
chr18	69477023	69477273	Tcf4	133666	1.77173614003014	1.55553946452286	0.68152703554966	0.262265072104464	not differential	0.313905667983737	0.630878179281341	-0.316972511297605	0.00333634666774102	4
chr18	20938413	20938943	Rnf125	5681	1.44192184597952	2.28714628811269	-2.83495203812445	1.2768636834735e-18	not differential	0.84795427189003	0.082433494144636	0.765520777745394	0.00579247512064579	4
chr19	20558558	20559365	Aldh1a1	65842	1.17152001196438	2.10938329806731	-3.15651773461774	4.46401292661977e-19	more accessible in liver	0.881194067988299	0.425438805301985	0.455755262686314	0.00162288655855623	3
chr18	25025496	25026655	AW554918	142343	1.98765888427909	1.37648530284679	2.0951782679813	1.00056445307086e-10	not differential	0.253504823623562	0.624419621515879	-0.370914797892317	0.00248575085270235	10
chr18	61155007	61155412	Hmgxb3	21637	1.55271488458085	2.76475998118744	-4.08637444173689	6.96464030819253e-43	more accessible in liver	0.904018345596819	0.204634965317963	0.699383380278856	0.00582848840020293	5
chr18	63727658	63728516	Wdr7	18962	1.48081219388299	3.04838591887612	-5.18043574074819	7.76940560929329e-103	more accessible in liver	0.909178225955605	0.495052341109231	0.414125884846374	0.00442148229486887	12
chr18	75489387	75490612	Smad7	121857	1.65707306934398	2.98041162832571	-4.4447520243726	9.8366633738344e-99	more accessible in liver	0.872512739968137	0.197916561213846	0.67459617875429	0.00584954013545727	11
chr19	41345156	41345433	Pik3ap1	39636	1.32599522582064	1.86666528455398	-1.49656658834405	0.00770869754065575	not differential	0.454769400314419	0.14233182543187	0.312437574882549	0.00584954013545727	4
chr19	3895068	3895499	Tcirg1	11633	1.73070862434092	2.39979965979449	-2.23107124014464	1.96035636138188e-14	not differential	0.157014615881998	0.462857627067861	-0.305843011185863	0.00172924917237394	2
chr19	37561620	37562041	Exoc6	11201	1.85300341696509	2.56419606130409	-2.33408238721155	1.19260463555556e-17	not differential	0.499462553118423	0.089883807409886	0.409578745708537	0.00587714879384831	4
chr19	6284362	6286604	Ehd1	7636	1.5875539066494	2.76707563232006	-3.9376510815973	4.55379169130141e-77	more accessible in liver	0.807152884064792	0.161617964251438	0.645534919813355	0.00594211079369591	32
chr18	24434718	24435161	2700062C07Rik	35699	2.19975748142399	1.27587366207762	2.89259458848351	2.29724111683735e-11	not differential	0.294615983699771	0.743298660732164	-0.448682677032393	0.00594439112491081	7
chr19	46533088	46533430	Trim8	31439	2.35043152314444	1.86579835224644	1.65835308756319	2.27501007270378e-06	not differential	0.205824822107717	0.557064171738085	-0.351239349630368	0.00594439112491081	2
chr19	55139381	55139632	Gpam	39929	1.39109623441111	2.38203991783173	-3.3726643280056	1.61897750191718e-14	more accessible in liver	0.831515201113091	0.37350773187646	0.458007469236631	0.00564571967499821	2
chr19	46194959	46195231	Gbf1	42449	1.47254126825418	1.80123936731163	-1.21740594029336	0.0302442451860433	not differential	0.786829937304075	0.324801587301587	0.462028350002488	0.00135784507089825	1
chr18	67251991	67252886	Mppe1	6160	2.13596570325532	1.55687556431612	1.91155199262941	1.06806728089111e-10	not differential	0.312909783287988	0.677973498052684	-0.365063714764696	0.00206209027952978	9
chr19	5715998	5716616	Ehbp1l1	9700	2.11382201407607	2.37306025258263	-0.825101721660498	0.00144435429268439	not differential	0.182989926986227	0.677214939850752	-0.494225012864524	0.00594439112491081	24
chr18	84229100	84229441	Zadh2	140941	1.2927653349367	1.89022970917436	-2.05365659769861	4.81339579009488e-05	not differential	0.888558993180353	0.386809593273342	0.501749399907012	0.000665586503029114	2
chr18	67497902	67498207	Prelid3a	33052	2.16990579374343	1.17812126379204	2.12570350929103	8.34570435107801e-06	not differential	0.373464821218054	0.884499569057435	-0.511034747839381	0.000912396434912297	4
chr19	21913204	21914502	Tmem2	134861	1.59211450053196	2.03765373178507	-1.51231806584463	8.47494455660196e-10	not differential	0.573711847912881	0.26176493519995	0.311946912712931	0.00208274040264099	11
