"X.1","Chromosome","Start","End","X","mean.mean.g1","mean.mean.g2","mean.mean.diff","mean.mean.quot.log2","comb.p.val","comb.p.adj.fdr","num.sites","mean.num.na.g1","mean.num.na.g2","mean.mean.covg.g1","mean.mean.covg.g2","mean.nsamples.covg.thresh.g1","mean.nsamples.covg.thresh.g2","combinedRank","Strand","name","value","overlap_kidney_Het","overlap_liver_Het","overlap_any_Het","overlap_both_Het","overlap_kidney_specific_ATAC","overlap_liver_specific_ATAC","overlap_any_differential_ATAC","DMR_direction"
1026,"chr18",34389922,34390278,1086,0.611089757073417,0.820360521882766,-0.209270764809349,-0.460595241827466,0.00424372347791726,0.0122834106320309,3,0,0,41.4166666666667,42.25,4,4,3271,"+","Interval_1086",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1027,"chr18",34397996,34398320,1087,0.922950620651175,0.772088674151602,0.150861946499574,0.261241116434658,0.000404430269156045,0.00233793415236491,9,0,0,90.3055555555556,64.6388888888889,4,3.77777777777778,4297,"+","Interval_1087",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1030,"chr18",34410088,34411024,1090,0.546627485075567,0.179834050505053,0.366793434570514,1.57297527626951,9.76940855581756e-05,0.00093801586836717,17,0,0,35.6323529411765,37.7352941176471,4,4,924,"+","Interval_1090",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1031,"chr18",34419957,34420852,1091,0.115790342898832,0.513701976482275,-0.397911633583443,-2.06637779560107,6.61271934821163e-05,0.000765257257905094,8,0,0,35.15625,36.5,4,4,783,"+","Interval_1091",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1034,"chr18",34464951,34465821,1095,0.895623926682086,0.336716192181827,0.558907734500258,1.6343117012278,7.98727105414889e-06,0.000255634274102838,8,0,0,40.03125,39.875,4,4,815,"+","Interval_1095",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1036,"chr18",34513553,34513933,1097,0.756883241918544,0.165276206636501,0.591607035282043,2.12937677724691,0.000380491119995984,0.00225649892539972,1,0,0,37,34.75,4,4,1036,"+","Interval_1097",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1037,"chr18",34519162,34520132,1099,0.687823582772345,0.399562755889749,0.288260826882596,1.11614450176598,0.00198516608256086,0.00707589650657569,6,0,0,24.5416666666667,28.5,4,4,1724,"+","Interval_1099",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1041,"chr18",34562217,34562549,1103,0.802837301587302,0.551963217048606,0.250874084538696,0.532490906929224,0.00406837445824347,0.0118652876345069,1,0,0,23.75,30.75,4,4,3000,"+","Interval_1103",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1045,"chr18",34634420,34634877,1107,0.90754825239547,0.298580175358636,0.608968077036834,1.62025531376091,5.7161519627646e-06,0.000219784352681278,4,0,0,36.9375,37.9375,4,4,833,"+","Interval_1107",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1048,"chr18",34679533,34680220,1110,0.020127327042333,0.143415692652803,-0.12328836561047,-2.37649712518045,0.00071246526777293,0.00342842527052831,26,0,0,16.6923076923077,17.6634615384615,3.73076923076923,3.92307692307692,3220,"+","Interval_1110",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1050,"chr18",34721394,34721836,1112,0,0.141246910983753,-0.141246910983753,-3.91883377245523,1.90844279046927e-10,1.17273809474337e-06,1,0,0,17,20.25,4,4,2962,"+","Interval_1112",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1055,"chr18",34779265,34779529,1117,0.0449466148011159,0.00843115942028985,0.036515455380826,1.56768314094606,0.000548172330802785,0.00285535408292319,5,0,0,33.9,32.2,4,4,4530,"+","Interval_1117",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1056,"chr18",34783312,34784068,1118,0.462628556457389,0.0688907447036786,0.39373781175371,2.90362185293799,1.20991827785576e-05,0.000306998436478351,7,0,0,25.25,25.8928571428571,4,4,801,"+","Interval_1118",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1057,"chr18",34788364,34788796,1119,0.938507326007326,0.1248296401608,0.813677685846526,2.81452123161672,0.00932666213165341,0.0225550329787525,1,0,0,35.25,36.25,4,4,2541,"+","Interval_1119",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1060,"chr18",34854599,34855736,1122,0.3576922402787,0.0871219873119684,0.270570252966732,2.11038378763284,0.000913625174349393,0.00405652217946316,15,0,0,22.5666666666667,22.6166666666667,4,4,1562,"+","Interval_1122",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1062,"chr18",34880030,34880711,1124,0.804642603728061,0.209597872225949,0.595044731502113,1.95070457171878,1.18648337076576e-05,0.000306342029972925,6,0,0,36.2083333333333,34.5416666666667,4,4,494,"+","Interval_1124",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1067,"chr18",34915803,34916406,1129,0.872848707575913,0.132573309888539,0.740275397687374,2.87631443912714,8.04352563865574e-06,0.000256100855178961,5,0,0,32.5,36.7,4,4,193,"+","Interval_1129",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1070,"chr18",34989247,34989499,1133,0.264791476798056,0.159718271279804,0.105073205518252,1.39815375663617,0.000365553425162345,0.00219797044777163,4,0,0,15.3125,15.25,4,4,3450,"+","Interval_1133",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1073,"chr18",35045311,35046276,1136,0.273745347071853,0.438035634100219,-0.164290287028366,-1.22120740566314,0.00551445047184829,0.0150271832148593,11,0,0,25.8409090909091,25.7045454545455,4,4,2672,"+","Interval_1136",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1074,"chr18",35056756,35057420,1137,0.166619845707207,0.7699850791046,-0.603365233397393,-2.32451839339381,8.9359825805499e-06,0.000265411655726936,6,0,0,33.125,30.375,4,4,218,"+","Interval_1137",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Liver_hypermethylated"
1075,"chr18",35068739,35069648,1138,0.214299351407015,0.514185069363428,-0.299885717956413,-1.23554307569699,0.000108736679926347,0.0009873056948269,10,0,0,30.15,32.125,4,4,1347,"+","Interval_1138",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1076,"chr18",35079963,35080208,1139,0.323334578433263,0.454872206558062,-0.131537628124799,-0.706630511570976,0.00654511599049685,0.01714396324024,4,0,0,20.6875,23.9375,3.5,4,3104,"+","Interval_1139",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1077,"chr18",35094117,35094434,1140,0.543461859491271,0.0647429245176133,0.478718934973658,2.95854942290932,6.58216362960608e-05,0.000765257257905094,3,0,0,29.9166666666667,32.3333333333333,4,4,527,"+","Interval_1140",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1079,"chr18",35134296,35135156,1142,0.618373333949893,0.381879638868062,0.236493695081831,0.882572234097332,0.00515963529250543,0.0142498691561554,3,0,0,32,35.8333333333333,4,4,2225,"+","Interval_1142",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1080,"chr18",35152235,35152714,1143,0.783469684385382,0.137467084457768,0.646002599927614,2.42846668896495,1.55241267869038e-06,0.000151200778386532,2,0,0,43.875,40,4,4,175,"+","Interval_1143",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1081,"chr18",35154650,35155269,1144,0.632884946741855,0.0985469746112161,0.534337972130638,2.64260403892232,0.000120322147126282,0.00104432146058051,2,0,0,22.5,23,2.5,3.5,708,"+","Interval_1144",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1082,"chr18",35162062,35162363,1145,0.488018203965547,0.820470038277481,-0.332451834311934,-0.779455995079318,9.21556182398347e-05,0.000905122689829239,5,0,0,33.95,41.05,4,4,2243,"+","Interval_1145",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1083,"chr18",35212803,35213301,1146,0.237868201480893,0.693900391751785,-0.456032190270892,-1.71833534778579,0.000183213741736394,0.00135721314177358,6,0,0,38.875,36.625,4,4,829,"+","Interval_1146",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1084,"chr18",35214759,35215158,1147,0.339219338502603,0.648006870026896,-0.308787531524294,-0.973557501581929,0.00114401780162316,0.00471388565628839,12,0,0,34.2291666666667,34.2708333333333,4,4,1782,"+","Interval_1147",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1085,"chr18",35285068,35285348,1148,0.84574912812258,0.680282991934124,0.165466136188456,0.305851159765469,0.0155530811664726,0.0330736628366819,4,0,0,25.625,22.6875,4,3.75,4040,"+","Interval_1148",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1086,"chr18",35285599,35285832,1149,0.700009254681368,0.62132771971327,0.0786815349680988,0.140609993902845,0.00980212795979638,0.0232872016661279,2,0,0,24,20.75,4,4,5039,"+","Interval_1149",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1087,"chr18",35285874,35286114,1150,0.760373467112598,0.508390569776439,0.251982897336158,0.609604854227107,0.017470086221463,0.0361095398254067,2,0,0,23.625,26.125,4,4,2973,"+","Interval_1150",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1088,"chr18",35296227,35296843,1151,0.106256419560287,0.376419458548934,-0.270163038988648,-2.26484853273131,0.000187631844078899,0.00136611099747018,5,0,0,25.4,25.7,4,4,1566,"+","Interval_1151",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1089,"chr18",35341795,35342052,1152,0.429042503932476,0.692279588346797,-0.263237084414321,-0.857007105329075,0.000524481893468309,0.00279284335819997,6,0,0,24.9583333333333,27.5416666666667,4,4,2043,"+","Interval_1152",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1090,"chr18",35368873,35369270,1153,0.269728011667013,0.66372928383798,-0.394001272170966,-1.26784111659279,2.62170622427857e-05,0.000456384837059258,2,0,0,36.375,35.5,4,4,1270,"+","Interval_1153",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Liver_hypermethylated"
1091,"chr18",35402069,35402716,1154,0.119243779597882,0.61719526576441,-0.497951486166528,-2.28463514493139,5.39439135496822e-05,0.000675087118166068,6,0,0,22.75,22.4166666666667,4,4,491,"+","Interval_1154",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1092,"chr18",35467013,35467353,1155,0.915359596248083,0.562151437151437,0.353208159096646,0.693617057888823,0.000310025412374378,0.00195395503491339,1,0,0,34.25,36,4,4,2468,"+","Interval_1155",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1093,"chr18",35488541,35489352,1156,0.488567422106209,0.757942063694207,-0.269374641587998,-0.639664388147801,0.000413358721173019,0.00236727804436925,7,0,0,34.6428571428571,34.25,4,4,2607,"+","Interval_1156",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1095,"chr18",35529656,35530629,1158,0.433794092101054,0.511229748896866,-0.0774356567958111,-0.811248218240573,0.00289818518200869,0.00923356727334655,15,0,0,17.25,18.4333333333333,3.26666666666667,3.93333333333333,3828,"+","Interval_1158",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1096,"chr18",35532058,35532689,1159,0.626722170775206,0.445901898467292,0.180820272307914,0.494909606467272,0.0167761356791212,0.0350048739382683,7,0,0,26.25,28.6785714285714,4,4,3140,"+","Interval_1159",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1101,"chr18",35619093,35620181,1164,0.87668445567228,0.241711030558452,0.634973425113828,1.87204937507774,2.92996969840081e-06,0.000177516461463742,5,0,0,30.1,32.3,4,4,572,"+","Interval_1164",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1108,"chr18",35671304,35671698,1171,0.223905177319513,0.705013802744904,-0.481108625425391,-1.90880516315322,0.000224614977872471,0.0015631472695655,8,0,0,26.75,24.0625,4,4,883,"+","Interval_1171",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1109,"chr18",35671870,35672336,1172,0.412125109097694,0.0910428894080549,0.321082219689639,1.99113774541988,0.00211530912245939,0.00739816423307509,3,0,0,34.75,36.1666666666667,4,4,1757,"+","Interval_1172",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1118,"chr18",35814471,35816395,1181,0.0507455857428318,0.146507090058235,-0.0957615043154029,-1.58537665919551,0.0220895350284089,0.0433222130170682,48,0,0,15.9479166666667,17.8072916666667,3.45833333333333,3.95833333333333,3597,"+","Interval_1181",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1119,"chr18",35822818,35824046,1182,0.0958170470030608,0.189850241833316,-0.0940331948302552,-1.16479731170845,0.02396504481335,0.0462389921540077,15,0,0,19.4,20.9333333333333,3.8,4,3625,"+","Interval_1182",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1122,"chr18",35832529,35832883,1185,0.0761016669196816,0.259938873840223,-0.183837206920542,-2.05991029866224,0.00560647144386026,0.0152172115823857,8,0,0,17.375,18.09375,3.875,3.75,2420,"+","Interval_1185",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1123,"chr18",35837012,35837346,1186,0.114932020140353,0.420381600206162,-0.305449580065808,-1.7825528336274,0.0188492007874007,0.0382397949285498,9,0,0,12.9722222222222,14.7777777777778,3.55555555555556,3.77777777777778,3029,"+","Interval_1186",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1127,"chr18",35855540,35855768,1190,0.186876463105178,0.686442231374795,-0.499565768269617,-1.94281746710633,0.000894705965406168,0.00399432368321097,14,0,0,13,17.4821428571429,3.64285714285714,3.78571428571429,1376,"+","Interval_1190",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1128,"chr18",35865571,35865800,1191,0.789631669211071,0.613426707524225,0.176204961686846,0.428852604301255,0.00962532684929797,0.0230056917498779,4,0,0,26.1875,26.875,4,4,3422,"+","Interval_1191",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1129,"chr18",35866130,35866827,1192,0.319807808988827,0.521697910255379,-0.201890101266552,-1.19424043851313,0.00734443759222872,0.0186957618078896,4,0,0,17,19.25,4,4,2414,"+","Interval_1192",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1137,"chr18",35926961,35927997,1200,0.0143636974584555,0.155220259832085,-0.14085656237363,-2.79473839390739,3.06069848494151e-06,0.000177516461463742,6,0,0,27.7083333333333,26.2083333333333,4,4,2969,"+","Interval_1200",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1139,"chr18",35932967,35933738,1202,0.00759167706571237,0.0617638062302533,-0.0541721291645409,-1.52910844770114,0.00459246487479687,0.013053051182066,42,0,0,14.6071428571429,16.5119047619048,2.95238095238095,3.35714285714286,4212,"+","Interval_1202",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1141,"chr18",35941831,35942732,1204,0.247566062734522,0.0746556271442763,0.172910435590245,2.03009539975234,0.00901536539248812,0.0220276025196181,21,0,0,22.797619047619,22.6428571428571,3.80952380952381,4,2566,"+","Interval_1204",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1145,"chr18",36025671,36025992,1208,0.37812766988788,0.197516147298756,0.180611522589124,1.09191784615594,0.0155757090652652,0.0330886527161924,4,0,0,26,24.5,4,4,2892,"+","Interval_1208",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1147,"chr18",36077562,36078181,1210,0.208722637752961,0.542962148377453,-0.334239510624492,-1.47911460075732,0.00102384312397289,0.00437822964287642,13,0,0,25.1346153846154,24.7307692307692,4,4,1437,"+","Interval_1210",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1148,"chr18",36078246,36078601,1211,0.513569330400986,0.280124576098248,0.233444754302738,1.18263148644203,0.0100789882672705,0.0237300317633629,8,0,0,27.5,25.40625,4,4,2610,"+","Interval_1211",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1150,"chr18",36182997,36184034,1213,0.30711768783884,0.642413479498622,-0.335295791659782,-1.03097020086257,0.000547257565822214,0.00285535408292319,21,0,0,25,25.5,4,4,1665,"+","Interval_1213",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1159,"chr18",36360908,36361204,1222,0.517762371673514,0.161318717116005,0.356443654557509,1.67071117625287,0.000133266861430397,0.001111159923324,2,0,0,43.25,45.75,4,4,980,"+","Interval_1222",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1160,"chr18",36374700,36375394,1223,0.721449861259393,0.325366809008795,0.396083052250598,1.30663243627073,0.00014928405563398,0.00119758553769035,10,0,0,22.075,22.5,4,4,1217,"+","Interval_1223",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1161,"chr18",36383929,36384686,1224,0.811383936354365,0.273400026868452,0.537983909485913,1.90753804102068,8.20857559285441e-06,0.000259802673539206,11,0,0,26.3636363636364,28.7727272727273,4,4,535,"+","Interval_1224",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1164,"chr18",36411537,36411873,1228,0.26862579127314,0.854838095440103,-0.586212304166963,-1.70993640091895,0.000130550183290563,0.00109295759716691,10,0,0,21.75,19.7,4,4,746,"+","Interval_1228",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1165,"chr18",36416548,36417011,1229,0.444142540791322,0.747193460993713,-0.303050920202391,-0.914010051224069,0.000673938676026478,0.00331043418399897,12,0,0,30.1041666666667,30,4,4,1906,"+","Interval_1229",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1166,"chr18",36439618,36440694,1230,0.840535087483617,0.261017173569529,0.579517913914088,2.28701543821382,0.000245069713191631,0.00166403689233433,10,0.2,0.4,22.525,21.6,2.8,2.5,905,"+","Interval_1230",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1168,"chr18",36472964,36473557,1232,0.612315168910509,0.589861216961961,0.0224539519485478,-0.00553012417091699,0.0248986519013973,0.0475753158999025,5,0,0,29.25,28.75,4,4,6103,"+","Interval_1232",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1169,"chr18",36492844,36493532,1233,0.384132383494903,0.633689987808656,-0.249557604313753,-0.984604403565121,0.00695492925179713,0.0179195137326178,10,0,0,19.4,21.4,4,4,2385,"+","Interval_1233",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1176,"chr18",36529984,36530343,1240,0.801146245059289,0.493684210526316,0.307462034532973,0.687442541457343,0.0023829525696549,0.00805016137467256,1,0,0,23,22,4,4,2479,"+","Interval_1240",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1190,"chr18",36772182,36772970,1255,0.95070347799857,0.242540124590702,0.708163353407867,2.07675827669443,0.000101616579934118,0.000950022988322171,17,0,0,26.8235294117647,29.5588235294118,4,4,657,"+","Interval_1255",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1196,"chr18",37172187,37172821,1261,0.144381843830444,0.168946542972344,-0.0245646991418999,-0.786884223074206,0.0200692238768117,0.0401449807041042,13,0,0,18,18.3461538461538,3.76923076923077,3.92307692307692,4776,"+","Interval_1261",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1197,"chr18",37177901,37179021,1262,0.0741215111139663,0.159663344304447,-0.0855418331904811,-1.31269655235434,0.00534772638098188,0.0146117290400772,21,0,0,22.8690476190476,22.3690476190476,4,4,3718,"+","Interval_1262",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1218,"chr18",37826228,37826486,1283,0.0938244047619048,0.378114699627857,-0.284290294865953,-2.35946057239557,0.00114897023978346,0.00472901682750793,2,0,0,14.875,18.5,4,4,1493,"+","Interval_1283",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1219,"chr18",37835341,37836905,1284,0.1215337673913,0.43400005863203,-0.31246629124073,-2.43330022498391,0.000547346448839851,0.00285535408292319,14,0,0,18.875,20.5178571428571,3.71428571428571,3.92857142857143,1256,"+","Interval_1284",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Liver_hypermethylated"
1220,"chr18",37841207,37842992,1285,0.0211086044478848,0.138073343703749,-0.116964739255864,-2.10816125442768,0.00206096801349828,0.00724936945789749,45,0,0,22.4,23.1611111111111,3.71111111111111,3.82222222222222,3287,"+","Interval_1285",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1221,"chr18",37851740,37852924,1286,0.22033730392895,0.4121841275651,-0.19184682363615,-1.44225344777164,0.00286329405471902,0.00916880769476204,11,0,0,28.8863636363636,29.2045454545455,4,4,2345,"+","Interval_1286",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1222,"chr18",37871799,37872224,1287,0.477026075629996,0.684556349352168,-0.207530273722172,-0.537482757876851,0.0146052600071174,0.0316352917672669,6,0,0,30.375,31.4166666666667,4,4,2977,"+","Interval_1287",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Liver_hypermethylated"
1224,"chr18",37879971,37880532,1289,0.0512079902309639,0.372019684722122,-0.320811694491158,-3.39172098731637,1.84541226671927e-06,0.000151200778386532,9,0,0,26.6666666666667,26.9166666666667,4,4,1191,"+","Interval_1289",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1226,"chr18",37907961,37908774,1291,0.212665315714096,0.127528795531198,0.0851365201828981,0.465279149302373,0.0104561421700902,0.0244029599829868,3,0,0,40.9166666666667,43.9166666666667,4,4,3730,"+","Interval_1291",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1227,"chr18",37909213,37909582,1292,0.811774587200862,0.661125860033684,0.150648727167178,0.292725911543959,0.00832398787553862,0.0206068084884948,4,0,0,31.4375,31.375,4,4,4125,"+","Interval_1292",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1228,"chr18",37925926,37926409,1293,0.771963802705641,0.0986825002823802,0.673281302423261,2.84884402120697,9.28282074786798e-06,0.000270345656377482,3,0,0,35.25,39.8333333333333,4,4,211,"+","Interval_1293",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
1229,"chr18",37928454,37928761,1294,0.576434576023392,0.201865079365079,0.374569496658312,1.46882435161011,6.99809840110357e-05,0.000789051645408833,1,0,0,33.25,34.5,4,4,1018,"+","Interval_1294",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1234,"chr18",37985156,37985411,1299,0.435869800090292,0.614350386187036,-0.178480586096744,-0.607067089874377,0.00909293153626042,0.0221712834772665,8,0,0,26.875,24.9375,4,4,2720,"+","Interval_1299",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1240,"chr18",38067795,38068608,1305,0.104917383034063,0.207986097150184,-0.103068714116121,-1.45850367078819,0.011108342528338,0.0255371361154647,10,0,0,15.325,15.35,3.2,3.3,3477,"+","Interval_1305",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1241,"chr18",38090926,38091176,1306,0.15867685086335,0.318801093986852,-0.160124243123503,-0.951180906155288,0.0210771120256573,0.0416191688295836,5,0,0,18.5,21.15,4,4,3112,"+","Interval_1306",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1242,"chr18",38098142,38098594,1307,0.0651238044945139,0.215603833656061,-0.150480029161548,-1.97406650616762,0.00107406622627728,0.00452240072478466,5,0,0,18.45,18.7,4,4,2841,"+","Interval_1307",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1245,"chr18",38127553,38127776,1310,0.660256001745297,0.404511492561583,0.255744509183714,0.752305668036732,0.00201297478435698,0.00714600233961504,4,0,0,28.1875,28.8125,4,4,2314,"+","Interval_1310",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1248,"chr18",38174082,38174895,1313,0.161090868120803,0.155030911710197,0.0060599564106053,0.566249347109267,0.0110879019787174,0.0255187856401567,19,0,0,20.1052631578947,22.5657894736842,3.94736842105263,4,5443,"+","Interval_1313",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
1250,"chr18",38190543,38191157,1315,0.243696876953456,0.394428914202072,-0.150732037248616,-1.39488164650363,0.00257667899350905,0.0085105989436966,15,0,0,14.4666666666667,17.5,3.2,4,2836,"+","Interval_1315",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
1256,"chr18",38248744,38249417,1321,0.576916100648709,0.085978650082792,0.490937450565917,2.65331786736165,0.000654075586157324,0.00324136651365868,10,0,0,34.525,33.675,4,4,1240,"+","Interval_1321",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
